B03002_003E,B01001_002E,B01001_003E,B19013_001E,B17001_002E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B11009_001E,B16001_002E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B07001_050E,B25106_001E,B25106_003E,B25106_006E,B25072_001E,B25011_002E,B25011_003E,B18101_009E,B25092_001E,B25095_001E,B25119_001E,B25119_002E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,B08013_001E,B08014_001E,B25121_001E,state,county,tract,block group,B25121_002E,B07001_017E,B07001_033E,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B18101_003E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25105_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25106_002E,B25106_004E,B08006_001E,B08006_002E,B08006_003E,B08006_008E,B08012_001E,B07001_001E,B25085_001E,B16001_001E,B16001_003E,B09002_001E,B19058_002E,B08006_007E,B08006_009E,B08006_010E,B08007_001E,B08008_001E,B08134_001E,B08141_001E,B08122_001E,B08126_001E,B08128_001E,B08130_001E,B08132_001E,B08136_001E,B08137_001E,B08201_001E,B08202_001E,B08203_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B05002_013E,B05002_014E,B05002_015E,B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B08011_001E,B08105A_001E,B08105B_001E,B08105D_001E,B08141_002E,B08141_003E,B08141_004E,B08141_005E,B08141_006E,B08141_007E,B08202_002E,B08202_003E,B08202_004E,B08202_005E,B08202_006E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B09010_001E,B11004_002E,B11013_001E,B14006_001E,B14006_002E,B14006_003E,B14006_004E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19083_001E,B19301_001E,B23006_002E,B23006_003E,B23006_004E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25110_001E,B25002_001E,B25010_001E,B25011_001E,B25012_001E,B25015_001E,B25031_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25048_001E,B25049_001E,B25050_001E,B25051_001E,B25052_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25062_001E,B25063_001E,B25065_001E,B25066_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25079_001E,B25080_001E,B25082_001E,B25083_001E,B25086_001E,B25087_001E,B25088_001E,GEOID
358,524,15,74643,,398,39,359,838,728,,,-666666666,593600,-666666666,359,39,0,0,0,0,0,0,0,9,416,60,356,0,,,,,39,,,,26.3,,,,359,302,70,398,359,345,,,,11,001,002201,1,,,,18,18,1134,36.6,377,556,8,173,398,228,151,24,53,85,305,34,1035,838,110,,,,416,398,398,359,132,39,0,0,0,,0,0,0,0,,,,,,,,,0,,,56,93,,,,718,718,718,,,,,,,,,,,,1134,30.9,55.9,-666666666.0,32.2,377,,,,,,,,,,,,,,,,,,,,,,,,,718,0,47,17,116,179,32,119,0,63,,151,,,,,,967,31,0,0,0,0,0,0,1087,52,39,0,0,0,0,0,0,0,0,398,0,0,47,0,28,0,0,11,0,0,,49640,,,,875,406,398,359,0,359,0,0,0,359,0,0,0,0,0,0,0,0,,416,2.85,,,398,,1134,0,0,0,0,398,359,0,0,398,359,2001,1999,398,326,416,0,398,398,398,398,595,416,,398,398,416,,398,19,19,39,-666666666,-666666666,,0,-666666666,39,,,,39,39,-666666666.0,515500,671800,193100000,193100000,193100000,-666666666,-666666666,359,1927,110010022011
779,748,91,118816,,808,325,483,1264,1202,,,1688,530400,1650,483,325,0,0,0,0,68,11,0,0,819,34,493,0,,,,,325,,,,17.0,,,,483,391,62,808,483,409,,,,11,001,001702,1,,,,11,11,1714,41.1,924,527,0,345,808,374,276,50,48,99,345,65,1434,1264,62,,,,819,808,808,483,244,325,0,18,11,,52,10,124,32,,,,,,,,,0,,,315,50,,,,1193,1193,1049,,,,,,,,,,,,1714,36.2,49.4,-666666666.0,35.5,955,,,,,,,,,,,,,,,,,,,,,,,,,1049,0,17,38,54,161,48,223,117,171,,276,,,,,,1336,0,0,0,0,0,0,0,1600,201,172,29,29,0,0,0,0,0,0,808,40,0,0,0,15,0,10,9,24,35,,79453,,,,1304,559,808,483,241,59,0,0,38,483,0,0,0,0,0,0,0,0,,819,2.12,,,808,,1714,0,31,6,37,808,483,0,0,808,483,2011,2009,808,389,819,37,808,808,808,808,902,819,,808,808,819,,808,325,325,325,1081,2498,568200,0,-666666666,325,600200,,600200,325,325,24.3,306900,740000,253721100,253721100,253721100,-666666666,-666666666,483,1963,110010017021
1747,1036,26,105208,,1611,948,663,1667,1570,,,2377,395300,2377,663,948,0,86,0,0,45,84,76,0,1742,0,0,1969,,,,,948,,,,16.3,,,,663,458,21,1611,663,532,,,,11,001,001302,1,,,,131,131,2551,38.8,1813,79,413,232,1611,458,424,0,34,85,563,318,2506,1727,97,,,,1742,1611,1611,663,380,948,0,80,122,,77,0,48,100,,,,,,,,,0,,,45,66,,,,1630,1630,1539,,,,,,,,,,,,2551,43.3,31.4,40.0,43.4,1869,,,,,,,,,,,,,,,,,,,,,,,,,1539,0,14,143,237,300,148,331,129,39,,424,,,,,,2328,0,0,0,0,0,0,0,2525,19,0,0,0,0,0,0,0,0,0,1611,202,0,10,0,70,34,25,0,35,71,,79731,,,,1921,844,1611,663,0,42,0,0,0,663,0,0,0,0,0,0,0,0,,1742,1.58,,,1611,,2551,165,424,849,79,1611,663,1970,1966,1611,663,2010,2002,1611,756,1742,235,1611,1611,1611,1611,1334,1742,,1611,1611,1742,,1611,860,860,948,1986,2924,2062300,86,,948,2082400,,2082400,948,948,26.6,321000,615200,291544000,,291544000,-666666666,-666666666,663,1411,110010013021
84,858,31,28326,,737,596,141,761,568,,,918,244200,733,141,596,67,0,0,0,26,0,140,111,861,102,39,1966,,,,,596,,,,18.2,,,,141,131,19,737,141,112,,,,11,001,007304,1,,,,124,124,2345,28.7,84,2130,0,100,737,471,131,30,310,457,115,22,1663,761,193,,,,861,737,737,141,52,596,9,73,42,,0,60,21,40,,,,,,,,,0,,,639,323,,,,568,568,521,,,,,,,,,,,,2345,52.0,28.2,-666666666.0,52.0,109,,,,,,,,,,,,,,,,,,,,,,,,,521,0,28,0,105,108,38,108,11,25,,131,,,,,,1353,39,0,0,67,0,7,48,2135,544,477,42,42,0,0,154,0,0,0,737,153,58,19,92,84,17,24,19,45,57,,15980,,,,1321,447,737,141,21,84,0,14,0,141,0,0,0,0,0,0,12,0,,861,2.94,,,737,,2166,100,128,203,168,737,141,1968,1983,737,141,2010,2004,737,225,861,0,737,737,737,737,516,861,,737,737,861,,737,574,574,596,301,1024,383100,67,61000,596,492700,,492700,596,596,40.4,198100,388800,41872000,,,-666666666,-666666666,141,1270,110010073041
606,273,0,106000,,304,123,181,490,479,,,1724,1012300,1682,181,123,0,0,0,0,0,21,0,7,304,0,129,1952,,,,,123,,,,16.8,,,,181,151,18,304,181,133,,,,11,001,001100,3,,,,0,0,723,33.5,647,44,13,75,304,217,180,0,37,39,164,80,562,490,11,,,,304,304,304,181,28,123,0,0,13,,0,0,0,15,,,,,,,,,0,,,168,7,,,,473,473,436,,,,,,,13865,,,,,723,33.5,26.7,-666666666.0,33.5,666,,,,,,,,,,,,,,,,,,,,,,,,,436,0,19,18,103,37,24,81,7,17,,180,,,,,,480,0,0,0,0,0,0,0,640,96,96,0,0,0,0,0,0,0,0,304,13,0,0,0,0,0,13,0,9,22,,76180,,,,511,234,304,181,33,118,0,0,15,181,0,0,0,0,0,0,0,0,,304,2.38,,,304,,723,13,52,0,95,304,181,1952,1955,304,181,2013,2010,304,203,304,31,304,304,304,304,402,304,,304,304,304,,304,123,123,123,1442,1943,205300,0,-666666666,123,209100,,209100,123,123,26.8,853600,1234100,,,,-666666666,-666666666,181,3352,110010011003
375,664,31,73239,,505,393,112,797,713,,,954,965500,922,112,393,0,0,3,0,78,15,24,46,508,6,230,1953,,,,,393,,,,25.5,,,,112,107,0,505,112,92,,,,11,001,004901,1,,,,3,3,1257,31.8,537,632,3,176,505,219,105,7,107,151,288,20,1012,797,84,,,,508,505,505,112,47,393,0,62,12,,31,8,0,11,,,,,,,,,3,,,215,99,,,,677,677,677,,,,,,,18355,,,,,1257,30.8,36.2,-666666666.0,31.8,550,,,,,,,,,,,,,,,,,,,,,,,,,677,3,13,84,105,119,40,155,25,19,,105,,,,,,964,7,16,0,19,17,0,6,1187,181,101,80,80,0,0,56,12,12,0,505,74,47,22,0,62,0,5,0,7,20,,44161,,,,887,489,505,112,9,86,0,17,0,112,0,0,0,0,0,0,0,0,,508,2.49,,,505,,1257,43,109,17,53,505,112,1954,0,505,112,2011,2006,505,198,508,27,505,505,505,505,362,508,,505,505,508,,505,393,393,393,644,2095,520400,0,-666666666,393,564100,,564100,393,393,32.3,666700,1115400,,,,-666666666,,112,3267,110010049011
1172,855,83,159125,,651,256,395,1057,1004,,,2613,886600,2559,395,256,29,0,0,0,14,13,25,3,802,51,615,0,,,,,256,,,,17.1,,,,395,323,66,651,395,292,,,,11,001,006500,2,,,,151,151,1629,33.0,1316,231,5,207,651,300,280,10,10,25,409,97,1372,1070,53,,,,802,651,651,395,128,256,0,0,0,,0,0,34,0,,,,,,,,,0,,,257,3,,,,1005,1005,889,,,,,,,,,,,,1629,34.7,29.5,-666666666.0,34.6,1334,,,,,,,,,,,,,,,,,,,,,,,,,889,10,157,144,123,163,75,106,17,25,,280,,,,,,1232,0,8,0,0,0,0,0,1491,128,96,32,22,0,10,10,0,0,0,651,10,11,0,23,10,0,25,0,11,19,,73001,,,,1194,612,651,395,48,251,21,0,0,395,0,0,0,0,0,0,0,0,,802,2.35,,,651,,1532,0,20,5,77,651,395,0,0,651,395,2008,2004,651,409,802,77,651,651,651,651,675,802,,651,651,802,,651,256,256,256,1608,3167,616700,29,,256,652500,,652500,256,256,26.0,648900,1125900,339945500,,339945500,-666666666,-666666666,395,2583,110010065002
1887,1481,86,109813,,1157,528,629,2246,2181,,,1103,816300,941,629,528,10,0,0,0,0,37,51,37,1214,60,1061,0,,,,,528,,,,19.3,,,,629,558,182,1157,629,519,,,,11,001,002702,2,,,,57,57,3268,31.3,2111,626,116,498,1157,376,352,13,11,221,853,148,2872,2246,65,,,,1214,1157,1157,629,224,528,0,77,0,,0,0,0,0,,,,,,,,,0,,,409,189,,,,2181,2181,2048,,,,,,,,,,,,3268,31.9,55.3,28.0,31.6,2254,,,,,,,,,,,,,,,,,,,,,,,,,2048,19,29,152,245,571,164,365,131,202,,352,,,,,,2673,0,0,62,0,49,49,0,3089,248,103,99,99,0,0,0,0,0,0,1157,148,66,67,0,0,51,65,0,0,29,,61768,,,,2746,1222,1157,629,0,409,26,28,20,629,0,0,0,0,0,0,0,0,,1214,2.82,,,1157,,3268,0,16,0,77,1157,629,0,0,1157,629,2011,2007,1157,651,1214,254,1157,1157,1157,1157,1028,1214,,1157,1157,1214,,1157,528,528,528,288,1610,538100,10,,528,570200,570200,570200,528,528,25.9,481300,1100900,510869600,,510869600,-666666666,-666666666,629,2929,110010027022
828,566,41,122212,,647,386,261,942,905,,,2163,682200,2103,261,386,0,0,0,0,43,12,14,0,662,106,420,0,,,,,386,,,,18.6,,,,261,214,0,647,261,241,,,,11,001,005301,1,,,,15,15,1148,32.9,872,0,134,162,647,159,159,0,0,0,356,97,1088,968,37,,,,662,647,647,261,133,386,0,31,15,,0,0,0,0,,,,,,,,,0,,,60,22,,,,931,931,864,,,,,,,,,,,,1148,31.8,-666666666.0,55.2,31.5,933,,,,,,,,,,,,,,,,,,,,,,,,,864,0,89,46,118,258,96,103,60,27,,159,,,,,,1073,0,0,0,0,0,0,15,1107,19,0,0,0,0,0,0,0,0,0,647,46,0,0,0,0,18,0,33,18,36,,85960,,,,1022,454,647,261,36,13,35,0,15,261,0,0,0,0,0,0,0,0,,662,1.77,,,647,,1148,59,64,13,0,647,261,0,0,647,261,2013,2010,647,259,662,78,647,647,647,647,443,662,,647,647,662,,647,386,386,386,1392,2658,781900,0,-666666666,386,804600,,804600,386,386,27.6,508600,1142200,241665000,,241665000,-666666666,-666666666,261,1942,110010053011
370,310,59,99250,,286,84,202,462,451,,,1917,650500,1692,202,84,14,0,13,0,5,0,0,0,352,37,224,0,,,,,84,,,,23.5,,,,202,192,32,286,202,168,,,,11,001,006801,2,,,,66,66,685,35.2,402,213,9,47,286,150,126,0,24,31,93,3,535,486,11,,,,352,286,286,202,69,84,0,11,0,,10,5,5,10,,,,,,,,,13,,,94,5,,,,449,449,424,,,,,,,,,,,,685,35.5,43.6,-666666666.0,36.0,443,,,,,,,,,,,,,,,,,,,,,,,,,424,0,5,58,55,77,28,99,12,46,,126,,,,,,507,7,0,0,0,0,0,0,591,56,56,0,0,0,0,5,5,0,0,286,20,0,21,0,3,10,0,5,9,19,,56892,,,,488,202,286,202,5,161,10,6,20,202,0,0,0,0,0,0,0,0,,352,2.40,,,286,,685,7,15,5,34,286,202,0,0,286,202,2011,2009,286,212,352,0,286,286,286,286,286,352,,286,286,352,,286,84,84,84,1214,2406,156700,14,,84,167100,167100,167100,84,84,27.8,521700,832100,,,,-666666666,,202,2770,110010068012
2429,2561,440,88015,,1280,1280,0,1255,1194,,,2548,-666666666,2491,0,1280,12,0,0,0,106,108,127,0,1383,31,21,1997,,,,,1280,,,,-666666666.0,,,,0,0,0,1280,0,0,,,,11,001,007301,1,,,,103,103,4746,24.0,2898,1329,113,710,1280,1125,1019,49,57,120,597,68,2973,2466,61,,,,1383,1280,1280,0,0,1280,0,9,0,,10,312,278,318,,,,,,,,,0,,,1760,30,,,,2403,2403,2331,,,,,,,,,,,,4746,25.8,20.0,31.8,28.3,3159,,,,,,,,,,,,,,,,,,,,,,,,,2331,134,730,362,344,259,68,176,25,82,,1019,,,,,,2273,0,0,0,0,0,0,0,3723,750,672,22,22,0,0,28,16,16,6,1280,9,0,22,18,35,36,33,71,79,50,,31918,,,,2941,1747,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1383,3.27,,,1280,,4180,110,210,21,72,1280,0,1998,-666666666,1280,0,2015,-666666666,1280,640,1383,0,1280,1280,1280,1280,1976,1383,,1280,1280,1383,,1280,1186,1186,1280,2239,2930,3089700,12,,1280,3196600,,3196600,1280,1280,35.3,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,0,-666666666,110010073011
13,383,8,40833,,360,235,125,501,354,,,1432,270300,925,125,235,0,0,0,25,17,8,0,57,396,32,59,1965,,,,,235,,,,25.2,,,,125,84,9,360,125,112,,,,11,001,007807,2,,,,36,36,878,36.7,13,865,0,0,360,195,51,8,136,216,93,0,730,501,147,,,,396,360,360,125,64,235,0,70,0,,0,0,42,17,,,,,,,,,25,,,139,86,,,,349,349,331,,,,,,,,,,,,878,-666666666.0,36.6,-666666666.0,-666666666.0,13,,,,,,,,,,,,,,,,,,,,,,,,,331,0,8,2,36,54,13,91,10,25,,51,,,,,,643,0,0,0,0,0,9,18,870,168,168,0,0,0,0,45,0,0,0,360,81,9,28,40,0,13,8,3,14,19,,37659,,,,630,283,360,125,66,59,0,0,0,125,0,0,0,0,0,0,0,0,,396,2.44,,,360,,878,15,67,121,43,360,125,1964,1974,360,125,2010,1999,360,231,396,0,360,360,360,360,296,396,,360,360,396,,360,235,235,235,634,1306,234300,0,-666666666,235,301900,,301900,235,235,35.3,217400,310600,32285000,32285000,32285000,-666666666,,125,1261,110010078072
1036,524,0,86016,,1021,567,454,1241,1159,,,1735,270200,1714,454,567,43,11,0,0,30,49,17,0,1075,229,76,1957,,,,,567,,,,24.4,,,,454,434,39,1021,454,355,,,,11,001,000702,1,,,,54,54,1607,41.9,1184,106,171,173,1021,259,161,0,98,83,163,46,1475,1241,82,,,,1075,1021,1021,454,346,567,0,27,0,,0,0,0,0,,,,,,,,,0,,,153,0,,,,1101,1101,1027,,,,,,,,,,,,1607,42.7,45.6,29.3,41.5,1215,,,,,,,,,,,,,,,,,,,,,,,,,1027,0,55,71,81,92,148,265,38,61,,161,,,,,,1403,0,0,0,0,0,0,29,1532,78,41,21,0,0,21,0,0,0,0,1021,34,58,0,0,0,26,34,0,54,71,,61894,,,,1298,464,1021,454,0,0,0,0,29,454,0,0,0,0,18,0,0,0,,1075,1.57,,,1021,,1607,71,39,338,322,1021,454,1958,1962,1021,454,2013,2005,1021,504,1075,141,1021,1021,1021,1021,858,1075,,1021,1021,1075,,1021,567,567,567,1514,1914,965000,54,,567,985500,985500,985500,567,567,24.0,220400,347300,,133005000,,-666666666,-666666666,454,1705,110010007021
854,570,51,250001,,470,158,312,750,706,,,-666666666,2000001,-666666666,312,158,0,0,0,0,16,30,11,0,511,0,439,0,,,,,158,,,,11.5,,,,312,213,42,470,312,290,,,,11,001,000100,3,,,,41,41,1110,44.0,979,0,59,166,470,267,249,0,18,95,241,45,936,750,44,,,,511,470,470,312,61,158,0,0,0,,0,0,0,0,,,,,,,,,0,,,174,0,,,,698,698,559,,,,,,,,,,,,1110,47.3,-666666666.0,8.8,44.0,1010,,,,,,,,,,,,,,,,,,,,,,,,,559,0,42,69,97,47,13,122,16,14,,249,,,,,,936,0,0,0,0,0,0,0,997,61,29,0,0,0,0,0,0,0,0,470,0,0,0,0,0,13,0,0,0,11,,181340,,,,712,404,470,312,62,238,0,0,0,312,0,0,0,0,0,0,0,0,,511,2.36,,,470,,1110,11,0,21,40,470,312,0,0,470,312,2009,2005,470,383,511,39,470,470,470,470,578,511,,470,470,511,,470,140,140,158,1474,3501,344800,0,-666666666,158,360500,,360500,158,158,20.7,1410700,2000001,738670000,,738670000,-666666666,-666666666,312,2893,110010001003
1089,778,0,47589,,203,198,5,686,632,,,1721,-666666666,1652,5,198,42,0,0,0,19,23,0,0,330,21,5,2008,,,,,198,,,,-666666666.0,,,,5,0,0,203,5,5,,,,11,001,010800,1,,,,127,127,1657,20.3,1193,144,256,121,203,36,36,0,0,0,56,26,1657,686,54,,,,330,203,203,5,5,198,0,24,30,,34,116,89,0,,,,,,,,,0,,,0,27,,,,632,632,602,,,,,,,,,,,,1657,20.2,19.9,21.5,20.3,1250,,,,,,,,,,,,,,,,,,,,,,,,,602,23,170,159,65,82,15,32,13,0,,36,,,,,,212,0,0,27,0,0,0,0,1657,0,0,0,0,0,0,27,27,0,0,203,54,34,0,4,0,4,0,5,14,16,,13701,,,,1652,778,203,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,330,1.34,,,203,,272,0,38,0,27,203,5,2002,-666666666,203,5,2014,-666666666,203,15,330,76,203,203,203,203,,330,,203,203,330,,203,198,198,198,1254,3005,362500,42,,198,380100,,380100,198,198,29.4,-666666666,-666666666,,,,-666666666,-666666666,5,-666666666,110010108001
1685,1619,47,107885,,1800,1488,312,2333,2245,,,2423,493300,2323,312,1488,70,0,13,0,75,130,98,11,1888,0,61,2006,,,,,1488,,,,23.1,,,,312,275,19,1800,312,235,,,,11,001,004702,1,,,,88,88,3320,33.1,1832,985,230,262,1800,412,307,46,59,271,805,118,3149,2356,88,,,,1888,1800,1800,312,196,1488,0,67,35,,423,191,803,116,,,,,,,,,13,,,186,51,,,,2253,2253,2153,,,,,,,55015,,,,,3320,31.8,52.0,30.5,31.6,1968,,,,,,,,,,,,,,,,,,,,,,,,,2153,5,132,210,490,349,193,302,101,54,,307,,,,,,2913,17,0,0,29,43,33,28,3243,122,99,12,4,8,0,15,4,0,0,1800,125,36,37,26,14,47,42,53,25,80,,80643,,,,2784,1313,1800,312,5,19,0,0,0,312,0,0,0,7,0,0,0,0,,1888,1.65,,,1800,,2966,41,169,41,43,1800,312,2006,2004,1800,312,2014,2009,1800,495,1888,207,1800,1800,1800,1800,1224,1888,,1800,1800,1888,,1800,1488,1488,1488,1777,2810,3334700,70,169000,1488,3476400,,3476400,1488,1488,27.1,419000,665900,,,160858700,-666666666,,312,2650,110010047021
220,946,184,98477,,633,73,560,1153,947,,,2202,421100,1758,560,73,0,0,33,0,0,0,0,34,718,78,407,0,,,,,73,,,,20.1,,,,560,466,39,633,560,485,,,,11,001,011100,1,,,,85,85,1927,35.4,220,1569,17,244,633,477,328,10,139,159,302,33,1573,1153,206,,,,718,633,633,560,132,73,0,8,0,,17,9,88,0,,,,,,,,,33,,,310,101,,,,915,915,773,,,,,,,,,,,,1927,44.5,35.3,-666666666.0,44.5,341,,,,,,,,,,,,,,,,,,,,,,,,,773,0,0,121,86,100,46,29,24,64,,328,,,,,,1513,0,0,0,13,35,8,0,1707,134,134,0,0,0,0,58,10,0,0,633,51,20,7,0,10,18,6,13,32,14,,46942,,,,1276,602,633,560,525,17,18,0,0,560,0,0,0,0,0,0,0,0,,718,3.04,,,633,,1927,9,10,0,100,633,560,0,0,633,560,2011,2010,633,451,718,0,633,633,633,633,977,718,,633,633,718,,633,50,50,73,1568,1947,87200,0,-666666666,73,100300,,100300,73,73,14.5,342100,585800,265927000,,265927000,-666666666,,560,1907,110010111001
1328,1345,138,82500,,1058,703,355,1878,1774,,,1675,694300,1628,355,703,58,17,17,0,66,4,37,14,1244,99,239,2005,,,,,703,,,,19.6,,,,355,293,68,1058,355,284,,,,11,001,009201,1,,,,186,186,3073,28.7,1442,1271,92,360,1058,406,296,29,81,177,559,98,2610,1883,104,,,,1244,1058,1058,355,134,703,0,64,51,,224,372,50,5,,,,,,,,,17,,,464,60,,,,1748,1748,1614,,,,,,,42270,,,,,3073,29.6,27.7,36.4,29.6,1594,,,,,,,,,,,,,,,,,,,,,,,,,1614,50,168,164,101,217,115,382,32,179,,296,,,,,,1794,4,0,0,23,0,4,0,2799,222,147,46,20,0,26,11,0,0,0,1058,122,33,11,25,13,19,28,56,22,76,,45211,,,,2419,962,1058,355,33,270,7,18,0,355,4,0,0,0,0,0,0,0,,1244,2.35,,,1058,,2484,33,65,67,90,1058,355,2006,1962,1058,355,2013,2011,1058,446,1244,72,1058,1058,1058,1058,917,1244,,1058,1058,1244,,1058,678,678,703,1108,1971,1074400,75,134200,703,1161300,1161300,,703,703,26.7,507900,857300,262956100,,262956100,-666666666,,355,2430,110010092011
0,835,60,32179,,772,728,44,1039,747,,,1038,-666666666,855,44,728,40,39,0,19,82,28,93,85,907,116,30,1958,,,,,728,,,,23.1,,,,44,44,0,772,44,44,,,,11,001,009811,1,,,,135,135,2049,26.4,0,2049,0,10,772,399,42,101,256,500,45,0,1455,1039,292,,,,907,772,772,44,27,728,0,71,38,,0,0,41,48,,,,,,,,,19,,,547,259,,,,747,747,747,,,,,,,34885,,,,,2049,-666666666.0,26.4,-666666666.0,-666666666.0,0,,,,,,,,,,,,,,,,,,,,,,,,,747,0,38,13,21,34,0,295,28,0,,42,,,,,,1126,0,0,0,0,0,0,0,1826,396,396,0,0,0,0,171,0,0,0,772,120,49,35,65,49,131,99,33,12,20,,16858,,,,1418,576,772,44,0,44,0,0,0,44,0,0,0,0,0,0,0,0,,907,2.65,,,772,,2049,178,91,41,362,772,44,1958,1945,772,44,2011,2005,772,344,907,44,772,772,772,772,417,907,,772,772,907,,772,703,703,728,760,972,578500,79,53200,728,714200,,714200,728,728,38.8,255600,-666666666,,34830000,34830000,-666666666,,44,1657,110010098111
181,392,0,-666666666,,271,109,162,457,449,,,-666666666,618800,-666666666,162,109,0,0,0,0,23,9,0,5,271,20,135,1940,,,,,109,,,,18.3,,,,162,141,38,271,162,125,,,,11,001,002201,3,,,,0,0,744,42.8,181,460,0,80,271,155,90,48,17,155,132,10,676,457,8,,,,271,271,271,162,19,109,0,0,0,,0,0,0,12,,,,,,,,,0,,,78,93,,,,431,431,394,,,,,,,,,,,,744,43.0,44.1,-666666666.0,43.0,181,,,,,,,,,,,,,,,,,,,,,,,,,394,0,0,15,22,81,30,79,60,19,,90,,,,,,595,6,0,4,10,0,0,0,744,98,98,0,0,0,0,0,0,0,0,271,23,43,23,11,0,10,9,7,0,15,,48353,,,,600,333,271,162,0,151,0,11,0,162,0,0,0,0,0,10,0,0,,271,2.69,,,271,,729,43,17,0,44,271,162,1940,0,271,162,2005,2005,271,228,271,12,271,271,271,271,,271,,271,271,271,,271,109,109,109,240,1092,76900,0,-666666666,109,79600,,,109,109,34.5,472200,745300,,,92065000,-666666666,-666666666,162,2148,110010022013
356,380,18,101172,,395,222,173,650,630,,,1815,791700,1773,173,222,33,0,0,0,37,37,18,0,428,37,216,0,,,,,222,,,,17.7,,,,173,120,22,395,173,153,,,,11,001,002400,1,,,,33,33,901,35.4,405,429,15,122,395,184,99,38,47,102,219,14,843,667,20,,,,428,395,395,173,34,222,0,0,0,,0,55,20,0,,,,,,,,,0,,,25,10,,,,647,647,619,,,,,,,,,,,,901,33.1,40.6,-666666666.0,31.9,407,,,,,,,,,,,,,,,,,,,,,,,,,619,13,7,9,67,79,122,126,36,18,,99,,,,,,796,17,0,0,0,26,0,0,871,35,24,11,1,0,10,11,11,0,0,395,11,24,0,0,7,0,0,0,9,53,,51958,,,,745,299,395,173,10,145,10,8,0,173,0,0,0,0,0,0,0,0,,428,2.25,,,395,,889,25,12,0,63,395,173,0,0,395,173,2011,2006,395,187,428,8,395,395,395,395,354,428,,395,395,428,,395,222,222,222,1327,2638,429500,33,,222,446900,446900,446900,222,222,30.7,607000,981400,138155000,,138155000,-666666666,-666666666,173,1954,110010024001
