B03002_003E,B01001_002E,B01001_003E,B19013_001E,B17001_002E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B11009_001E,B16001_002E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B07001_050E,B25106_001E,B25106_003E,B25106_006E,B25072_001E,B25011_002E,B25011_003E,B18101_009E,B25092_001E,B25095_001E,B25119_001E,B25119_002E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,B08013_001E,B08014_001E,B25121_001E,state,county,tract,block group,B25121_002E,B07001_017E,B07001_033E,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B18101_003E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25105_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25106_002E,B25106_004E,B08006_001E,B08006_002E,B08006_003E,B08006_008E,B08012_001E,B07001_001E,B25085_001E,B16001_001E,B16001_003E,B09002_001E,B19058_002E,B08006_007E,B08006_009E,B08006_010E,B08007_001E,B08008_001E,B08134_001E,B08141_001E,B08122_001E,B08126_001E,B08128_001E,B08130_001E,B08132_001E,B08136_001E,B08137_001E,B08201_001E,B08202_001E,B08203_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B05002_013E,B05002_014E,B05002_015E,B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B08011_001E,B08105A_001E,B08105B_001E,B08105D_001E,B08141_002E,B08141_003E,B08141_004E,B08141_005E,B08141_006E,B08141_007E,B08202_002E,B08202_003E,B08202_004E,B08202_005E,B08202_006E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B09010_001E,B11004_002E,B11013_001E,B14006_001E,B14006_002E,B14006_003E,B14006_004E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19083_001E,B19301_001E,B23006_002E,B23006_003E,B23006_004E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25110_001E,B25002_001E,B25010_001E,B25011_001E,B25012_001E,B25015_001E,B25031_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25048_001E,B25049_001E,B25050_001E,B25051_001E,B25052_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25062_001E,B25063_001E,B25065_001E,B25066_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25079_001E,B25080_001E,B25082_001E,B25083_001E,B25086_001E,B25087_001E,B25088_001E,GEOID
683,364,21,75000,,256,38,218,262,262,,,-666666666,210700,-666666666,218,38,0,0,0,0,0,28,0,0,298,0,0,1965,,,,,38,,,,16.2,,,,218,143,28,256,218,207,,,,24,001,001200,3,,,,42,42,698,60.3,691,0,7,8,256,205,178,9,18,145,83,70,582,262,0,,,,298,256,256,218,16,38,0,0,0,,0,0,11,10,,,,,,,,,0,,,126,0,,,,262,262,253,,,,,,,,,,,,698,60.0,-666666666.0,-666666666.0,60.3,691,,,,,,,,,,,,,,,,,,,,,,,,,253,0,55,104,16,45,0,15,0,0,,178,,,,,,572,0,0,0,0,3,7,0,654,82,74,0,0,0,0,0,0,0,0,256,0,0,28,0,0,16,9,9,0,31,,42089,,,,293,178,256,218,218,0,0,0,0,218,0,0,0,0,0,0,0,0,,298,2.36,,,256,,603,22,40,138,77,256,218,1965,1966,256,218,2005,2003,256,159,298,0,256,256,256,256,,298,,256,256,298,,256,38,38,38,-666666666,-666666666,,0,-666666666,38,,,,38,38,-666666666.0,181000,249600,,52782000,52782000,-666666666,-666666666,218,941,240010012003
1375,702,65,51413,,536,155,381,638,549,,,660,96100,468,381,155,0,0,0,0,4,14,13,37,536,9,210,1962,,,,,155,,,,14.5,,,,381,217,23,536,381,316,,,,24,001,001900,2,,,,0,0,1414,41.0,1375,0,5,0,536,381,286,24,71,464,74,0,1083,641,89,,,,536,536,536,381,80,155,0,13,0,,16,23,15,35,,,,,,,,,0,,,296,143,,,,549,549,544,,,,,,,,,,,,1414,42.9,-666666666.0,28.8,42.9,1406,,,,,,,,,,,,,,,,,,,,,,,,,544,14,48,94,128,91,76,58,0,11,,286,,,,,,1009,0,0,0,0,0,0,3,1320,257,250,7,7,0,0,48,9,5,3,536,31,25,16,4,32,21,47,50,29,71,,23267,,,,823,414,536,381,345,13,9,0,0,381,0,0,3,0,7,14,2,22,,536,2.64,,,536,,1414,72,62,56,38,536,381,1962,1958,536,381,2006,1995,536,263,536,0,536,536,536,536,995,536,,536,536,536,,536,152,152,155,421,641,93200,0,-666666666,155,123400,123400,123400,155,155,20.0,70100,162300,,,80840000,-666666666,-666666666,381,643,240010019002
1390,702,32,59333,,540,31,509,684,654,,,-666666666,104200,-666666666,509,31,0,0,8,29,11,0,0,0,619,52,120,1975,,,,,31,,,,16.3,,,,509,305,48,540,509,380,,,,24,001,001900,1,,,,79,79,1390,41.5,1390,0,0,0,540,374,323,31,20,510,127,10,1152,684,30,,,,619,540,540,509,126,31,0,0,0,,0,44,60,60,,,,,,,,,37,,,209,53,,,,654,654,630,,,,,,,,,,,,1390,41.5,-666666666.0,-666666666.0,41.5,1390,,,,,,,,,,,,,,,,,,,,,,,,,630,32,110,129,140,142,0,36,0,0,,323,,,,,,989,0,0,0,7,0,0,0,1318,177,177,0,0,0,0,11,11,0,0,540,30,19,0,40,34,22,23,33,39,38,,27738,,,,850,431,540,509,476,14,0,0,0,509,10,0,0,9,19,0,0,0,,619,2.57,,,540,,1390,72,141,70,0,540,509,1974,1975,540,509,1998,1995,540,68,619,0,540,540,540,540,1136,619,,540,540,619,,540,22,22,31,-666666666,-666666666,,0,-666666666,31,,,,31,31,-666666666.0,80700,188300,72350000,,72350000,-666666666,,509,831,240010019001
975,490,4,38438,,522,155,367,488,437,,,704,82200,507,367,155,17,0,0,0,4,12,34,11,597,93,177,1953,,,,,155,,,,18.2,,,,367,185,36,522,367,339,,,,24,001,002100,2,,,,75,75,1012,46.8,999,0,2,24,522,294,249,17,28,446,71,0,899,491,51,,,,597,522,522,367,126,155,0,8,7,,0,3,53,38,,,,,,,,,0,,,131,54,,,,432,432,432,,,,,,,,,,,,1012,47.2,-666666666.0,-666666666.0,48.1,1007,,,,,,,,,,,,,,,,,,,,,,,,,432,15,27,30,24,17,25,44,74,15,,249,,,,,,800,6,3,0,0,18,0,16,983,107,105,0,0,0,0,52,31,12,0,522,31,52,39,16,61,41,36,38,55,68,,21443,,,,584,306,522,367,352,6,0,0,0,367,0,9,0,4,0,0,3,43,,597,1.94,,,522,,1012,12,34,85,102,522,367,1952,1949,522,367,2004,1998,522,212,597,0,522,522,522,522,969,597,,522,522,597,,522,139,139,155,413,664,74500,17,,155,99800,,99800,155,155,31.9,61300,127800,,,36518000,-666666666,-666666666,367,539,240010021002
2143,1056,65,56500,,822,218,604,943,821,,,554,75800,436,604,218,16,10,0,0,10,4,14,52,953,55,581,0,,,,,218,,,,14.3,,,,604,258,30,822,604,461,,,,24,001,002100,1,,,,131,131,2167,43.9,2148,0,13,8,822,594,438,64,92,673,131,0,1748,943,122,,,,953,822,822,604,126,218,5,25,3,,0,0,29,82,,,,,,,,,0,,,389,186,,,,807,807,804,,,,,,,,,,,,2167,43.6,-666666666.0,-666666666.0,43.7,2151,,,,,,,,,,,,,,,,,,,,,,,,,804,50,56,31,99,185,120,218,8,7,,438,,,,,,1553,6,0,0,37,14,15,2,2073,362,362,0,0,0,0,65,46,28,9,822,61,57,38,60,52,22,47,13,35,35,,24628,,,,1272,656,822,604,529,49,7,3,0,604,0,0,0,18,3,46,11,70,,953,2.56,,,822,,2102,35,45,37,89,822,604,0,0,822,604,2001,1996,822,412,953,15,822,822,822,822,1464,953,,822,822,953,,822,185,185,218,285,523,83300,26,16300,218,121700,,,218,218,28.2,50400,115900,64615600,,64615600,93800,-666666666,604,530,240010021001
65,2285,17,111667,,882,138,744,1704,1571,,,1934,306900,1701,744,138,0,0,26,19,0,0,0,14,971,14,0,1995,,,,,138,,,,23.5,,,,744,692,105,882,744,630,,,,24,033,800605,2,,,,89,89,3633,33.3,87,3291,19,139,882,604,432,65,107,638,378,0,3149,1704,133,,,,971,882,882,744,209,138,0,0,0,,0,0,118,711,,,,,,,,,45,,,446,63,,,,1546,1546,1468,,,,,,,,,,,,3633,50.2,33.2,-666666666.0,52.2,185,,,,,,,,,,,,,,,,,,,,,,,,,1468,23,22,78,69,221,0,205,37,109,,432,,,,,,2339,48,0,21,26,25,80,77,3517,448,429,8,8,0,0,0,0,0,0,882,0,7,14,0,0,0,5,0,8,90,,36248,,,,2995,1993,882,744,562,182,0,0,0,744,0,0,0,0,0,10,10,0,,971,2.97,,,882,,2616,12,47,31,38,882,744,1995,1995,882,744,2004,2002,882,631,971,0,882,882,882,882,2106,971,,882,882,971,,882,127,127,138,1207,1984,214900,0,-666666666,138,250100,250100,250100,138,138,23.3,227100,381900,,221181700,221181700,-666666666,,744,2064,240338006052
357,749,30,131944,,560,18,542,802,747,,,-666666666,453500,-666666666,542,18,0,0,113,0,0,0,8,26,683,0,9,1979,,,,,18,,,,21.0,,,,542,445,79,560,542,501,,,,24,033,801309,1,,,,123,123,1552,51.8,357,987,132,55,560,441,347,26,68,120,265,58,1380,819,55,,,,683,560,560,542,93,18,0,0,0,,0,20,48,170,,,,,,,,,113,,,184,54,,,,733,733,633,,,,,,,,,,,,1552,62.7,48.5,57.4,62.7,366,,,,,,,,,,,,,,,,,,,,,,,,,633,20,7,31,22,43,7,112,57,46,,347,,,,,,1223,14,2,0,0,0,0,0,1510,172,172,0,0,0,0,19,8,0,0,560,48,11,0,0,28,0,0,0,8,35,,49736,,,,873,387,560,542,525,17,0,0,0,542,8,0,0,0,0,0,0,0,,683,2.76,,,560,,1544,90,202,109,35,560,542,1978,1978,560,542,1998,1998,560,352,683,0,560,560,560,560,,683,,560,560,683,,560,8,8,18,-666666666,-666666666,,0,-666666666,18,,,,18,18,-666666666.0,372300,565600,,,240172000,-666666666,102752000,542,2833,240338013091
333,944,136,132083,,648,13,635,1180,1107,,,-666666666,336900,-666666666,635,13,0,0,0,0,0,0,0,0,648,0,18,1980,,,,,13,,,,17.0,,,,635,555,55,648,635,548,,,,24,033,801309,2,,,,0,0,1912,42.9,359,1400,71,26,648,452,390,22,40,198,394,7,1508,1188,73,,,,648,648,648,635,174,13,0,0,0,,0,25,50,49,,,,,,,,,0,,,354,22,,,,1088,1088,1034,,,,,,,,,,,,1912,58.4,40.7,44.5,59.4,381,,,,,,,,,,,,,,,,,,,,,,,,,1034,0,16,48,72,35,68,92,40,56,,390,,,,,,1349,0,0,0,0,0,0,28,1750,314,289,0,0,0,0,0,0,0,0,648,10,0,20,9,9,0,0,37,9,0,,58210,,,,1243,593,648,635,635,0,0,0,0,635,0,0,0,0,0,0,28,0,,648,2.95,,,648,,1912,210,181,115,0,648,635,1980,1981,648,635,2003,2003,648,211,648,0,648,648,648,648,,648,,648,648,648,,648,13,13,13,-666666666,-666666666,,0,-666666666,13,,,,13,13,-666666666.0,274500,411200,227917500,227917500,227917500,-666666666,-666666666,635,1994,240338013092
115,971,21,58243,,854,553,301,1327,1232,,,1346,220200,1214,301,553,34,0,0,0,65,0,51,42,907,32,0,1971,,,,,553,,,,30.7,,,,301,267,66,854,301,280,,,,24,033,801405,1,,,,53,53,2161,37.0,147,1162,234,650,854,565,308,91,166,621,248,0,1810,1336,95,,,,907,854,854,301,75,553,0,56,0,,0,0,14,99,,,,,,,,,0,,,346,146,,,,1233,1233,1225,,,,,,,,,,,,2161,43.6,39.0,56.0,51.0,147,,,,,,,,,,,,,,,,,,,,,,,,,1225,9,87,117,85,290,78,210,10,134,,308,,,,,,1558,0,36,45,0,0,0,29,1962,179,70,109,27,48,34,39,18,18,18,854,64,22,61,37,48,10,41,63,0,107,,27415,,,,1577,825,854,301,293,8,0,0,0,301,0,0,0,0,0,0,0,0,,907,2.53,,,854,,2161,80,289,165,228,854,301,1971,1957,854,301,2011,2008,854,417,907,0,854,854,854,854,1399,907,,854,854,907,,854,553,553,553,953,1415,617900,34,,553,689000,,689000,553,553,28.4,170300,258600,64111000,,64111000,-666666666,-666666666,301,1531,240338014051
172,933,12,89181,,632,99,533,1058,1039,,,1553,217200,1358,533,99,0,0,0,0,9,9,20,3,652,58,0,1957,,,,,99,,,,20.3,,,,533,451,105,632,533,371,,,,24,033,801405,2,,,,20,20,1870,45.7,530,757,260,673,632,476,346,50,80,400,196,22,1491,1065,19,,,,652,632,632,533,119,99,0,12,0,,0,0,0,83,,,,,,,,,0,,,352,3,,,,1019,1019,1012,,,,,,,33035,,,,,1870,36.4,54.3,53.5,58.6,622,,,,,,,,,,,,,,,,,,,,,,,,,1012,0,0,153,75,144,15,238,71,37,,346,,,,,,1366,1,72,0,14,57,37,0,1824,362,184,141,123,18,0,12,12,12,0,632,12,0,8,11,48,9,7,10,38,42,,35825,,,,1155,585,632,533,533,0,0,0,0,533,9,0,7,0,0,0,0,0,,652,2.95,,,632,,1864,0,0,131,380,632,533,1957,1957,632,533,1999,1997,632,543,652,8,632,632,632,632,1343,652,,632,632,652,,632,99,99,99,1219,1477,132100,0,-666666666,99,161300,161300,161300,99,99,30.3,178200,277800,,150640500,150640500,-666666666,-666666666,533,1598,240338014052
33,1068,119,75938,,1103,712,391,1439,1374,,,1583,153200,1448,391,712,96,0,0,0,45,24,109,6,1220,0,14,1985,,,,,712,,,,21.6,,,,391,340,62,1103,391,341,,,,24,033,801406,2,,,,117,117,2270,36.8,124,2074,19,91,1103,428,165,43,220,508,161,0,1913,1439,65,,,,1220,1103,1103,391,210,712,0,9,0,,0,7,116,381,,,,,,,,,0,,,281,81,,,,1354,1354,1324,,,,,,,,,,,,2270,26.2,36.6,71.3,58.7,163,,,,,,,,,,,,,,,,,,,,,,,,,1324,40,28,40,191,300,66,169,22,38,,165,,,,,,1603,7,0,0,0,0,21,8,2146,256,200,56,56,0,0,41,0,0,0,1103,25,19,67,28,29,21,8,45,42,116,,42703,,,,1541,694,1103,391,13,313,0,0,39,391,0,0,0,0,0,0,0,0,,1220,2.06,,,1103,,2270,194,387,70,51,1103,391,1983,1979,1103,391,2012,2002,1103,441,1220,0,1103,1103,1103,1103,1492,1220,,1103,1103,1220,,1103,712,712,712,1266,1708,1017700,96,142700,712,1126100,,1126100,712,712,26.3,124900,217400,67716200,,67716200,-666666666,-666666666,391,1440,240338014062
23,207,52,-666666666,,63,34,29,179,161,,,-666666666,-666666666,-666666666,29,34,0,0,0,0,0,0,0,0,63,0,11,1981,,,,,34,,,,11.8,,,,29,29,0,63,29,0,,,,24,033,802002,1,,,,0,0,450,20.4,60,188,0,239,63,63,52,11,0,85,9,0,275,179,18,,,,63,63,63,29,0,34,0,0,0,,0,0,10,0,,,,,,,,,0,,,95,7,,,,161,161,161,,,,,,,,,,,,450,5.2,-666666666.0,-666666666.0,-666666666.0,60,,,,,,,,,,,,,,,,,,,,,,,,,161,0,0,19,25,10,7,0,7,0,,52,,,,,,214,0,0,0,12,0,0,0,345,100,37,63,50,13,0,0,0,0,0,63,0,0,0,0,0,0,0,0,10,0,,18314,,,,275,142,63,29,19,10,0,0,0,29,12,0,0,0,0,0,0,0,,63,7.14,,,63,,450,23,0,19,0,63,29,1981,1968,63,29,2013,2013,63,44,63,0,63,63,63,63,,63,,63,63,63,,63,34,34,34,-666666666,-666666666,,0,-666666666,34,,,,34,34,-666666666.0,9999,263800,,,4121300,-666666666,-666666666,29,-666666666,240338020021
16,657,63,90650,,600,117,483,926,834,,,1742,222700,1664,483,117,0,0,23,0,0,0,0,5,623,8,16,1993,,,,,117,,,,19.8,,,,483,435,8,600,483,345,,,,24,033,802002,3,,,,23,23,1653,32.8,36,1578,0,20,600,430,189,0,241,338,171,0,1216,926,92,,,,623,600,600,483,138,117,0,0,0,,0,0,0,432,,,,,,,,,23,,,368,58,,,,825,825,825,,,,,,,,,,,,1653,49.8,31.9,-666666666.0,-666666666.0,56,,,,,,,,,,,,,,,,,,,,,,,,,825,0,17,49,110,37,80,160,15,101,,189,,,,,,982,0,0,0,0,0,0,0,1532,361,346,15,15,0,0,19,0,0,0,600,0,0,0,28,28,0,9,0,69,51,,33199,,,,1110,378,600,483,97,386,0,0,0,483,7,5,0,0,0,0,0,0,,623,2.76,,,600,,1653,114,0,11,42,600,483,1993,1992,600,483,2004,2003,600,207,623,0,600,600,600,600,1009,623,,600,600,623,,600,117,117,117,1491,1832,187200,0,-666666666,117,219600,219600,219600,117,117,29.7,169400,274200,116872800,116872800,116872800,-666666666,,483,1521,240338020023
24,705,71,54461,,568,568,0,1014,946,,,1331,-666666666,1189,0,568,16,0,0,0,59,27,96,28,584,0,5,1968,,,,,568,,,,-666666666.0,,,,0,0,0,568,0,0,,,,24,033,802406,2,,,,16,16,1509,33.9,24,1427,0,36,568,309,133,23,153,356,138,0,1273,1014,68,,,,584,568,568,0,0,568,0,25,5,,0,18,0,7,,,,,,,,,0,,,230,86,,,,872,872,867,,,,,,,,,,,,1509,25.9,36.1,-666666666.0,25.9,46,,,,,,,,,,,,,,,,,,,,,,,,,867,0,41,71,98,119,55,160,20,31,,133,,,,,,1066,0,0,11,0,0,0,48,1438,254,235,11,11,0,0,18,18,18,18,568,30,5,5,18,10,47,70,28,13,92,,29338,,,,1151,457,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,584,2.66,,,568,,1509,88,114,263,89,568,0,1967,-666666666,568,0,2014,-666666666,568,309,584,7,568,568,568,568,636,584,,568,568,584,,568,568,568,568,1093,1326,688900,16,,568,745300,,,568,568,28.7,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,0,-666666666,240338024062
28,430,19,70536,,303,73,230,515,473,,,1212,250500,1212,230,73,67,0,0,0,17,23,9,0,387,47,52,1956,,,,,73,,,,18.6,,,,230,158,15,303,230,186,,,,24,033,802406,1,,,,84,84,873,40.9,43,771,16,59,303,208,61,50,97,243,95,0,728,515,42,,,,387,303,303,230,59,73,9,8,0,,0,0,0,34,,,,,,,,,0,,,108,59,,,,473,473,473,,,,,,,,,,,,873,66.6,35.7,-666666666.0,54.4,48,,,,,,,,,,,,,,,,,,,,,,,,,473,8,4,14,72,60,61,77,0,9,,61,,,,,,640,3,0,0,0,3,0,0,854,126,126,0,0,0,0,37,0,0,0,303,28,0,0,21,3,0,46,8,27,12,,28903,,,,530,267,303,230,218,12,0,0,0,230,0,0,0,0,0,0,0,0,,387,2.88,,,303,,873,23,36,32,163,303,230,1955,1953,303,230,2005,2001,303,226,387,0,303,303,303,303,605,387,,303,303,387,,303,57,57,73,-666666666,1358,61300,67,66400,73,79300,,79300,73,73,37.5,181600,281100,,,53111000,-666666666,-666666666,230,1194,240338024061
55,667,35,53920,,323,46,277,565,510,,,-666666666,276600,-666666666,277,46,0,0,0,0,0,0,0,0,367,75,18,1958,,,,,46,,,,23.4,,,,277,202,36,323,277,221,,,,24,033,803606,1,,,,44,44,1066,52.5,209,754,0,526,323,245,154,8,83,244,121,8,937,565,55,,,,367,323,323,277,78,46,0,0,14,,14,0,35,0,,,,,,,,,0,,,120,26,,,,494,494,494,,,,,,,,,,,,1066,43.3,53.8,-666666666.0,83.4,209,,,,,,,,,,,,,,,,,,,,,,,,,494,11,34,28,59,109,8,90,8,12,,154,,,,,,816,1,83,0,0,8,0,18,1031,94,15,79,19,60,0,50,0,0,0,323,56,26,7,8,8,8,8,28,0,33,,22587,,,,715,423,323,277,277,0,0,0,0,277,0,0,0,8,0,0,0,0,,367,3.30,,,323,,1065,0,40,73,112,323,277,1958,1956,323,277,2004,2003,323,193,367,0,323,323,323,323,,367,,323,323,367,,323,46,46,46,-666666666,-666666666,,0,-666666666,46,,,,46,46,-666666666.0,230800,358200,,86037000,86037000,-666666666,-666666666,277,1853,240338036061
186,818,120,70703,,396,65,331,689,625,,,1914,293700,1725,331,65,0,0,0,0,32,0,0,12,396,0,59,1968,,,,,65,,,,24.3,,,,331,242,44,396,331,146,,,,24,033,803606,2,,,,0,0,1552,38.3,199,976,154,371,396,328,245,26,57,319,209,27,1080,689,64,,,,396,396,396,331,51,65,0,0,0,,0,0,0,8,,,,,,,,,0,,,485,18,,,,616,616,616,,,,,,,,,,,,1552,62.0,36.9,48.6,62.5,287,,,,,,,,,,,,,,,,,,,,,,,,,616,0,73,7,89,86,56,84,15,14,,245,,,,,,931,0,0,32,0,0,0,0,1421,405,235,170,141,0,29,6,6,0,0,396,0,0,6,0,0,27,44,0,6,72,,24990,,,,867,432,396,331,331,0,0,0,0,331,12,0,0,0,0,0,10,0,,396,3.82,,,396,,1514,48,117,113,51,396,331,1968,1970,396,331,2005,2004,396,328,396,0,396,396,396,396,840,396,,396,396,396,,396,65,65,65,1587,1862,111100,0,-666666666,65,131700,131700,131700,65,65,31.8,229500,350200,,90564200,90564200,-666666666,-666666666,331,1777,240338036062
65,579,77,60313,,313,168,145,709,694,,,1330,253600,1148,145,168,12,0,0,0,15,15,30,11,341,45,12,1963,,,,,168,,,,29.5,,,,145,116,17,313,145,99,,,,24,033,803900,1,,,,28,28,1091,32.3,172,153,7,866,313,196,120,41,35,213,77,0,870,709,15,,,,341,313,313,145,44,168,0,17,0,,5,0,0,36,,,,,,,,,0,,,183,45,,,,653,653,649,,,,,,,,,,,,1091,35.5,32.5,-666666666.0,33.7,172,,,,,,,,,,,,,,,,,,,,,,,,,649,0,41,82,54,64,6,122,29,86,,120,,,,,,719,17,45,66,15,35,6,0,995,154,18,136,102,0,26,8,0,0,0,313,22,4,0,28,0,41,11,4,15,31,,22546,,,,828,449,313,145,140,5,0,0,0,145,0,0,0,0,0,0,0,0,,341,3.47,,,313,,1086,14,6,148,75,313,145,1962,1956,313,145,2011,2006,313,229,341,9,313,313,313,313,614,341,,313,313,341,,313,168,168,168,1010,1345,205900,12,,168,234800,234800,234800,168,168,37.0,212800,291400,,,35888000,-666666666,-666666666,145,1762,240338039001
495,301,10,117303,,213,22,191,299,271,,,-666666666,320400,-666666666,191,22,0,0,0,0,0,0,0,8,213,10,60,1960,,,,,22,,,,19.1,,,,191,98,48,213,191,144,,,,24,003,750400,3,,,,0,0,545,49.4,495,50,0,0,213,152,81,32,39,118,147,0,476,299,28,,,,213,213,213,191,50,22,0,0,0,,0,0,0,23,,,,,,,,,0,,,69,30,,,,271,271,271,,,,,,,,,,,,545,49.5,-666666666.0,-666666666.0,49.5,495,,,,,,,,,,,,,,,,,,,,,,,,,271,0,21,28,41,28,44,35,0,0,,81,,,,,,445,0,0,0,0,0,0,28,535,59,59,0,0,0,0,0,0,0,0,213,9,0,0,31,0,0,13,0,0,8,,44890,,,,361,240,213,191,191,0,0,0,0,191,10,0,0,0,0,0,0,0,,213,2.56,,,213,,545,60,0,22,38,213,191,1960,1957,213,191,1993,1991,213,146,213,0,213,213,213,213,,213,,213,213,213,,213,22,22,22,-666666666,-666666666,,0,-666666666,22,,,,22,22,-666666666.0,249600,379300,56701000,56701000,56701000,-666666666,-666666666,191,-666666666,240037504003
1146,560,18,89900,,508,19,489,572,550,,,-666666666,314000,-666666666,489,19,0,0,41,0,0,0,0,0,562,30,8,1959,,,,,19,,,,18.0,,,,489,288,67,508,489,416,,,,24,003,750400,1,,,,54,54,1245,55.0,1158,0,75,12,508,402,251,26,125,270,181,10,1052,572,22,,,,562,508,508,489,83,19,0,0,0,,0,0,21,0,,,,,,,,,41,,,171,13,,,,538,538,514,,,,,,,,,,,,1245,55.6,-666666666.0,14.5,55.8,1158,,,,,,,,,,,,,,,,,,,,,,,,,514,0,67,20,121,108,34,75,0,27,,251,,,,,,962,0,0,0,0,0,0,19,1201,149,124,0,0,0,0,19,0,0,0,508,19,0,11,15,0,0,26,23,11,45,,40696,,,,618,358,508,489,489,0,0,0,0,489,0,0,0,0,0,0,0,0,,562,2.45,,,508,,1245,31,0,196,276,508,489,1958,1958,508,489,1989,1989,508,445,562,0,508,508,508,508,,562,,508,508,562,,508,19,19,19,-666666666,-666666666,,0,-666666666,19,,,,19,19,-666666666.0,266900,411800,159296000,159296000,159296000,-666666666,,489,1051,240037504001
1480,718,52,113147,,639,81,558,995,962,,,1184,359200,1184,558,81,0,0,0,0,11,0,0,0,652,42,140,1961,,,,,81,,,,18.7,,,,558,444,91,639,558,503,,,,24,003,750400,2,,,,13,13,1776,41.3,1493,20,108,21,639,493,368,11,114,251,353,21,1474,1003,33,,,,652,639,639,558,105,81,0,0,0,,0,19,10,0,,,,,,,,,0,,,351,5,,,,891,891,847,,,,,,,,,,,,1776,45.3,11.2,30.4,45.1,1493,,,,,,,,,,,,,,,,,,,,,,,,,847,0,95,189,116,113,63,103,19,28,,368,,,,,,1354,0,0,0,0,15,9,0,1694,283,283,0,0,0,0,12,12,12,0,639,0,0,0,2,33,22,11,13,9,54,,44554,,,,1174,440,639,558,558,0,0,0,0,558,0,0,0,12,0,0,0,0,,652,2.77,,,639,,1771,149,90,62,140,639,558,1962,1959,639,558,2001,1998,639,267,652,20,639,639,639,639,1198,652,,639,639,652,,639,72,72,81,1051,1591,92100,0,-666666666,81,96200,,96200,81,81,17.9,311700,415600,189882100,189882100,189882100,-666666666,-666666666,558,1852,240037504002
2279,1142,64,199375,,746,41,705,1204,1074,,,2771,629800,2771,705,41,0,0,0,0,0,0,27,0,746,11,12,1990,,,,,41,,,,21.4,,,,705,581,243,746,705,625,,,,24,003,701300,2,,,,0,0,2327,42.1,2291,21,15,12,746,576,545,0,31,238,596,44,1698,1215,130,,,,746,746,746,705,117,41,0,0,0,,0,35,177,159,,,,,,,,,0,,,681,14,,,,1068,1068,1004,,,,,,,,,,,,2327,40.5,-666666666.0,-666666666.0,40.3,2291,,,,,,,,,,,,,,,,,,,,,,,,,1004,0,28,28,162,158,8,103,86,67,,545,,,,,,1514,3,0,0,0,0,7,14,2136,520,520,0,0,0,0,15,0,0,0,746,18,29,0,19,0,27,0,0,0,40,,75836,,,,1452,694,746,705,705,0,0,0,0,705,0,0,0,0,0,0,0,0,,746,3.07,,,746,,2291,157,118,77,0,746,705,1990,1989,746,705,2008,2007,746,44,746,0,746,746,746,746,,746,,746,746,746,,746,41,41,41,-666666666,3501,107100,0,-666666666,41,122100,122100,122100,41,41,47.6,475000,833500,448225000,448225000,448225000,-666666666,-666666666,705,3292,240037013002
