B03002_003E,B01001_002E,B01001_003E,B19013_001E,B17001_002E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B11009_001E,B16001_002E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B07001_050E,B25106_001E,B25106_003E,B25106_006E,B25072_001E,B25011_002E,B25011_003E,B18101_009E,B25092_001E,B25095_001E,B25119_001E,B25119_002E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,B08013_001E,B08014_001E,B25121_001E,state,county,tract,block group,B25121_002E,B07001_017E,B07001_033E,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B18101_003E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25105_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25106_002E,B25106_004E,B08006_001E,B08006_002E,B08006_003E,B08006_008E,B08012_001E,B07001_001E,B25085_001E,B16001_001E,B16001_003E,B09002_001E,B19058_002E,B08006_007E,B08006_009E,B08006_010E,B08007_001E,B08008_001E,B08134_001E,B08141_001E,B08122_001E,B08126_001E,B08128_001E,B08130_001E,B08132_001E,B08136_001E,B08137_001E,B08201_001E,B08202_001E,B08203_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B05002_013E,B05002_014E,B05002_015E,B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B08011_001E,B08105A_001E,B08105B_001E,B08105D_001E,B08141_002E,B08141_003E,B08141_004E,B08141_005E,B08141_006E,B08141_007E,B08202_002E,B08202_003E,B08202_004E,B08202_005E,B08202_006E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B09010_001E,B11004_002E,B11013_001E,B14006_001E,B14006_002E,B14006_003E,B14006_004E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19083_001E,B19301_001E,B23006_002E,B23006_003E,B23006_004E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25110_001E,B25002_001E,B25010_001E,B25011_001E,B25012_001E,B25015_001E,B25031_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25048_001E,B25049_001E,B25050_001E,B25051_001E,B25052_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25062_001E,B25063_001E,B25065_001E,B25066_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25079_001E,B25080_001E,B25082_001E,B25083_001E,B25086_001E,B25087_001E,B25088_001E,GEOID
1065,604,13,153977,,409,23,386,672,661,,,-666666666,578900,-666666666,386,23,0,0,0,0,0,0,0,0,409,12,0,1968,,,,,23,,,,18.5,,,,386,284,86,409,386,357,,,,24,031,701312,4,,,,0,0,1131,48.8,1131,0,0,66,409,333,309,0,24,40,295,62,981,683,11,,,,409,409,409,386,53,23,0,0,0,,0,0,0,15,,,,,,,,,0,,,164,0,,,,657,657,645,,,,,,,,,,,,1131,48.8,-666666666.0,-666666666.0,44.7,1131,,,,,,,,,,,,,,,,,,,,,,,,,645,15,14,29,32,120,55,178,25,52,,309,,,,,,820,0,0,0,0,0,0,0,1118,151,151,0,0,0,0,0,0,0,0,409,0,13,0,12,0,0,15,0,0,14,,71158,,,,671,340,409,386,358,13,0,0,15,386,0,0,0,0,0,0,0,0,,409,2.77,,,409,,1131,112,39,158,73,409,386,1968,1967,409,386,2002,2001,409,336,409,0,409,409,409,409,,409,,409,409,409,,409,23,23,23,-666666666,-666666666,,0,-666666666,23,,,,23,23,-666666666.0,468000,677800,197090000,,197090000,-666666666,-666666666,386,2214,240317013124
1175,771,0,181250,,392,0,392,966,939,,,-666666666,573400,-666666666,392,0,0,0,0,0,0,0,0,40,392,0,40,1985,,,,,0,,,,14.1,,,,392,328,83,392,392,263,,,,24,031,701312,1,,,,0,0,1581,41.6,1243,56,173,68,392,377,377,0,0,120,401,40,1288,966,27,,,,392,392,392,392,15,0,0,0,0,,0,0,51,124,,,,,,,,,0,,,297,53,,,,939,939,852,,,,,,,,,,,,1581,24.5,-666666666.0,53.3,24.5,1311,,,,,,,,,,,,,,,,,,,,,,,,,852,15,200,72,21,161,43,99,26,68,,377,,,,,,863,0,0,0,0,0,41,15,1581,362,272,59,59,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,,58724,,,,1202,597,392,392,361,31,0,0,0,392,0,0,0,0,0,0,0,0,,392,4.03,,,392,,1581,41,136,0,0,392,392,1985,1985,392,392,2007,2007,392,222,392,0,392,392,392,392,1014,392,,392,392,392,,392,0,0,0,-666666666,-666666666,-666666666,0,-666666666,0,-666666666,-666666666,-666666666,0,0,-666666666.0,454200,668000,213455000,,213455000,-666666666,-666666666,392,2446,240317013121
1217,1238,75,118393,,742,60,682,1312,1312,,,1017,369900,1017,682,60,0,0,0,0,0,0,0,0,742,0,0,1985,,,,,60,,,,19.3,,,,682,591,46,742,682,401,,,,24,031,701312,3,,,,0,0,2356,36.5,1284,322,274,300,742,550,444,20,86,144,577,105,1747,1312,0,,,,742,742,742,682,139,60,0,15,0,,0,0,0,59,,,,,,,,,0,,,527,43,,,,1272,1272,1199,,,,,,,,,,,,2356,38.2,36.6,35.7,38.4,1429,,,,,,,,,,,,,,,,,,,,,,,,,1199,11,133,29,48,158,83,304,73,33,,444,,,,,,1570,13,8,0,0,0,0,0,2158,439,395,16,16,0,0,0,0,0,0,742,30,13,0,0,0,35,0,0,9,61,,38469,,,,1524,835,742,682,236,335,0,0,96,682,27,0,0,0,0,0,0,0,,742,3.18,,,742,,2356,570,27,62,24,742,682,1985,1984,742,682,2003,2002,742,146,742,0,742,742,742,742,,742,,742,742,742,,742,60,60,60,726,1531,64800,0,-666666666,60,79300,,,60,60,23.3,273800,502200,250077100,250077100,250077100,-666666666,-666666666,682,2115,240317013123
485,642,8,109150,,467,20,447,618,605,,,-666666666,478100,-666666666,447,20,0,0,0,0,0,0,0,0,480,0,38,1983,,,,,20,,,,24.6,,,,447,307,36,467,447,424,,,,24,031,701415,3,,,,13,13,1165,54.3,685,268,152,200,467,362,291,25,46,144,222,63,1059,618,13,,,,480,467,467,447,105,20,0,0,0,,0,0,9,51,,,,,,,,,0,,,158,0,,,,605,605,555,,,,,,,,,,,,1165,54.4,50.9,71.2,59.1,745,,,,,,,,,,,,,,,,,,,,,,,,,555,0,33,32,0,64,34,40,60,40,,291,,,,,,894,0,0,0,0,0,31,0,1134,145,119,26,26,0,0,0,0,0,0,467,0,0,0,14,0,0,16,0,42,43,,61184,,,,713,411,467,447,357,90,0,0,0,447,0,0,0,0,0,0,0,0,,480,2.47,,,467,,1152,244,13,13,112,467,447,1983,1983,467,447,1997,1996,467,186,480,0,467,467,467,467,,480,,467,467,480,,467,20,20,20,-666666666,-666666666,,0,-666666666,20,,,,20,20,-666666666.0,412700,615300,,217271000,217271000,-666666666,-666666666,447,2489,240317014153
572,564,0,100781,,350,0,350,720,601,,,-666666666,393800,-666666666,350,0,0,59,64,0,0,0,0,0,473,18,0,1969,,,,,0,,,,32.7,,,,350,217,17,350,350,284,,,,24,031,701415,1,,,,123,123,1039,50.0,662,112,120,219,350,216,192,24,0,128,244,76,941,720,119,,,,473,350,350,350,100,0,0,0,0,,0,0,0,0,,,,,,,,,64,,,72,0,,,,601,601,601,,,,,,,,,,,,1039,52.2,43.0,57.4,58.1,678,,,,,,,,,,,,,,,,,,,,,,,,,601,0,0,33,61,33,112,93,0,71,,192,,,,,,763,0,0,0,0,32,0,0,1039,98,62,36,36,0,0,0,0,0,0,350,21,20,22,16,0,17,0,0,0,0,,44507,,,,709,346,350,350,350,0,0,0,0,350,0,0,0,0,0,0,0,0,,473,2.97,,,350,,1039,71,133,251,0,350,350,1968,1968,350,350,2000,2000,350,215,473,0,350,350,350,350,991,473,,350,350,473,,350,0,0,0,-666666666,-666666666,-666666666,59,,0,-666666666,-666666666,-666666666,0,0,-666666666.0,333400,496900,146096000,146096000,146096000,-666666666,,350,987,240317014151
233,705,0,106438,,441,23,418,753,719,,,-666666666,416200,-666666666,418,23,0,0,0,0,0,0,0,0,441,29,0,1969,,,,,23,,,,23.3,,,,418,306,50,441,418,327,,,,24,031,701415,2,,,,0,0,1375,45.7,307,493,433,133,441,352,261,29,62,144,356,20,1160,753,34,,,,441,441,441,418,80,23,0,0,0,,0,0,14,39,,,,,,,,,0,,,266,0,,,,708,708,669,,,,,,,,,,,,1375,48.5,45.4,56.4,50.4,325,,,,,,,,,,,,,,,,,,,,,,,,,669,0,0,50,44,46,26,177,32,45,,261,,,,,,1034,4,16,0,1,0,0,0,1362,272,165,26,26,0,0,0,0,0,0,441,0,0,42,0,0,0,0,0,15,36,,35272,,,,921,462,441,418,374,44,0,0,0,418,23,0,0,0,0,0,0,0,,441,3.10,,,441,,1367,55,96,208,0,441,418,1969,1969,441,418,2000,1997,441,297,441,0,441,441,441,441,,441,,441,441,441,,441,23,23,23,-666666666,-666666666,,0,-666666666,23,,,,23,23,-666666666.0,350300,486800,,,173964500,-666666666,-666666666,418,1846,240317014152
198,719,57,60000,,726,638,88,1054,942,,,1637,197900,1476,88,638,0,12,0,0,38,11,14,0,738,0,0,1990,,,,,638,,,,23.9,,,,88,88,7,726,88,40,,,,24,031,701417,2,,,,12,12,1578,28.2,219,1210,56,292,726,390,187,115,88,204,347,16,1195,1054,112,,,,738,726,726,88,0,638,0,80,0,,0,0,99,282,,,,,,,,,0,,,383,159,,,,942,942,918,,,,,,,32970,,,,,1578,27.6,30.4,30.6,27.7,219,,,,,,,,,,,,,,,,,,,,,,,,,918,0,7,100,69,138,71,207,27,50,,187,,,,,,970,0,0,0,0,0,0,0,1487,292,217,59,59,0,0,13,0,0,0,726,80,0,45,38,23,51,20,32,31,43,,29003,,,,1130,526,726,88,0,88,0,0,0,88,0,0,0,0,0,0,0,0,,738,2.17,,,726,,1578,211,71,64,11,726,88,1991,2001,726,88,2012,-666666666,726,52,738,0,726,726,726,726,987,738,,726,726,738,,726,638,638,638,1285,1744,918200,12,,638,1061400,,1061400,638,638,32.9,186500,289100,21250000,21250000,21250000,-666666666,-666666666,88,1419,240317014172
249,879,0,51679,,459,420,39,987,912,,,1176,-666666666,1159,39,420,48,0,0,0,24,0,142,15,529,63,111,1959,,,,,420,,,,-666666666.0,,,,39,22,22,459,39,39,,,,24,031,701900,1,,,,70,70,1584,28.9,296,208,41,1075,459,215,131,76,8,122,122,0,1264,987,75,,,,529,459,459,39,7,420,0,14,0,,0,0,0,10,,,,,,,,,0,,,313,47,,,,912,912,912,,,,,,,,,,,,1584,28.8,32.9,18.9,28.7,296,,,,,,,,,,,,,,,,,,,,,,,,,912,0,69,39,0,121,8,199,46,117,,131,,,,,,905,7,148,73,29,0,70,43,1411,227,36,178,123,0,55,85,77,77,0,459,14,0,0,11,50,131,0,0,0,87,,18720,,,,1223,835,459,39,39,0,0,0,0,39,0,0,0,0,0,0,0,0,,529,3.45,,,459,,1584,39,39,171,96,459,39,1960,1968,459,39,2013,2004,459,363,529,7,459,459,459,459,418,529,,459,459,529,,459,410,410,420,1059,1307,498500,48,,420,525800,,525800,420,420,40.1,-666666666,442600,,11725000,,-666666666,-666666666,39,1292,240317019001
940,546,52,136314,,338,86,252,632,617,,,1759,430300,1679,252,86,0,0,0,0,14,0,0,0,338,76,14,1957,,,,,86,,,,17.9,,,,252,157,46,338,252,190,,,,24,003,731203,1,,,,0,0,985,33.4,940,45,0,0,338,231,219,12,0,81,191,0,762,632,15,,,,338,338,338,252,51,86,0,0,0,,0,0,34,41,,,,,,,,,0,,,255,0,,,,617,617,578,,,,,,,,,,,,985,33.0,47.5,-666666666.0,33.0,940,,,,,,,,,,,,,,,,,,,,,,,,,578,0,0,0,33,191,85,81,31,0,,219,,,,,,608,0,0,0,0,0,1,0,917,203,203,0,0,0,0,0,0,0,0,338,0,0,0,0,14,39,0,0,0,16,,49702,,,,706,366,338,252,252,0,0,0,0,252,0,0,0,0,0,0,0,0,,338,2.89,,,338,,976,47,0,16,110,338,252,1957,1957,338,252,2008,2004,338,198,338,0,338,338,338,338,673,338,,338,338,338,,338,86,86,86,1384,1935,139900,0,-666666666,86,157700,157700,157700,86,86,15.3,237300,597100,,98775000,98775000,-666666666,-666666666,252,2537,240037312031
1998,976,81,89866,,691,59,632,887,887,,,1426,362200,1306,632,59,0,0,52,0,0,16,0,0,814,47,61,1969,,,,,59,,,,19.5,,,,632,404,219,691,632,467,,,,24,003,731203,2,,,,123,123,2068,38.0,2025,0,0,27,691,495,415,0,80,411,264,52,1425,887,0,,,,814,691,691,632,167,59,0,0,0,,0,0,52,22,,,,,,,,,52,,,641,17,,,,887,887,814,,,,,,,,,,,,2068,38.0,-666666666.0,-666666666.0,38.1,2068,,,,,,,,,,,,,,,,,,,,,,,,,814,0,23,104,29,164,107,161,72,24,,415,,,,,,1274,0,0,0,0,0,0,0,1957,632,614,18,0,18,0,0,0,0,0,691,0,0,0,43,35,0,0,84,35,46,,34598,,,,1070,469,691,632,632,0,0,0,0,632,0,0,0,0,0,0,0,0,,814,2.99,,,691,,2068,133,169,236,94,691,632,1972,1973,691,632,1997,1995,691,138,814,16,691,691,691,691,1531,814,,691,691,814,,691,45,45,59,1176,1403,57300,0,-666666666,59,65200,,65200,59,59,22.5,310200,455100,,241105000,241105000,-666666666,,632,2004,240037312032
1201,1648,168,108021,,1506,554,952,2372,2203,,,1830,266300,1710,952,554,0,0,74,0,46,25,20,0,1580,15,0,1997,,,,,554,,,,20.0,,,,952,814,254,1506,952,819,,,,24,003,740500,3,,,,74,74,3440,36.5,1252,1771,163,269,1506,816,439,88,289,250,738,0,2870,2372,169,,,,1580,1506,1506,952,473,554,0,0,0,,0,0,464,974,,,,,,,,,74,,,630,70,,,,2203,2203,2058,,,,,,,,,,,,3440,50.7,35.1,37.0,50.8,1312,,,,,,,,,,,,,,,,,,,,,,,,,2058,0,146,168,127,276,73,458,35,32,,439,,,,,,2289,0,0,0,0,0,0,0,3221,466,345,40,40,0,0,15,0,0,0,1506,45,0,0,32,92,20,27,102,0,92,,53284,,,,2642,1094,1506,952,164,604,0,0,56,952,0,0,0,0,0,0,0,0,,1580,2.28,,,1506,,3440,86,41,0,0,1506,952,1997,1997,1506,952,2008,2003,1506,931,1580,0,1506,1506,1506,1506,2648,1580,,1506,1506,1580,,1506,554,554,554,1504,1916,943800,0,-666666666,554,1048600,,1048600,554,554,25.6,224300,333400,,247652000,247652000,-666666666,,952,1810,240037405003
357,609,0,105234,,729,183,546,1113,1064,,,2290,330900,2193,546,183,0,0,0,0,98,0,0,0,729,0,28,1995,,,,,183,,,,23.1,,,,546,511,28,729,546,536,,,,24,003,740500,2,,,,0,0,1494,43.6,357,1109,28,0,729,289,187,0,102,191,471,62,1307,1129,49,,,,729,729,729,546,257,183,0,0,0,,0,0,23,641,,,,,,,,,0,,,187,0,,,,1080,1080,1056,,,,,,,,,,,,1494,34.9,43.8,-666666666.0,34.9,357,,,,,,,,,,,,,,,,,,,,,,,,,1056,0,59,26,165,85,9,343,0,0,,187,,,,,,1122,0,0,0,0,0,0,0,1485,178,168,0,0,0,0,0,0,0,0,729,0,0,0,32,15,0,0,18,0,28,,54461,,,,1238,462,729,546,0,546,0,0,0,546,0,0,0,0,0,0,0,0,,729,2.05,,,729,,1494,37,0,0,0,729,546,1995,1994,729,546,2008,2005,729,649,729,0,729,729,729,729,1327,729,,729,729,729,,729,168,168,183,2040,2347,350000,0,-666666666,183,384300,384300,384300,183,183,30.7,292600,365400,,161978000,,-666666666,-666666666,546,1905,240037405002
43,60,0,129375,,55,0,55,90,90,,,-666666666,364800,-666666666,55,0,0,0,0,0,0,0,0,0,55,0,0,18,,,,,0,,,,17.1,,,,55,55,0,55,55,42,,,,24,003,740601,1,,,,0,0,113,45.4,43,0,70,0,55,41,41,0,0,32,32,0,90,90,0,,,,55,55,55,55,14,0,0,0,0,,45,0,0,10,,,,,,,,,0,,,23,0,,,,90,90,90,,,,,,,2825,,,,,113,45.6,-666666666.0,42.8,45.6,43,,,,,,,,,,,,,,,,,,,,,,,,,90,0,0,12,14,0,13,0,32,9,,41,,,,,,90,0,0,0,0,0,0,0,100,10,10,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,,67436,,,,72,32,55,55,10,45,0,0,0,55,0,0,0,0,0,0,0,0,,55,2.05,,,55,,113,0,0,0,0,55,55,18,18,55,55,2016,2016,55,45,55,0,55,55,55,55,116,55,,55,55,55,,55,0,0,0,-666666666,-666666666,-666666666,0,-666666666,0,-666666666,-666666666,-666666666,0,0,-666666666.0,313900,423600,,,20130000,-666666666,-666666666,55,2128,240037406011
163,261,62,103603,,129,129,0,93,93,,,2296,-666666666,2270,0,129,0,0,0,0,26,19,29,0,167,0,19,2004,,,,,129,,,,-666666666.0,,,,0,0,0,129,0,0,,,,24,003,740601,2,,,,38,38,503,17.3,163,126,0,42,129,129,101,0,28,0,99,0,259,197,0,,,,167,129,129,0,0,129,0,0,0,,8,18,104,0,,,,,,,,,0,,,272,0,,,,197,197,187,,,,,,,,,,,,503,29.1,13.8,-666666666.0,29.1,335,,,,,,,,,,,,,,,,,,,,,,,,,187,0,61,50,26,19,11,11,0,0,,101,,,,,,231,0,0,0,0,0,0,0,397,166,166,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,10,0,0,,25925,,,,259,101,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,167,3.90,,,129,,503,0,0,18,0,129,0,2005,-666666666,129,0,2015,-666666666,129,66,167,0,129,129,129,129,245,167,,129,129,167,,129,129,129,129,2110,2429,304000,0,-666666666,129,310400,,310400,129,129,33.8,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,0,-666666666,240037406012
1194,1098,46,51653,,691,199,492,960,854,,,1346,154400,945,492,199,0,0,0,0,34,0,9,14,691,162,19,1958,,,,,199,,,,21.0,,,,492,333,40,691,492,343,,,,24,003,750101,4,,,,0,0,2062,36.4,1282,463,15,100,691,404,240,53,111,382,90,0,1533,986,106,,,,691,691,691,492,211,199,0,14,0,,0,0,117,72,,,,,,,,,0,,,478,174,,,,880,880,880,,,,,,,,,,,,2062,40.9,36.9,-666666666.0,41.5,1514,,,,,,,,,,,,,,,,,,,,,,,,,880,0,37,14,149,168,125,125,48,90,,240,,,,,,1225,0,15,0,38,8,0,43,1954,486,476,10,10,0,0,56,14,14,0,691,39,15,33,23,68,55,8,16,27,130,,22119,,,,1388,777,691,492,251,222,12,0,7,492,0,0,10,18,0,0,0,16,,691,2.98,,,691,,2062,22,12,93,194,691,492,1958,1957,691,492,2006,2003,691,473,691,23,691,691,691,691,1048,691,,691,691,691,,691,192,192,199,816,1205,201200,0,-666666666,199,257800,,257800,199,199,31.8,86600,229200,,,77606000,-666666666,-666666666,492,1103,240037501014
624,433,51,62159,,311,23,288,479,457,,,-666666666,211000,872,288,23,24,0,7,0,0,0,0,13,342,75,130,1945,,,,,23,,,,21.4,,,,288,173,38,311,288,242,,,,24,003,750101,2,,,,31,31,904,40.6,839,27,11,221,311,189,114,20,55,213,34,0,725,479,22,,,,342,311,311,288,89,23,0,0,5,,0,0,0,21,,,,,,,,,7,,,143,29,,,,457,457,457,,,,,,,,,,,,904,40.4,54.5,-666666666.0,47.9,849,,,,,,,,,,,,,,,,,,,,,,,,,457,0,69,0,99,136,9,111,27,0,,114,,,,,,565,0,0,0,9,9,33,8,833,132,104,28,28,0,0,0,0,0,0,311,5,16,19,44,30,17,0,0,9,6,,27947,,,,579,258,311,288,288,0,0,0,0,288,0,0,0,11,0,0,0,0,,342,2.85,,,311,,886,34,10,17,55,311,288,1947,1945,311,288,2002,2001,311,130,342,0,311,311,311,311,,342,,311,311,342,,311,23,23,23,808,1340,22000,24,,23,25800,,25800,23,23,-666666666.0,180900,245200,,59170000,59170000,-666666666,,288,1030,240037501012
367,357,75,65048,,249,67,182,293,293,,,1138,216700,778,182,67,0,0,0,0,0,0,11,0,273,0,0,1959,,,,,67,,,,22.6,,,,182,156,0,249,182,136,,,,24,003,750101,1,,,,24,24,636,37.0,394,134,0,173,249,192,143,38,11,182,17,0,509,293,0,,,,273,249,249,182,48,67,0,0,11,,0,22,11,0,,,,,,,,,0,,,127,31,,,,282,282,282,,,,,,,,,,,,636,31.5,55.3,-666666666.0,31.2,394,,,,,,,,,,,,,,,,,,,,,,,,,282,0,21,47,49,45,11,70,0,15,,143,,,,,,485,0,0,0,35,0,0,0,518,9,9,0,0,0,0,11,11,0,0,249,11,0,0,0,0,11,36,0,28,38,,26123,,,,429,236,249,182,132,50,0,0,0,182,0,0,0,0,0,0,0,0,,273,2.53,,,249,,630,8,0,84,148,249,182,1960,1963,249,182,2006,2006,249,178,273,0,249,249,249,249,391,273,,249,249,273,,249,56,56,67,759,-666666666,48100,0,-666666666,67,71100,,71100,67,67,27.8,143900,242800,35115000,35115000,,-666666666,-666666666,182,1294,240037501011
481,260,15,43214,,340,228,112,276,265,,,622,235900,619,112,228,0,0,0,0,0,0,53,0,439,0,159,1962,,,,,228,,,,18.7,,,,112,99,14,340,112,101,,,,24,510,130700,4,,,,99,99,513,39.4,513,0,0,32,340,43,43,0,0,44,146,14,431,276,11,,,,439,340,340,112,41,228,0,0,0,,0,0,0,0,,,,,,,,,0,,,82,71,,,,250,250,250,,,,,,,,,,,,513,39.4,-666666666.0,-666666666.0,43.3,513,,,,,,,,,,,,,,,,,,,,,,,,,250,14,11,14,78,71,0,62,0,0,,43,,,,,,431,0,0,0,61,0,13,0,479,48,48,0,0,0,0,11,11,11,0,340,0,55,23,0,46,14,28,14,17,67,,36542,,,,221,105,340,112,13,99,0,0,0,112,0,0,0,0,0,0,0,0,,439,1.51,,,340,,513,0,0,280,0,340,112,1961,0,340,112,2010,2008,340,190,439,121,340,340,340,340,342,439,,340,340,439,,340,228,228,228,490,645,153800,0,-666666666,228,160900,,160900,228,228,25.9,200000,268900,,,,-666666666,-666666666,112,1169,245101307004
56,387,24,-666666666,,299,217,82,286,262,,,604,314600,-666666666,82,217,12,0,0,0,14,0,39,21,364,20,267,0,,,,,217,,,,18.5,,,,82,82,6,299,82,76,,,,24,510,140300,1,,,,65,65,665,40.0,56,599,0,19,299,85,47,0,38,113,53,0,543,286,24,,,,364,299,299,82,48,217,17,86,0,,0,0,6,0,,,,,,,,,0,,,130,138,,,,262,262,262,,,,,,,,,,,,665,44.5,39.6,-666666666.0,44.5,66,,,,,,,,,,,,,,,,,,,,,,,,,262,0,6,8,6,114,0,71,0,6,,47,,,,,,502,0,0,0,0,10,23,47,634,99,99,0,0,0,0,32,0,0,0,299,112,28,28,0,0,15,12,19,0,3,,24961,,,,423,258,299,82,0,82,0,0,0,82,0,0,0,0,0,0,0,0,,364,2.04,,,299,,610,0,16,31,24,299,82,0,0,299,82,2010,2010,299,242,364,31,299,299,299,299,181,364,,299,299,364,,299,217,217,217,177,699,97500,12,,217,140200,,140200,217,217,47.8,-666666666,357300,,21945000,21945000,-666666666,-666666666,82,2083,245101403001
47,302,71,44643,,248,165,83,310,304,,,999,279700,859,83,165,35,5,0,11,14,7,0,21,371,16,300,0,,,,,165,,,,19.3,,,,83,59,6,248,83,63,,,,24,510,140300,3,,,,123,123,589,32.6,55,449,39,8,248,122,46,7,69,131,66,6,451,310,6,,,,371,248,248,83,19,165,0,30,17,,0,0,14,0,,,,,,,,,11,,,96,55,,,,304,304,290,,,,,,,,,,,,589,37.1,27.5,-666666666.0,33.5,55,,,,,,,,,,,,,,,,,,,,,,,,,290,0,6,7,25,34,57,137,0,7,,46,,,,,,371,0,0,0,11,0,0,0,518,71,71,0,0,0,0,40,6,0,0,248,47,7,28,7,5,0,17,14,30,23,,27536,,,,375,133,248,83,20,63,0,0,0,83,0,0,0,0,0,0,0,0,,371,2.38,,,248,,589,7,13,21,0,248,83,0,0,248,83,2012,2011,248,164,371,10,248,248,248,248,220,371,,248,248,371,,248,141,141,165,725,1021,118600,40,41700,165,146600,146600,146600,165,165,32.7,255500,313500,,21290000,21290000,-666666666,,83,1184,245101403003
375,398,0,120556,,198,34,164,525,525,,,-666666666,340000,-666666666,164,34,0,0,0,0,0,0,0,0,221,2,0,1957,,,,,34,,,,15.4,,,,164,107,0,198,164,113,,,,24,031,703301,2,,,,23,23,771,38.2,395,49,65,262,198,167,140,27,0,113,173,0,602,525,0,,,,221,198,198,164,29,34,0,0,0,,0,0,0,0,,,,,,,,,0,,,188,18,,,,525,525,518,,,,,,,,,,,,771,47.6,38.5,54.2,46.9,417,,,,,,,,,,,,,,,,,,,,,,,,,518,0,9,51,78,109,22,57,14,28,,140,,,,,,459,0,0,0,0,0,0,0,701,118,87,31,31,0,0,0,0,0,0,198,0,0,0,10,10,0,2,0,0,25,,34756,,,,530,289,198,164,164,0,0,0,0,164,0,0,0,0,0,0,0,0,,221,3.89,,,198,,771,0,11,52,156,198,164,1957,1956,198,164,1996,1993,198,182,221,0,198,198,198,198,,221,,198,198,221,,198,34,34,34,-666666666,-666666666,,0,-666666666,34,,,,34,34,-666666666.0,282500,388200,,51785000,51785000,-666666666,-666666666,164,1388,240317033012
369,1016,0,102348,,360,54,306,1034,689,,,2489,320400,2050,306,54,0,0,0,0,9,0,0,0,360,0,11,1955,,,,,54,,,,21.7,,,,306,251,72,360,306,187,,,,24,031,703301,1,,,,0,0,1710,36.7,622,74,140,1110,360,262,193,53,16,79,143,10,1262,1034,345,,,,360,360,360,306,52,54,0,0,8,,0,0,0,0,,,,,,,,,0,,,214,21,,,,681,681,672,,,,,,,,,,,,1710,38.2,48.2,36.8,52.5,639,,,,,,,,,,,,,,,,,,,,,,,,,672,0,0,42,173,19,5,57,95,7,,193,,,,,,1090,57,80,82,0,0,79,0,1613,362,44,305,131,116,58,23,23,13,0,360,8,10,0,0,27,22,0,0,17,9,,25127,,,,1105,616,360,306,306,0,0,0,0,306,4,0,0,0,0,0,7,0,,360,4.75,,,360,,1710,0,13,15,321,360,306,1955,-666666666,360,306,1999,1996,360,333,360,0,360,360,360,360,929,360,,360,360,360,,360,45,45,54,1781,2275,94200,0,-666666666,54,113500,113500,113500,54,54,51.0,271600,370700,,92343600,92343600,-666666666,-666666666,306,1963,240317033011
