B03002_003E,B01001_002E,B01001_003E,B19013_001E,B23025_003E,B23025_004E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B25092_001E,B25081_002E,B25081_003E,B25014_002E,B25014_003E,county,tract,block group,B25002_003E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B25001_001E,B25002_002E,B25009_002E,B25009_003E,B25074_008E,B25074_009E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B09002_001E,B19058_002E,B08007_001E,B08008_001E,B08134_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19301_001E,B23022_001E,B23022_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25037_002E,B25040_002E,B25041_002E,B25046_001E,B25057_001E,B25059_001E,B25060_001E,B25065_001E,B25071_001E,B25076_001E,B25078_001E,B25082_001E,state_11.0,state_24.0,state_51.0,filing_rate,filings
544,787,12,58494,939,926,1447,236400,1301,141,651,0,0,0,0,70,0,16,0,792,343,55,1950,17,114,0,141,104,13,102003,2,0,1519,30,927,155,54,766,792,464,224,133,107,240,216,0,1190,945,13,792,792,141,55,0,71,0,75,17,0,271,161,903,903,872,1519,32,44,36,31,946,872,17,12,57,100,77,167,226,0,58,975,0,0,83,0,56,0,0,1507,331,104,213,168,45,0,17,0,0,0,792,71,39,82,56,36,75,0,0,0,87,36753,1054,517,0,18,0,54,13,0,0,0,0,0,0,0,0,1514,12,142,73,75,1947,310,11,569,1024,1725,902100,963300,32,214100,299100,5915339,0,0,1,0.96,7.0
736,832,145,34444,915,868,1270,241200,1239,364,854,67,0,32,0,96,13,35,55,1355,150,0,1970,17,183,16,364,186,13,102003,1,137,1936,37,1017,367,204,660,1218,285,160,62,63,262,405,60,1636,915,47,1355,1218,364,220,0,53,16,55,144,91,271,289,858,858,842,1936,35,74,47,41,1283,842,0,36,145,50,267,44,186,19,9,1507,0,0,0,121,0,0,37,1695,59,59,0,0,0,0,73,53,13,13,1218,171,145,106,15,151,27,55,32,10,43,44411,1047,513,0,44,0,111,38,0,0,0,0,0,0,0,0,1936,126,239,425,109,1958,562,206,909,695,1711,1032000,1068400,34,214400,379673,131999000,0,0,1,1.06,11.0
218,610,44,63594,778,767,1761,398169,1683,0,484,51,0,0,0,43,61,42,0,535,17,0,1967,22,0,0,0,0,510,200301,2,51,1400,33,233,601,130,285,484,255,218,13,24,126,258,7,1031,778,11,535,484,0,0,0,11,0,0,8,25,367,21,767,767,734,1400,32,37,37,31,458,734,0,19,56,249,76,11,44,18,12,905,0,0,0,0,0,0,0,1280,261,77,53,12,41,0,20,20,20,0,484,11,6,9,11,0,27,70,0,13,74,28992,1004,375,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,38,120,281,46,1904,265,83,751,1458,1891,794600,835600,32,311533,494623,-43204978,0,0,1,29.83,142.0
428,1134,19,101000,1118,1049,1754,609200,1724,412,260,44,0,46,0,0,0,0,62,762,0,41,2002,22,346,57,412,287,59,422202,2,90,2086,38,448,719,752,81,672,528,446,13,69,225,483,0,1517,1162,69,762,672,412,97,0,30,0,0,507,114,492,62,1015,1015,983,2086,40,29,38,40,615,983,0,0,84,84,71,145,184,0,121,1325,14,0,0,0,0,0,0,2010,547,358,20,20,0,0,69,0,0,0,672,54,15,28,0,0,36,13,18,22,13,39888,1436,783,338,74,0,0,0,0,0,0,0,0,0,0,0,2086,0,37,63,0,1837,474,0,1365,1367,1980,415800,479000,25,504100,714300,239175000,0,0,1,8.45,25.0
1626,1117,28,159583,1478,1336,2493,542800,2184,658,33,0,0,0,0,0,12,0,56,691,0,0,1985,18,571,151,658,566,59,490101,3,0,2297,45,1815,115,269,264,691,578,536,6,36,225,530,50,1937,1507,142,691,691,658,67,0,0,0,0,0,67,356,62,1359,1359,1222,2297,42,37,47,44,1823,1222,8,104,112,256,212,101,37,75,40,1619,0,0,0,41,0,0,0,2257,378,354,9,9,0,0,0,0,0,0,691,0,8,0,0,0,21,0,0,8,7,54129,1761,837,652,6,0,0,0,14,8,0,0,0,0,0,7,2297,584,40,0,0,1986,640,0,1675,1782,2600,420381,462720,36,448400,646400,313865900,0,0,1,8.7,2.0
794,946,57,70000,991,964,1417,387700,1370,318,438,0,0,0,0,94,32,48,21,764,0,0,1990,17,245,69,318,191,59,490101,2,8,1872,39,1024,257,465,293,756,405,328,15,62,69,455,40,1475,999,27,764,756,318,69,8,0,0,0,18,353,457,66,946,946,901,1872,36,47,41,39,1134,901,12,131,99,87,162,92,144,0,15,1286,0,0,0,0,0,0,0,1777,362,249,9,0,9,0,40,40,0,0,756,16,78,17,39,24,24,33,23,17,55,40018,1156,653,7,248,0,0,23,0,0,0,0,0,0,0,0,1872,310,30,45,8,1990,330,25,1080,977,1701,558000,608700,35,336500,443200,117798300,0,0,1,1.58,8.0
480,288,0,86551,594,594,1580,755000,1391,140,259,0,0,0,0,23,41,0,0,468,13,31,1972,20,140,86,140,140,59,415401,1,69,895,35,585,271,0,144,399,291,225,0,66,126,151,12,710,634,0,468,399,140,0,0,13,0,0,0,0,185,12,634,634,601,895,43,32,42,50,585,601,0,24,57,0,138,17,97,45,20,588,0,0,0,0,0,0,0,787,77,25,0,0,0,0,0,0,0,0,399,13,13,26,0,13,0,0,0,17,35,53096,697,250,140,0,0,0,0,0,0,0,0,0,0,0,0,895,132,125,137,30,1966,259,0,742,1239,1610,331800,371300,33,589600,930000,98109000,0,0,1,61.04,199.0
945,780,34,132132,986,986,2855,470500,2355,484,33,0,0,0,0,9,0,0,10,517,0,0,1981,19,388,32,484,432,59,491102,2,0,1617,39,1020,63,341,198,517,405,381,0,24,216,372,11,1283,1000,0,517,517,484,112,0,0,0,0,8,149,420,19,1000,1000,955,1617,48,54,39,48,1069,955,0,36,107,97,125,83,258,0,31,1102,0,0,0,0,0,0,0,1503,306,182,40,7,33,0,8,8,8,0,517,10,1,8,7,0,19,0,20,0,4,47351,1115,560,440,27,0,8,0,0,0,0,0,0,0,0,0,1617,112,144,104,0,1980,413,0,1217,2164,3097,74900,82800,32,424600,565500,225923900,0,0,1,33.33,3.0
1156,998,66,155270,992,915,2282,489700,1837,482,89,0,0,0,0,0,0,0,10,600,0,0,1978,17,392,28,482,403,59,491102,1,29,1721,40,1612,0,81,456,571,442,374,52,16,184,309,30,1390,1001,77,600,571,482,110,0,0,0,0,0,8,325,33,901,901,820,1721,40,40,46,47,1640,820,9,73,103,146,95,16,136,13,23,1156,12,0,0,0,0,0,41,1627,282,214,59,59,0,0,0,0,0,0,571,0,0,0,25,0,0,11,9,39,7,50828,1134,649,482,0,0,0,0,0,0,0,0,0,0,0,0,1721,256,170,154,12,1980,473,0,1404,1669,2016,178300,203800,19,433400,615100,231918500,0,0,1,1.08,1.0
602,245,0,163625,305,305,2444,659600,2187,183,13,0,0,0,0,0,0,0,0,196,0,0,1986,26,174,42,183,183,59,491301,1,0,662,40,638,0,0,36,196,163,151,12,0,11,137,10,480,305,0,196,196,183,0,0,0,0,0,11,41,193,0,305,305,291,662,40,38,44,40,662,291,0,0,11,30,74,20,12,0,22,419,0,0,0,0,0,0,0,634,198,185,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,22,49531,436,176,183,0,0,0,0,0,0,0,0,0,0,0,0,662,115,20,0,9,1986,110,0,472,1894,2572,383794,410309,34,557500,775700,161026579,0,0,1,2.78,1.0
772,925,53,91172,1138,1024,2115,348700,1810,548,141,0,0,0,0,0,37,0,10,689,0,0,1975,22,434,50,548,451,59,431001,3,0,1912,38,1020,103,671,270,689,536,449,0,87,204,414,28,1590,1138,114,689,689,548,100,0,0,0,0,0,8,322,10,982,982,973,1912,41,42,38,46,1101,973,13,25,88,132,95,0,166,77,111,1342,18,0,0,0,0,0,0,1840,250,195,24,24,0,0,0,0,0,0,689,49,0,9,34,11,21,18,10,0,26,37161,1317,594,202,304,12,8,15,0,0,0,0,5,0,0,0,1904,36,547,98,0,1975,238,0,1349,1631,1988,222200,246500,35,272500,446000,195282200,0,0,1,4.85,8.0
865,728,51,93929,992,922,1919,443538,1744,70,654,24,0,0,0,66,45,51,9,748,0,0,1993,23,63,37,70,70,59,480505,1,24,1347,32,1008,76,178,195,724,277,176,16,85,91,454,11,1155,992,70,748,724,70,32,0,32,0,16,181,265,201,18,908,908,888,1347,32,36,30,32,1041,888,0,67,130,103,172,57,127,17,16,949,0,0,0,0,0,0,20,1253,107,99,0,0,0,0,0,0,0,0,724,32,0,0,9,8,25,46,8,9,16,58098,1067,562,70,0,0,0,0,0,0,0,0,0,0,0,0,1347,250,27,9,0,1888,297,0,1012,1497,1990,1149500,1246200,26,342852,553552,40112932,0,0,1,3.17,19.0
642,332,22,105116,483,473,1782,546700,1685,204,258,0,0,45,0,0,0,0,36,548,0,0,1997,25,126,47,204,144,59,482203,1,86,968,46,708,52,181,72,462,198,171,0,27,99,303,32,889,498,10,548,462,204,78,0,48,0,0,169,365,65,36,488,488,441,968,46,64,48,42,729,441,20,48,89,96,35,35,36,0,34,864,0,0,0,0,0,0,0,911,22,22,0,0,0,0,22,22,22,0,462,63,0,0,22,0,29,0,0,0,29,52530,636,270,0,41,0,0,0,0,0,0,0,0,0,0,0,857,14,0,0,0,1998,298,63,577,1493,1875,437000,460800,24,354400,665900,100035000,0,0,1,0.79,2.0
217,143,0,45982,124,96,1408,368800,1298,36,95,0,0,0,0,8,0,0,0,155,13,0,1970,31,22,0,36,36,510,200106,1,24,489,60,347,17,125,130,131,56,44,6,6,89,22,6,392,124,28,155,131,36,14,0,0,0,0,8,8,87,12,96,96,84,489,84,80,41,88,347,84,0,23,4,30,6,0,0,0,0,356,0,0,0,0,0,0,0,489,111,0,87,65,22,0,22,22,22,0,131,0,8,15,7,0,30,0,0,14,7,19026,152,68,36,0,0,0,0,0,0,0,0,0,0,0,0,357,6,53,60,7,1957,55,32,203,1095,1420,118000,127000,34,312500,576900,-3439242,0,0,1,15.87,10.0
68,483,40,47311,543,543,1219,490900,1216,20,363,0,0,0,0,55,0,8,0,440,28,16,1964,9,9,9,20,20,510,200106,2,57,899,36,395,204,64,550,383,173,98,23,52,201,88,4,748,543,0,440,383,20,16,0,23,0,0,0,0,138,23,543,543,543,899,25,48,49,83,495,543,0,17,10,43,108,43,54,95,94,685,0,20,56,8,0,0,0,851,109,0,103,103,0,0,23,0,0,0,383,23,48,13,21,33,7,8,8,33,56,24189,652,365,0,20,0,0,0,0,0,0,0,0,0,0,0,899,56,48,194,98,1641,211,21,423,1079,1412,485800,503600,32,445500,611100,-29295978,0,0,1,1.33,5.0
959,1026,74,84840,1180,1180,1950,561900,1800,319,646,23,0,24,0,104,23,100,13,1091,7,0,1980,22,266,58,319,260,510,200106,3,126,2227,36,1290,659,128,437,965,576,475,18,83,251,568,19,1827,1201,0,1091,965,319,129,0,22,0,0,68,414,390,53,1171,1171,1141,2227,45,31,34,48,1339,1141,0,76,37,195,139,173,106,130,65,1655,0,0,0,0,0,0,0,2049,231,124,27,18,9,0,5,0,0,0,965,29,7,8,22,0,0,71,34,11,118,50600,1399,629,7,198,0,8,23,0,0,0,0,0,0,0,0,2186,58,149,336,59,1995,607,104,1194,1497,2196,1151600,1249900,31,371000,656000,164755000,0,0,1,9.87,66.0
925,962,60,105174,1599,1543,2035,261600,1823,252,793,43,0,0,0,119,0,27,12,1088,0,0,1986,14,193,15,252,239,510,200107,3,43,2143,32,1004,619,274,222,1045,362,306,16,40,63,559,55,1958,1609,56,1088,1045,252,169,0,12,0,25,164,184,168,12,1553,1553,1478,2143,31,37,20,31,1103,1478,0,100,82,159,297,140,170,91,83,1702,0,0,0,0,0,0,0,2025,67,67,0,0,0,0,0,0,0,0,1045,44,0,0,29,0,0,22,49,16,0,60518,1824,834,0,71,0,0,0,0,0,0,0,0,0,0,0,2143,407,275,33,0,1999,351,0,1477,1618,2059,1460500,1577600,23,219900,347600,76631000,0,0,1,10.75,80.0
886,935,73,86910,1364,1350,1775,325572,1679,116,869,0,41,0,0,86,15,0,0,1068,17,0,1972,11,85,0,116,85,510,200107,2,83,2020,31,1262,508,104,457,985,402,386,0,16,105,623,0,1707,1384,14,1068,985,116,43,0,19,0,0,0,192,313,0,1345,1345,1294,2020,30,41,37,29,1327,1294,0,40,80,158,85,165,214,228,58,1601,0,0,0,0,0,0,0,1852,161,21,58,58,0,0,0,0,0,0,985,61,46,0,45,21,115,0,0,0,12,49666,1556,764,0,42,0,0,21,0,0,0,0,0,0,0,0,2020,154,230,438,37,1969,358,15,1248,1460,1890,1447500,1565100,25,141500,577400,13031342,0,0,1,11.84,103.0
1002,852,37,96590,1756,1728,1863,250700,1761,572,791,14,168,0,0,82,28,34,0,1649,192,19,2001,26,507,31,572,428,510,200107,1,286,2095,34,1172,423,291,242,1363,283,186,0,97,123,782,14,2010,1785,28,1649,1363,572,382,0,7,0,63,820,423,85,14,1745,1745,1670,2095,34,29,35,36,1322,1670,0,56,49,297,205,94,370,73,163,1899,0,0,0,0,0,0,0,2028,18,18,0,0,0,0,12,0,0,0,1363,21,92,0,25,12,0,71,29,0,22,72623,1916,797,0,62,0,0,92,0,0,0,0,0,0,0,0,2095,79,34,0,19,1999,240,36,1842,1446,2158,1459700,1544900,25,221500,359600,168623000,0,0,1,11.45,91.0
492,1311,187,63500,1239,1089,1705,211300,1676,99,691,55,47,0,0,59,27,55,0,892,0,4,1974,18,99,0,99,80,510,200405,1,102,2233,37,1089,714,167,811,790,479,228,123,128,254,338,21,1721,1255,150,892,790,99,18,0,68,0,0,16,17,468,4,1080,1080,1064,2233,37,30,47,32,1170,1064,0,0,82,245,94,19,296,18,0,1624,0,0,43,0,0,0,37,2015,327,55,130,61,69,0,156,76,76,0,790,127,18,39,0,60,47,0,0,55,45,27691,1602,914,0,0,0,0,34,0,0,0,0,0,0,0,0,2233,50,569,153,83,2133,185,18,1016,1505,1847,1088100,1133400,33,184000,230700,19328000,0,0,1,12.13,86.0
399,558,17,49661,968,841,1494,178200,1374,127,558,99,49,0,0,108,30,74,28,833,0,16,1975,19,127,18,127,109,510,200405,3,148,1123,32,480,399,103,200,685,242,153,18,71,131,264,0,1066,968,127,833,685,127,33,0,37,17,0,0,74,57,52,779,779,779,1123,31,31,68,31,532,779,0,5,25,163,85,37,98,52,88,971,0,0,0,0,0,0,0,1100,34,34,0,0,0,0,23,0,0,0,685,51,5,35,45,17,0,19,74,106,82,42602,948,476,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,138,375,195,18,1969,367,160,832,1259,1489,773100,803000,34,158400,201900,22460000,0,0,1,17.11,91.0
686,542,11,178750,531,521,2536,597300,2253,298,23,0,0,0,0,0,0,0,8,321,0,0,1982,15,195,25,298,255,59,481106,1,0,1005,45,769,9,135,138,321,294,240,15,39,46,279,37,818,531,10,321,321,298,27,0,0,0,0,0,7,210,8,504,504,470,1005,46,41,52,47,845,470,9,31,60,55,91,26,40,11,29,715,0,0,0,0,0,0,0,985,190,145,45,32,13,0,12,12,12,0,321,0,0,0,20,0,0,0,10,0,0,58902,686,375,298,0,0,0,0,0,0,0,0,0,0,0,0,1005,191,123,0,0,1982,25,0,784,1917,2674,399512,426745,30,521000,673700,162705700,0,0,1,10.0,2.0
362,389,34,80972,471,450,1575,180700,1535,196,183,0,0,0,0,48,0,19,14,379,0,4,1964,18,131,12,196,170,59,420503,1,0,718,32,432,136,79,107,379,116,90,0,26,86,219,12,616,481,21,379,379,196,88,0,9,0,0,0,7,111,14,453,453,438,718,32,30,36,32,458,438,0,6,38,28,83,32,79,18,46,562,0,0,0,18,0,0,0,660,53,35,18,18,0,0,0,0,0,0,379,9,13,7,0,0,0,8,28,26,69,49200,533,296,13,7,0,7,78,0,0,0,0,0,0,0,0,718,6,39,216,107,1963,198,0,487,1384,1785,267500,271400,24,133800,252300,44477000,0,0,1,3.4,5.0
276,802,0,146447,865,865,1676,479000,1651,175,273,0,0,0,0,0,57,0,0,481,178,0,1961,18,118,22,175,131,13,102801,3,33,1316,32,737,52,146,809,448,248,248,0,0,30,357,0,1148,910,0,481,448,175,43,0,0,0,0,0,68,201,0,910,910,897,1316,31,32,32,45,770,897,0,38,18,85,120,99,54,13,143,1036,90,69,20,0,0,0,0,1316,201,135,66,66,0,0,0,0,0,0,448,0,0,0,0,13,0,15,0,15,75,50291,1062,686,116,59,0,0,0,0,0,0,0,0,0,0,0,1311,18,37,126,54,1948,302,55,808,1433,1888,449300,485600,14,391100,631900,89167500,0,0,1,8.27,22.0
451,490,16,82462,475,451,1858,454500,1812,70,239,0,0,0,0,27,32,8,0,309,0,0,1963,19,33,0,70,20,13,102801,6,0,943,30,548,90,52,278,309,226,209,0,17,110,148,0,800,475,24,309,309,70,0,0,0,18,0,10,29,179,20,400,400,392,943,30,19,36,30,582,392,0,43,29,55,53,0,44,0,82,614,0,0,0,0,0,0,29,902,138,75,43,43,0,0,18,18,0,0,309,0,18,0,23,0,0,0,0,20,29,25662,699,349,70,0,0,0,0,0,0,0,0,0,0,0,0,943,0,37,82,133,1676,136,18,647,1581,2172,400800,447400,31,374141,531300,13743282,0,0,1,5.08,9.0
420,563,0,125833,934,934,1865,287700,1707,458,124,0,0,0,0,0,0,0,0,582,0,0,1973,20,439,0,458,302,13,102801,5,0,1454,34,754,342,281,424,582,320,237,0,83,144,440,72,1156,934,0,582,582,458,171,0,0,0,0,13,39,284,63,880,880,880,1454,34,54,30,35,754,880,0,21,16,111,82,49,196,84,14,1066,0,0,26,0,0,0,0,1359,203,64,139,139,0,0,0,0,0,0,582,19,0,11,0,0,23,18,0,0,0,53561,972,441,0,0,0,0,17,0,0,0,0,0,0,0,0,1454,41,276,125,88,1972,122,0,803,1331,2375,179300,191400,22,230500,349700,115546351,0,0,1,0.8,1.0
494,371,28,169375,364,335,2449,614800,2214,235,7,0,0,0,0,0,0,0,0,252,137,5,1949,18,185,28,235,152,13,102802,2,10,750,38,665,29,25,171,242,189,182,0,7,16,197,9,524,364,29,252,242,235,39,0,0,0,6,0,0,231,0,333,333,324,750,38,45,52,38,696,324,0,22,14,70,22,24,54,5,9,493,0,0,5,0,0,0,6,653,139,109,25,25,0,0,0,0,0,0,242,0,0,0,0,0,0,5,16,9,20,58270,424,228,217,18,0,0,0,0,0,0,0,0,0,0,0,750,11,0,12,81,1949,190,0,501,1907,2619,384882,405047,32,540300,689400,138170100,0,0,1,18.18,4.0
1287,1018,115,107757,1121,1121,1964,297600,1768,615,190,28,0,0,0,10,10,13,0,840,14,0,1986,17,518,40,615,532,59,481702,2,35,2207,31,1328,67,496,297,805,481,418,0,63,110,494,73,1623,1121,0,840,805,615,219,0,0,18,0,26,165,595,13,1052,1052,947,2207,36,57,29,34,1416,947,12,20,134,61,88,50,171,65,18,1351,8,0,0,0,0,13,0,2005,425,168,116,50,53,13,28,17,17,0,805,18,0,20,12,48,0,28,9,29,18,47883,1393,635,216,120,0,9,270,13,0,0,0,11,0,0,0,2207,554,8,0,55,1986,273,0,1407,1556,1980,329800,369700,41,268200,671000,282262300,0,0,1,0.74,1.0
962,867,32,162443,1029,968,2347,567500,2197,514,61,0,0,0,0,11,0,6,5,575,18,6,1993,17,381,59,514,417,59,422403,2,0,1797,44,1182,242,258,272,575,487,449,22,16,187,413,36,1467,1052,61,575,575,514,71,0,0,4,27,25,310,340,29,973,973,897,1797,46,43,41,48,1277,897,10,25,60,90,66,97,138,30,54,1343,0,13,14,0,7,0,4,1729,291,192,27,27,0,0,0,0,0,0,575,0,0,5,6,0,31,4,4,0,9,59611,1279,606,354,160,0,0,0,0,0,9,0,0,0,0,0,1760,0,4,88,93,1992,485,0,1386,1212,2734,139700,169000,18,449200,694900,281500000,0,0,1,1.79,1.0
193,785,126,51483,834,779,1100,197600,1004,208,327,0,0,0,0,123,23,16,0,547,0,0,1974,25,173,22,208,173,59,481202,2,12,1493,29,433,656,231,432,535,394,172,29,193,344,143,32,1028,834,55,547,535,208,78,0,16,0,0,13,0,493,118,779,779,761,1493,31,29,32,29,433,761,0,75,65,184,51,48,97,32,87,871,16,0,0,0,0,0,0,1295,312,40,96,96,0,0,57,28,22,0,535,27,13,68,51,0,0,6,35,42,68,31560,979,418,0,83,0,2,85,0,6,0,0,0,0,0,0,1493,46,366,81,41,1974,467,51,756,490,1299,302100,344200,33,158300,275000,42951300,0,0,1,4.6,16.0
1540,1251,56,139554,1476,1402,989,519300,889,770,109,0,0,15,0,0,62,0,10,894,12,0,1977,18,637,144,770,649,59,481202,1,15,2516,41,1899,203,183,468,879,696,584,75,37,111,638,63,1989,1476,74,894,879,770,141,0,0,0,0,0,145,550,47,1381,1381,1253,2516,42,22,46,44,2024,1253,23,25,197,182,139,32,144,77,41,1749,71,0,44,9,12,0,0,2298,383,290,15,15,0,0,9,9,0,0,879,9,9,6,0,0,54,0,0,0,34,61578,1592,834,540,230,0,0,0,0,0,0,0,10,0,0,0,2516,85,652,0,0,1977,361,0,1844,836,2019,144400,171300,35,360700,639000,362749500,0,0,1,8.54,7.0
442,1091,36,59853,1536,1372,1771,344800,1643,206,420,26,0,0,0,10,8,106,36,652,0,34,1974,22,178,23,206,112,59,481202,3,26,2342,28,1381,624,101,1111,626,506,276,34,196,398,318,28,1858,1547,164,652,626,206,58,0,0,0,0,0,0,572,122,1383,1383,1383,2342,25,36,28,24,1410,1383,0,47,213,257,230,89,158,59,80,1443,14,30,14,0,14,0,0,2160,411,205,174,174,0,0,57,16,16,0,626,0,0,41,49,10,71,81,19,0,44,27483,1665,822,143,63,0,0,0,0,0,0,0,0,0,0,0,2342,50,447,107,14,1975,291,0,1153,1392,1891,672500,746200,44,309300,380300,70505000,0,0,1,12.06,45.0
449,381,36,94028,433,396,1894,289200,1738,210,93,10,0,27,0,6,0,17,12,340,6,0,1983,23,123,7,210,182,59,452700,3,37,752,41,499,143,78,72,303,148,131,11,6,58,197,0,632,433,37,340,303,210,114,0,0,0,0,0,10,120,12,381,381,373,752,41,40,45,44,515,373,0,22,21,39,79,38,64,0,52,586,0,0,0,0,0,0,0,706,74,37,0,0,0,0,0,0,0,0,303,10,12,0,0,10,20,17,13,0,9,42155,498,225,9,0,0,0,0,0,0,0,0,0,0,0,0,752,230,67,18,9,1984,28,0,448,1544,1931,162000,179400,21,232600,353900,57265000,0,0,1,2.04,1.0
1669,1275,54,130000,1514,1455,2638,558500,2516,774,98,0,0,0,0,10,10,4,3,892,0,0,1978,17,565,95,774,666,59,430203,1,20,2688,38,1776,193,528,152,872,653,558,26,69,108,603,108,2202,1533,59,892,872,774,152,0,8,0,0,0,0,546,19,1427,1427,1317,2688,43,20,31,43,1915,1317,0,26,117,220,123,108,163,89,99,1776,10,0,0,0,0,8,2,2540,404,298,29,29,0,0,9,5,5,0,872,26,0,22,11,21,7,0,4,6,35,51492,1816,873,558,216,0,0,0,0,0,0,0,0,0,0,0,2683,351,401,126,14,1977,482,0,1926,1589,2758,189400,212300,27,465200,659400,405499000,0,0,1,0.86,1.0
648,1152,173,71307,1383,1322,1578,335200,1434,212,631,52,0,0,0,57,45,104,29,923,0,10,1975,19,172,32,212,167,59,482302,2,80,2297,34,1158,821,231,554,843,516,319,20,177,243,366,15,1788,1383,61,923,843,212,85,0,10,0,0,0,5,543,103,1313,1313,1298,2297,34,34,32,35,1201,1298,42,29,119,212,156,70,216,60,100,1468,5,0,10,0,76,0,0,2077,381,172,114,104,10,0,32,10,10,10,843,27,13,20,64,8,55,10,80,33,79,28684,1652,759,0,212,0,0,0,0,0,0,0,0,17,0,0,2297,127,725,27,29,1975,442,10,1245,1282,1699,912400,996500,31,285300,384300,65015674,0,0,1,9.58,66.0
432,419,0,93262,811,811,1745,264700,1711,258,441,0,0,47,0,15,26,13,0,746,0,0,1992,24,217,25,258,181,510,200405,5,47,1054,36,547,273,73,233,699,155,139,16,0,88,297,48,980,877,0,746,699,258,182,0,0,0,22,56,364,74,25,877,877,877,1054,36,36,30,36,708,877,0,20,52,45,123,75,140,35,93,893,11,0,0,0,0,0,0,1027,47,23,24,12,12,0,0,0,0,0,699,0,0,0,0,0,0,19,25,0,63,68990,904,395,0,51,0,50,64,0,0,0,0,0,0,0,0,1054,154,70,80,0,1990,82,19,967,1490,1930,754700,806800,22,212800,368200,13193240,0,0,1,0.73,3.0
1217,1373,69,118030,1848,1817,2019,496100,1853,743,607,0,0,0,0,69,20,16,0,1350,0,0,2000,22,633,79,743,535,59,461202,2,0,2967,38,1550,218,1092,333,1350,809,627,77,105,305,688,79,2371,1848,31,1350,1350,743,269,0,36,32,301,329,606,628,21,1762,1762,1700,2967,38,46,34,35,1625,1700,13,55,74,104,253,144,331,121,83,2150,19,0,0,0,0,0,0,2712,373,260,41,13,0,28,70,54,12,0,1350,58,32,0,23,28,47,0,0,68,40,57707,2138,1049,0,644,0,0,13,0,0,0,0,0,0,0,0,2967,82,0,0,0,1996,686,52,2090,1621,2235,1135100,1217500,30,426500,621400,350825000,0,0,1,1.07,8.0
1565,1787,34,99464,2024,1973,1683,455800,1626,738,377,0,0,0,0,51,28,9,37,1122,36,0,1971,19,561,37,738,559,59,452102,1,7,3651,43,2032,125,1214,732,1115,721,584,50,87,310,863,19,3145,2024,51,1122,1115,738,108,0,9,0,55,69,63,493,89,1734,1734,1641,3651,49,53,38,51,2049,1641,6,106,123,288,142,82,413,86,114,2793,12,0,8,4,21,0,0,3549,466,218,74,46,28,0,8,8,0,0,1115,19,0,28,16,58,49,51,10,28,61,48291,2466,1295,437,301,0,0,0,14,0,0,0,0,0,0,0,3415,15,386,180,318,1967,444,74,2292,1352,1892,581000,634700,36,381800,658300,385158500,0,0,1,2.0,6.0
353,741,53,61023,809,760,1618,429700,1371,194,353,0,0,0,0,49,20,74,0,572,0,0,1977,22,145,0,194,112,59,421002,3,25,1593,29,540,470,357,317,547,430,246,52,132,181,209,0,1108,809,49,572,547,194,18,0,18,0,9,152,94,511,100,760,760,751,1593,34,29,25,34,589,751,0,45,64,100,73,27,220,79,62,949,55,0,0,0,0,0,0,1421,339,215,26,26,0,0,52,26,14,0,547,64,22,0,0,14,0,50,29,10,80,29164,965,442,194,0,0,0,0,6,0,0,0,0,0,0,0,1593,20,33,100,164,1956,374,29,986,1258,1483,498700,543900,31,368400,473400,75807700,0,0,1,7.67,25.0
