B03002_003E,B01001_002E,B01001_003E,B19013_001E,B23025_003E,B23025_004E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B25092_001E,B25081_002E,B25081_003E,B25014_002E,B25014_003E,county,tract,block group,B25002_003E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B25001_001E,B25002_002E,B25009_002E,B25009_003E,B25074_008E,B25074_009E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B09002_001E,B19058_002E,B08007_001E,B08008_001E,B08134_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19301_001E,B23022_001E,B23022_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25037_002E,B25040_002E,B25041_002E,B25046_001E,B25057_001E,B25059_001E,B25060_001E,B25065_001E,B25071_001E,B25076_001E,B25078_001E,B25082_001E,state_11.0,state_24.0,state_51.0,filing_rate,filings
74,737,36,89276,665,662,1767,268400,1560,258,59,21,0,0,0,0,0,0,14,358,64,52,1958,11,178,8,258,195,1,9807,1,41,1209,41,74,1106,0,4,317,210,77,0,133,253,81,0,1064,665,3,358,317,258,72,0,0,21,0,0,23,137,44,662,662,642,1209,41,42,35,41,103,642,0,19,33,10,101,36,63,37,7,933,0,0,0,0,22,0,0,1163,108,108,0,0,0,0,34,4,4,4,317,29,30,4,0,21,23,0,0,0,3,32160,890,635,169,85,4,0,0,20,0,0,0,0,0,0,0,1198,30,0,90,78,1952,241,0,537,1218,1881,35100,42600,26,206100,422700,92274900,1,0,0,55.47,76.0
1272,1328,11,92000,1766,1633,2140,473700,2099,180,1042,74,63,0,17,29,56,78,26,1521,39,90,2002,22,166,43,180,99,1,5900,1,299,2499,27,1437,563,327,209,1222,125,125,0,0,105,642,44,2450,1775,133,1521,1222,180,106,6,65,0,50,887,173,41,202,1603,1603,1426,2499,26,51,26,26,1531,1426,28,104,119,256,191,177,229,51,129,1667,12,0,0,41,6,48,20,2480,30,8,0,0,0,0,5,5,0,0,1222,209,50,18,38,16,7,17,22,10,55,54657,2331,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,2061,93,67,100,22,1953,309,370,591,1389,2472,1974600,2053600,26,414500,599200,112921140,1,0,0,4.75,49.0
988,875,38,112396,1284,1266,1873,646700,1849,231,476,20,0,0,0,18,28,35,0,787,5,367,1957,22,204,24,231,170,1,3000,1,80,1662,32,1123,247,67,349,707,195,150,11,34,75,469,90,1538,1294,18,787,707,231,112,0,0,0,0,345,21,146,28,1276,1276,1250,1662,32,64,27,31,1149,1250,0,22,16,10,200,125,342,113,77,1371,0,0,28,16,4,9,0,1624,119,31,88,24,64,0,34,0,0,0,707,16,48,55,11,0,16,0,0,11,12,66038,1377,731,9,26,44,45,9,11,0,0,0,0,0,0,0,1618,0,19,0,30,0,220,77,539,572,2521,788300,834300,24,546400,747000,167220400,1,0,0,8.44,40.0
632,679,21,128917,1013,1002,2625,704100,2545,318,187,0,0,0,0,0,0,3,7,531,0,481,0,21,269,71,318,266,1,3301,2,26,1226,32,680,409,45,85,505,146,125,0,21,51,379,30,1088,1020,11,531,505,318,155,0,0,0,0,0,12,123,10,1009,1009,967,1226,32,42,32,32,742,967,0,19,57,87,207,38,178,47,55,922,0,0,0,0,0,0,2,1162,88,55,33,33,0,0,0,0,0,0,505,0,7,13,0,0,20,0,0,40,3,63437,981,577,69,143,39,18,19,11,0,0,0,0,0,0,0,1213,13,3,22,0,0,376,0,483,1743,3472,406300,424400,24,521800,1026600,219502200,1,0,0,1.44,3.0
482,658,0,134318,1036,947,3106,740200,3106,408,144,20,0,19,0,0,22,0,12,630,17,494,0,22,368,15,408,311,1,3301,3,78,1384,36,525,751,44,70,552,281,170,14,97,71,472,5,1236,1036,89,630,552,408,174,0,8,6,0,99,14,148,12,922,922,880,1384,33,44,30,32,547,880,0,0,40,150,91,51,253,33,65,1182,8,0,0,0,0,0,0,1355,119,119,0,0,0,0,21,21,5,5,552,16,9,5,0,0,22,0,8,0,0,71492,1105,597,65,204,56,0,0,0,0,0,0,0,0,0,0,1384,0,0,0,0,0,320,27,632,2340,3452,371700,397300,19,541000,891000,279280500,1,0,0,1.11,1.0
478,636,64,68073,1127,1054,1681,1128446,1655,38,675,36,0,0,0,58,87,73,17,749,109,395,0,17,38,0,38,38,1,2702,1,36,1449,34,651,272,124,575,713,359,161,18,180,106,259,73,1265,1127,73,749,713,38,16,0,0,0,0,0,27,184,17,1007,1007,963,1449,31,31,36,32,788,963,9,33,30,44,149,90,225,96,134,1222,0,18,45,0,0,68,0,1319,54,25,29,29,0,0,47,0,0,0,713,0,28,47,44,0,17,72,0,80,63,49503,1232,566,6,16,0,0,0,0,0,0,0,0,0,0,0,1421,15,17,43,143,0,350,204,517,1411,1899,1109300,1138800,34,763105,1601600,37120000,1,0,0,21.65,142.0
539,881,90,42634,1313,1294,959,422569,748,16,951,37,0,0,0,92,57,76,44,1028,7,214,1972,21,16,16,16,16,1,4802,2,61,2074,30,649,1152,209,127,967,273,132,54,87,342,305,22,1867,1313,19,1028,967,16,0,10,84,0,45,65,13,158,179,1294,1294,1269,2074,27,41,30,27,667,1269,0,52,291,209,300,51,225,21,46,1619,3,0,20,43,0,0,9,1984,176,155,0,0,0,0,92,35,35,27,967,111,68,78,17,116,31,51,38,9,67,37724,1597,684,0,0,0,16,0,0,0,0,0,0,0,0,0,2032,219,228,215,22,1309,312,20,790,548,2001,1181800,1302200,31,305247,546161,8793786,1,0,0,17.73,153.0
835,1084,10,128266,1324,1324,1822,608900,1711,300,573,0,0,0,0,18,37,12,0,913,19,268,1998,21,271,43,300,277,1,4802,1,40,1703,38,977,468,220,153,873,291,116,45,130,229,399,110,1613,1324,0,913,873,300,165,0,9,0,212,242,10,160,0,1293,1293,1213,1703,34,53,37,34,1015,1213,0,61,59,293,161,98,239,13,55,1446,0,0,35,10,0,0,56,1683,140,99,0,0,0,0,0,0,0,0,873,9,0,20,28,6,9,0,27,0,31,78398,1515,945,0,80,36,25,20,0,0,0,0,0,0,0,0,1703,27,91,34,10,1976,245,100,683,797,2421,1004000,1078100,19,462700,819200,228981639,1,0,0,1.87,11.0
1030,599,19,103125,870,851,1869,381600,1815,434,354,90,0,46,0,22,0,54,0,941,0,547,0,16,306,43,434,267,1,5301,2,153,1262,33,1091,47,63,76,788,227,208,0,19,0,393,96,1084,870,19,941,788,434,295,0,23,0,0,0,0,178,0,851,851,819,1262,34,58,29,34,1137,819,13,58,54,224,102,65,86,28,76,1012,0,0,0,0,0,0,0,1131,47,47,0,0,0,0,0,0,0,0,788,36,0,0,13,0,71,48,67,15,28,77465,938,387,0,24,0,27,17,0,0,0,0,0,0,0,0,1262,66,41,180,107,0,383,350,419,1502,2164,625600,636100,26,289200,589600,188180000,1,0,0,0.68,2.0
794,783,50,105417,1142,1050,1795,650900,1653,321,344,0,21,15,0,17,15,8,27,730,40,397,0,16,249,40,321,277,1,6801,1,65,1695,35,875,678,78,98,665,298,211,34,53,186,467,46,1513,1142,92,730,665,321,115,0,34,47,72,21,3,172,85,1034,1034,1004,1695,31,49,30,32,926,1004,12,31,61,140,177,83,138,58,98,1395,0,11,0,16,11,13,4,1595,82,69,0,0,0,0,4,0,0,0,665,72,22,12,4,0,37,15,0,17,6,52033,1353,635,22,231,32,0,17,0,0,0,0,0,0,7,0,1621,0,0,37,113,0,389,61,636,797,2169,528500,565700,26,507600,808900,192253000,1,0,0,10.57,35.0
944,731,11,134125,644,586,2099,875000,1974,206,165,28,0,0,0,37,0,0,0,435,24,275,0,14,155,42,206,169,1,7000,2,64,1294,29,1006,90,22,148,371,208,196,12,0,73,237,78,1157,999,58,435,371,206,50,0,0,0,0,28,7,120,4,929,929,889,1294,29,23,36,29,1104,889,79,225,91,61,57,127,162,0,0,789,0,0,0,0,1,0,0,1192,40,38,2,2,0,0,0,0,0,0,371,0,0,0,0,9,7,0,0,0,9,61822,1044,665,0,196,10,0,0,0,0,0,0,0,0,0,0,865,8,69,24,0,0,244,21,439,1570,2490,311300,326500,23,764000,986000,175545000,1,0,0,4.57,8.0
14,874,17,41296,673,558,1337,302900,1078,122,434,74,0,0,0,33,0,7,45,630,91,55,1988,22,71,0,122,102,1,7404,1,74,1716,27,14,1513,0,180,556,407,98,55,254,331,101,0,1132,673,115,630,556,122,65,0,59,0,26,237,45,523,201,558,558,558,1716,24,32,33,24,29,558,26,49,48,19,84,17,114,0,73,1016,0,0,13,6,7,22,59,1610,521,459,52,52,0,0,127,0,0,0,556,66,37,72,39,34,16,0,37,31,23,25151,937,422,41,81,0,0,0,0,0,0,0,0,0,0,0,1706,34,90,45,7,1985,350,0,351,782,1374,425300,543500,29,173300,410050,44020000,1,0,0,43.65,196.0
0,901,127,34063,919,787,1030,317100,808,290,354,0,0,0,0,65,0,13,57,693,46,80,1969,18,250,25,290,210,1,7808,1,49,2195,29,0,2156,9,39,644,532,115,82,335,377,0,0,1553,919,132,693,644,290,56,0,31,0,51,216,0,616,372,787,787,746,2195,36,29,33,36,0,746,0,14,24,78,101,70,210,0,16,1199,36,0,33,0,0,23,70,2046,532,532,0,0,0,0,213,0,0,0,644,57,137,56,0,30,54,0,56,0,28,17492,1352,470,43,247,0,0,0,0,0,0,0,0,0,0,0,2159,0,58,163,79,2001,443,0,559,600,1643,316000,423900,51,224200,368900,80625500,1,0,0,21.98,82.0
635,498,36,52727,802,689,1477,413480,1477,0,816,86,0,0,0,122,19,8,15,902,192,53,1957,21,0,0,0,0,1,702,2,86,1045,32,792,112,98,185,816,82,48,0,34,59,156,16,1009,802,113,902,816,0,0,0,20,0,0,0,0,36,15,670,670,594,1045,34,27,30,30,822,594,0,82,69,22,103,41,72,31,42,782,0,0,0,0,0,0,67,1009,0,0,0,0,0,0,0,0,0,0,816,94,51,83,0,75,68,0,8,0,56,42716,931,462,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,17,216,124,300,1697,397,602,337,1310,1732,1185800,1187900,32,305024,549122,-25471620,1,0,0,2.08,17.0
338,794,79,99712,776,734,1095,477000,862,462,59,0,0,0,0,0,0,0,11,547,49,286,0,19,337,29,462,359,1,9504,2,26,1857,51,354,1334,82,85,521,254,199,0,55,318,251,23,1703,776,42,547,521,462,184,0,0,0,0,0,9,118,20,680,680,653,1857,40,59,36,40,372,653,13,19,0,12,84,0,221,0,32,1379,0,0,0,0,0,0,12,1778,143,104,26,26,0,0,0,0,0,0,521,10,10,0,8,20,9,0,0,0,22,38861,1003,465,88,337,0,37,0,22,0,0,0,0,0,0,0,1513,84,83,36,0,1943,365,0,652,812,1047,23100,27900,13,416500,611000,208212000,1,0,0,12.77,6.0
620,830,142,72045,1003,986,1378,459100,1264,386,352,0,0,0,0,8,9,21,0,856,59,524,0,18,270,53,386,331,1,9504,1,118,1607,37,643,575,59,339,738,328,258,31,39,360,264,63,1374,1003,17,856,738,386,174,0,12,8,0,33,24,233,58,986,986,953,1607,39,54,47,38,672,953,9,8,41,37,206,69,171,218,22,1339,0,0,0,0,19,0,13,1454,80,23,57,57,0,0,0,0,0,0,738,84,28,36,0,44,57,15,21,18,23,46731,1125,582,141,117,0,79,0,9,0,0,0,0,0,0,0,1607,9,24,76,99,0,516,16,779,1014,1458,423200,466900,23,345400,631800,178790800,1,0,0,16.59,68.0
18,503,54,30753,559,422,964,296400,739,136,327,0,0,0,12,19,62,70,55,520,0,116,1962,22,118,21,136,117,1,7806,2,57,1120,36,18,1066,0,3,463,183,80,0,103,301,86,0,843,559,137,520,463,136,41,0,35,0,0,16,43,202,193,422,422,422,1120,34,35,35,34,18,422,0,0,0,33,90,34,68,55,5,733,0,0,0,33,0,4,13,971,136,124,12,12,0,0,32,0,0,0,463,41,64,20,42,38,88,19,26,0,0,18763,725,353,50,86,0,0,0,7,0,0,0,0,0,0,0,1120,72,22,127,124,1958,332,20,315,657,883,245500,316700,46,216700,447800,40301000,1,0,0,34.31,117.0
1434,1025,0,55424,869,781,1754,238300,1754,23,377,68,44,0,0,23,15,14,0,539,61,76,1965,34,10,0,23,20,1,10800,2,139,2348,19,1615,243,329,250,400,28,28,0,0,0,94,44,2348,869,88,539,400,23,23,0,89,0,12,58,6,0,8,750,750,707,2348,19,20,19,19,1725,707,64,122,184,99,62,46,66,12,8,252,0,0,0,0,0,0,0,2348,39,25,0,0,0,0,8,8,0,0,400,114,63,16,7,4,8,17,8,28,7,10296,2299,991,0,0,0,0,0,0,0,0,0,0,0,0,0,496,20,63,218,25,1970,153,293,57,1513,1994,648000,653900,51,219200,264100,-35678239,1,0,0,7.36,27.0
1608,1006,0,67344,949,891,1804,571564,1804,14,165,7,0,0,0,17,0,25,0,214,57,28,1959,22,6,0,14,0,1,10800,3,35,2351,20,1738,302,220,185,179,22,14,0,8,13,61,0,2351,949,58,214,179,14,14,0,21,0,0,0,0,0,8,816,816,759,2351,20,20,20,20,1783,759,34,197,217,62,64,25,64,6,19,228,0,0,0,0,0,0,0,2351,4,0,0,0,0,0,0,0,0,0,179,29,0,0,0,0,22,0,0,25,0,10536,2351,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,324,24,6,75,24,1866,84,110,58,1635,1973,304200,309100,31,436542,753641,66125111,1,0,0,2.3,4.0
61,685,99,30806,767,637,1084,354695,1030,106,599,41,0,0,0,24,9,66,100,746,326,54,1950,16,75,12,106,83,1,7604,1,41,1763,36,61,1544,0,105,705,308,64,0,244,159,52,0,1204,767,130,746,705,106,41,0,72,0,0,39,0,520,303,637,637,635,1763,39,36,34,39,103,635,11,0,26,19,88,0,210,105,31,1136,11,0,0,28,0,0,53,1439,235,220,15,0,15,0,103,0,0,0,705,131,37,65,52,53,45,0,0,24,40,23882,997,430,46,26,0,0,0,0,0,0,0,0,0,0,0,1747,10,12,248,57,1942,432,0,506,807,1158,604200,638800,45,206400,555100,41991752,1,0,0,19.69,129.0
1575,1180,83,146000,1654,1558,2145,719900,2094,241,503,47,0,0,0,43,12,0,0,791,16,665,0,13,194,48,241,170,1,4001,1,47,1988,32,1704,117,44,236,744,217,201,16,0,0,812,81,1809,1654,96,791,744,241,49,0,0,0,0,13,0,103,0,1545,1545,1404,1988,32,44,32,32,1735,1404,0,38,43,213,229,84,394,84,66,1786,0,0,0,0,0,0,0,1905,96,20,76,76,0,0,0,0,0,0,744,14,0,51,18,0,0,0,0,0,0,99342,1707,1015,11,35,37,44,18,0,0,0,0,0,0,0,0,1988,10,16,20,51,0,382,82,628,1762,2420,1084600,1142200,21,529300,1283000,216930000,1,0,0,1.06,5.0
654,309,0,148438,519,470,2306,472300,2306,301,145,0,0,0,0,11,0,0,0,512,11,412,0,10,160,17,301,301,1,4001,2,66,710,44,687,23,0,33,446,176,176,0,0,25,167,30,673,519,49,512,446,301,170,0,0,0,0,0,0,37,0,444,444,407,710,49,45,37,49,687,407,0,0,17,86,31,32,89,27,52,655,0,0,0,0,0,0,0,710,37,37,0,0,0,0,0,0,0,0,446,26,0,0,0,0,0,7,0,0,23,129284,475,172,17,0,0,0,0,0,0,0,0,0,0,0,0,710,20,30,25,14,0,316,22,385,1710,2839,322200,329300,27,383800,2000001,425585000,1,0,0,4.29,7.0
1491,1334,75,122744,1650,1603,2462,618600,2457,503,527,0,17,0,0,37,16,0,13,1083,58,775,0,19,338,41,503,434,1,4001,3,53,2186,34,1631,181,58,350,1030,362,322,0,40,31,686,186,1869,1650,47,1083,1030,503,285,0,19,0,34,24,77,273,13,1586,1586,1320,2186,34,62,42,35,1703,1320,0,0,26,171,184,144,478,141,51,1855,0,0,36,0,0,0,0,2058,189,0,189,42,147,0,0,0,0,0,1030,33,0,17,12,46,18,7,43,27,0,78194,1698,979,16,74,0,101,19,14,0,0,0,0,0,0,0,2186,11,13,67,24,0,386,40,846,1646,3445,1257600,1310600,23,411600,862600,471994600,1,0,0,1.58,9.0
335,656,31,205441,674,670,2543,699000,2305,397,29,0,0,0,0,0,0,0,0,426,99,205,1941,17,288,91,397,367,1,1600,1,0,1260,40,356,778,35,109,426,327,238,7,82,1,251,96,1036,674,4,426,426,397,83,0,0,0,0,0,0,289,32,670,670,654,1260,48,43,23,46,371,654,0,0,42,48,69,8,80,44,165,881,2,0,0,0,3,0,0,1173,202,202,0,0,0,0,0,0,0,0,426,0,0,0,0,7,0,7,0,0,0,68076,829,430,381,8,0,0,0,0,0,0,0,0,0,0,0,1247,6,14,29,73,0,384,0,856,1908,2800,374656,399630,30,500500,913200,279459000,1,0,0,3.57,1.0
462,843,49,169522,915,880,2356,937200,2105,498,53,7,0,0,0,0,0,0,0,583,55,168,1953,20,403,63,498,456,1,1600,4,32,1832,49,462,1186,29,193,551,421,345,14,62,99,298,55,1426,915,35,583,551,498,108,0,0,0,0,21,12,382,0,880,880,797,1832,47,52,16,47,553,797,0,36,0,58,158,65,211,73,33,1301,0,0,0,31,0,0,7,1767,419,304,66,66,0,0,17,17,0,0,551,9,15,0,0,0,7,17,9,8,24,71096,961,495,478,20,0,0,0,9,0,0,0,0,0,0,0,1818,0,0,83,244,1953,427,0,1143,1774,2606,403458,422043,34,770700,1193800,473844900,1,0,0,4.17,3.0
252,308,9,138281,432,388,1043,769300,1043,179,48,33,0,0,21,11,0,0,0,306,51,181,0,21,162,49,179,170,1,1600,2,79,634,42,266,330,22,14,227,125,68,0,57,30,134,22,563,432,44,306,227,179,35,0,0,50,0,8,0,78,0,388,388,358,634,39,50,42,38,282,358,0,0,9,34,13,63,31,46,24,507,0,0,0,0,0,0,0,601,71,46,1,0,0,0,0,0,0,0,227,0,0,29,0,10,0,17,16,0,0,68317,445,223,135,44,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,16,0,217,0,333,836,1147,46800,53100,51,622400,884700,183194590,1,0,0,16.67,8.0
637,738,41,227500,928,862,3446,954100,3375,415,73,0,0,0,19,0,7,0,7,527,22,359,0,17,333,105,415,373,1,2600,2,39,1533,45,700,648,91,81,488,396,341,6,49,12,383,81,1286,930,66,527,488,415,72,0,0,0,0,6,13,274,7,855,855,781,1533,39,50,46,39,733,781,0,0,34,73,117,71,114,33,87,1166,0,0,0,0,0,5,0,1429,172,122,8,8,0,0,7,7,7,0,488,0,0,7,6,5,0,0,0,0,23,83039,1031,560,330,59,0,0,11,0,0,0,0,0,0,0,0,1533,3,9,49,66,0,405,0,888,2578,3501,133100,145300,20,767500,1147100,377075000,1,0,0,4.0,2.0
1430,828,24,134070,1434,1394,1970,677100,1920,474,500,27,0,28,0,33,9,19,0,1088,0,708,0,18,375,110,474,398,1,4002,2,114,1751,36,1562,84,67,135,974,292,246,29,17,34,533,116,1618,1443,40,1088,974,474,253,0,16,11,0,0,0,118,12,1373,1373,1296,1751,36,47,35,36,1586,1296,42,17,80,178,274,134,187,109,109,1570,0,0,0,0,0,0,0,1705,95,47,48,25,23,0,0,0,0,0,974,24,0,11,30,20,0,0,26,16,8,91225,1459,676,34,78,33,4,53,0,0,0,0,0,0,0,0,1751,26,83,194,66,0,441,188,724,1660,2414,962900,1001900,21,425700,1052100,376259000,1,0,0,8.27,41.0
639,401,10,110043,633,612,2121,602800,1970,103,258,0,0,31,0,25,65,4,0,412,20,328,0,14,91,10,103,93,1,4002,1,51,744,33,670,28,42,31,361,89,75,9,5,17,297,79,708,633,21,412,361,103,46,0,0,0,0,0,0,36,0,599,599,575,744,32,50,43,33,674,575,0,0,25,30,59,157,109,22,96,692,0,0,0,0,0,0,0,718,10,10,0,0,0,0,4,4,0,0,361,7,9,0,0,0,8,0,11,0,18,73344,674,381,0,5,0,0,41,0,0,0,0,0,0,0,0,744,34,0,10,20,0,122,87,244,1674,2290,492700,513400,27,496900,706700,100029696,1,0,0,9.89,27.0
1112,807,0,55491,1216,1197,1783,397600,1774,368,721,42,0,97,0,39,34,94,20,1472,49,269,1966,13,155,50,368,290,1,5600,1,383,1592,29,1280,89,132,190,1089,151,151,0,0,0,124,135,1563,1245,19,1472,1089,368,255,0,104,0,0,55,178,29,20,1192,1192,1141,1592,29,55,27,29,1371,1141,14,84,151,132,323,110,122,37,62,1000,0,0,0,0,0,0,0,1578,15,0,15,15,0,0,0,0,0,0,1089,199,92,85,21,8,38,0,50,0,95,68448,1342,700,0,96,0,0,15,14,0,0,0,0,0,0,0,1565,171,136,523,91,1969,489,533,396,1532,2036,1153600,1163800,45,289000,687500,199269700,1,0,0,0.27,2.0
385,687,7,97656,831,793,1289,617500,1103,259,401,0,0,0,0,0,34,73,37,660,49,399,0,17,200,33,259,185,1,4600,1,0,1386,36,500,810,46,129,660,153,67,12,74,226,283,0,1286,831,38,660,660,259,74,12,0,40,0,33,70,141,161,793,793,774,1386,33,52,30,36,530,774,0,60,64,121,69,29,135,121,87,1100,0,0,42,0,0,35,0,1361,116,111,0,0,0,0,45,11,0,0,660,51,50,14,118,27,11,6,9,0,0,61258,1117,510,0,140,77,42,0,0,0,0,0,0,0,0,0,1357,9,13,34,13,0,295,26,472,752,1628,478900,525800,38,496100,739200,151525000,1,0,0,7.37,28.0
797,893,20,117917,1313,1231,2054,632000,2028,494,274,0,0,0,0,38,0,34,32,830,71,576,0,19,420,31,494,435,1,4600,2,62,1645,32,855,566,130,131,768,227,157,0,70,205,389,114,1538,1324,82,830,768,494,275,0,0,10,0,11,9,63,97,1218,1218,1091,1645,30,57,33,30,883,1091,0,24,82,202,129,137,198,94,72,1372,0,0,0,0,0,0,0,1603,72,46,26,26,0,0,11,0,0,0,768,21,22,22,13,0,0,12,5,24,82,67993,1324,782,36,325,33,50,38,7,0,0,0,0,0,0,0,1645,17,86,33,17,0,404,11,753,834,2649,514500,567400,24,517200,746700,340135700,1,0,0,7.38,18.0
1080,735,0,140403,1278,1278,2141,513600,2106,547,358,0,0,0,0,60,18,0,0,971,179,502,0,22,397,14,547,374,1,5201,2,66,1317,33,1080,37,130,21,905,187,187,0,0,0,417,18,1317,1278,0,971,905,547,322,0,0,0,0,84,131,0,0,1278,1278,1278,1317,32,51,33,32,1128,1278,0,14,162,415,200,65,71,220,41,1277,0,0,0,0,0,0,0,1317,0,0,0,0,0,0,0,0,0,0,905,18,0,0,0,0,0,0,18,19,82,115065,1317,735,0,14,0,42,22,22,0,0,0,0,0,0,0,1317,0,43,32,0,0,391,145,651,1638,2395,732100,760700,17,322400,662200,251315578,1,0,0,0.52,2.0
47,682,0,49438,773,680,1002,474400,881,162,405,21,20,43,0,0,0,20,0,679,124,120,1958,17,132,14,162,162,1,7604,3,112,1249,38,47,1183,8,0,567,233,42,40,151,250,262,0,1084,792,93,679,567,162,19,11,44,0,11,40,31,130,261,699,699,674,1249,30,40,35,30,47,674,0,0,34,106,32,60,229,82,0,990,0,0,0,44,41,10,13,1189,105,94,11,11,0,0,42,7,0,0,567,103,53,35,0,17,0,53,7,20,12,41558,934,561,83,50,18,0,0,0,0,0,0,0,0,0,0,1249,0,40,192,121,1943,379,43,452,567,1157,260800,357500,26,315000,605400,95968722,1,0,0,39.89,150.0
17,531,42,79107,606,490,1090,564100,958,230,133,0,0,0,0,0,8,9,7,378,44,177,1943,18,203,15,230,159,1,9102,1,15,898,41,76,777,0,59,363,179,131,7,41,188,180,0,767,606,116,378,363,230,56,0,35,0,0,13,43,165,40,471,471,471,898,24,42,38,30,97,471,20,31,49,10,98,32,47,57,0,642,0,0,0,0,0,8,0,843,119,97,9,9,0,0,19,19,19,19,363,35,0,33,15,0,9,0,0,10,39,42589,661,391,217,13,0,0,0,0,0,0,0,0,0,0,0,898,0,14,47,40,0,301,37,667,912,1299,159800,171300,51,378600,687000,199600000,1,0,0,30.43,28.0
173,470,47,117692,416,383,2207,635000,2207,199,99,0,0,0,0,0,27,0,8,320,205,78,1944,16,111,13,199,199,1,9503,2,22,955,41,186,736,0,19,298,241,171,0,70,84,136,16,827,416,33,320,298,199,23,0,0,0,0,0,8,142,16,375,375,335,955,30,51,37,30,213,335,0,0,13,0,115,13,52,0,20,625,0,0,0,0,0,0,5,900,129,129,0,0,0,0,8,8,0,0,298,28,0,0,8,0,0,13,8,31,11,38010,649,316,174,25,0,0,0,0,0,0,0,0,0,0,0,897,0,0,0,29,1942,264,0,551,1763,2391,136100,157800,14,524000,746100,115220000,1,0,0,12.5,8.0
115,610,23,113487,784,725,2178,451600,1896,447,152,0,0,0,0,0,0,0,0,599,159,109,1952,17,275,14,447,419,1,9503,1,0,1555,45,115,1440,0,21,599,429,304,18,107,165,203,24,1286,784,59,599,599,447,147,0,0,0,0,26,22,293,0,718,718,667,1555,48,44,36,48,115,667,0,24,43,37,121,10,105,94,59,1139,9,0,0,0,0,8,0,1504,264,264,0,0,0,0,0,0,0,0,599,24,0,0,0,0,26,0,0,16,0,51879,930,414,224,223,0,0,0,0,0,0,0,0,0,0,8,1555,17,56,7,203,1951,482,0,921,1538,2208,268400,304900,22,368800,564700,196900900,1,0,0,2.78,3.0
15,467,63,63750,377,305,823,327700,675,133,117,0,0,0,0,0,0,0,0,250,24,0,1997,18,133,36,133,61,1,9700,2,0,799,38,15,784,0,75,250,133,50,67,16,154,52,0,566,377,72,250,250,133,8,0,0,0,0,108,59,207,54,305,305,263,799,34,38,37,35,15,263,0,0,33,42,8,19,35,0,11,496,0,0,5,0,0,11,35,723,157,157,0,0,0,0,8,0,0,0,250,0,27,43,12,0,0,0,23,8,12,38294,461,241,0,133,0,0,0,0,0,0,0,0,0,0,0,692,0,27,0,32,2001,132,0,354,645,733,82000,99300,24,251600,363900,39630000,1,0,0,28.77,42.0
7,814,28,51635,621,595,985,310500,985,68,229,20,0,0,0,13,0,8,39,317,26,90,1973,36,57,0,68,54,1,7804,1,20,1291,28,7,1271,6,0,297,181,0,33,148,402,62,0,1088,621,26,317,297,68,18,8,74,0,38,97,0,63,157,595,595,595,1291,31,28,34,31,14,595,124,0,0,156,39,0,32,33,0,920,13,0,0,13,5,6,68,1197,130,130,0,0,0,0,38,0,0,0,297,82,31,0,11,0,0,0,0,16,43,19742,911,540,68,0,0,0,0,0,0,0,0,0,0,0,0,951,0,35,0,31,1941,199,39,233,911,1327,236700,286100,31,259400,355300,-32298942,1,0,0,22.12,48.0
0,489,0,54167,693,615,450,294900,416,227,389,64,0,0,27,0,57,0,117,791,224,116,1959,25,191,0,227,160,1,7804,2,175,1610,29,0,1562,0,28,616,403,40,57,306,274,288,0,1196,693,78,791,616,227,90,0,0,20,73,18,0,345,270,615,615,615,1610,34,29,37,38,24,615,37,0,37,25,89,36,131,0,160,954,0,0,0,0,0,0,0,1463,320,320,0,0,0,0,129,0,0,0,616,155,15,28,0,57,16,17,10,0,40,25059,1011,252,70,157,0,0,0,12,0,0,0,0,0,0,0,1610,0,84,195,61,1946,448,0,361,99,870,192900,194400,21,226100,348400,57502500,1,0,0,6.75,27.0
