B03002_003E,B01001_002E,B01001_003E,B19013_001E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B25072_001E,B25092_001E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,state,county,tract,block group,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25085_001E,B09002_001E,B19058_002E,B08007_001E,B08008_001E,B08134_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B11004_002E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19301_001E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25002_001E,B25010_001E,B25015_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25049_001E,B25050_001E,B25051_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25063_001E,B25065_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25082_001E,B25087_001E,B25088_001E,filing_rate,filings
323.0,1413.0,220.0,41197.0,643.0,579.0,64.0,1350.0,1270.0,1531.0,583300.0,1357.0,64.0,579.0,0.0,25.0,0.0,0.0,86.0,15.0,41.0,49.0,668.0,42.0,171.0,1960.0,579.0,16.1,64.0,64.0,16.0,643.0,64.0,64.0,51.0,510.0,201203.0,3.0,25.0,25.0,2343.0,26.1,1560.0,32.0,31.0,1911.0,643.0,367.0,146.0,62.0,159.0,177.0,112.0,34.0,1571.0,1361.0,80.0,668.0,643.0,643.0,64.0,11.0,579.0,0.0,22.0,0.0,0.0,0.0,23.0,17.0,0.0,769.0,143.0,1281.0,1281.0,1263.0,2343.0,26.7,29.5,34.80090431556545,28.6,1609.0,1263.0,15.0,0.0,64.0,88.0,164.0,89.0,267.0,23.0,50.0,146.0,1236.0,0.0,108.0,107.0,45.0,46.0,26.0,0.0,2040.0,533.0,136.0,397.0,345.0,0.0,52.0,125.0,20.0,20.0,0.0,643.0,22.0,9.0,0.0,101.0,20.0,97.0,50.0,47.0,0.0,52.0,19143.0,1505.0,850.0,643.0,64.0,16.0,48.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,3.64,643.0,2339.0,70.0,60.0,163.0,122.0,643.0,64.0,1961.0,1985.0,643.0,64.0,2013.0,2007.0,643.0,189.0,668.0,47.0,643.0,643.0,643.0,643.0,571.0,668.0,643.0,643.0,668.0,643.0,553.0,553.0,579.0,1259.0,1455.0,715500.0,25.0,579.0,793500.0,793500.0,579.0,579.0,38.2,400000.0,666700.0,29884000.0,64.0,2147.0,38.1,189.0
1127.0,799.0,63.0,116786.0,744.0,322.0,422.0,1150.0,1126.0,1886.0,536900.0,1721.0,422.0,322.0,26.0,0.0,0.0,0.0,42.0,10.0,0.0,0.0,770.0,153.0,206.0,1955.0,322.0,16.5,422.0,369.0,46.0,744.0,422.0,335.0,51.0,510.0,201204.0,2.0,26.0,26.0,1565.0,35.5,1188.0,255.0,66.0,69.0,744.0,363.0,299.0,7.0,57.0,84.0,557.0,27.0,1417.0,1170.0,24.0,770.0,744.0,744.0,422.0,105.0,322.0,0.0,0.0,0.0,0.0,16.0,163.0,18.0,0.0,148.0,17.0,1146.0,1146.0,1146.0,1565.0,34.5,47.3,25.9,34.1,1235.0,1146.0,9.0,69.0,105.0,211.0,93.0,84.0,201.0,63.0,47.0,299.0,1306.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,1464.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,7.0,0.0,6.0,13.0,24.0,5.0,0.0,0.0,0.0,35.0,73295.0,1308.0,639.0,744.0,422.0,144.0,137.0,0.0,79.0,29.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,2.1,744.0,1565.0,5.0,8.0,145.0,56.0,744.0,422.0,1952.0,1947.0,744.0,422.0,2012.0,2009.0,744.0,243.0,770.0,0.0,744.0,744.0,744.0,744.0,1159.0,770.0,744.0,744.0,770.0,744.0,322.0,322.0,322.0,1373.0,2183.0,572600.0,26.0,322.0,611300.0,611300.0,322.0,322.0,22.7,244100.0,681000.0,209918000.0,422.0,2176.0,1.65,8.0
1059.0,724.0,21.0,162596.0,461.0,65.0,396.0,716.0,712.0,3117.0,818500.0,2708.0,396.0,65.0,0.0,0.0,0.0,0.0,22.0,0.0,18.0,0.0,472.0,149.0,0.0,1955.0,65.0,22.6,396.0,323.0,76.0,461.0,396.0,364.0,51.0,510.0,200900.0,4.0,11.0,11.0,1316.0,45.1,1072.0,137.0,20.0,67.0,461.0,376.0,323.0,43.0,10.0,27.0,359.0,22.0,1092.0,735.0,4.0,472.0,461.0,461.0,396.0,59.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,290.0,10.0,722.0,722.0,682.0,1316.0,45.6,40.0,38.99292739625766,45.6,1105.0,682.0,10.0,42.0,149.0,63.0,80.0,72.0,105.0,48.0,31.0,323.0,948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.0,271.0,251.0,10.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,461.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,77368.0,908.0,510.0,461.0,396.0,356.0,40.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,2.85,461.0,1316.0,83.0,23.0,38.0,159.0,461.0,396.0,1956.0,1954.0,461.0,396.0,2006.0,2003.0,461.0,334.0,472.0,0.0,461.0,461.0,461.0,461.0,931.0,472.0,461.0,461.0,472.0,461.0,65.0,65.0,65.0,2281.0,3131.0,164700.0,0.0,65.0,183200.0,183200.0,65.0,65.0,31.7,644600.0,988000.0,330540000.0,396.0,3175.0,10.53,6.0
805.0,528.0,79.0,179449.0,415.0,122.0,293.0,671.0,645.0,1846.0,684000.0,1846.0,293.0,122.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,431.0,119.0,195.0,1942.0,122.0,18.1,293.0,260.0,38.0,415.0,293.0,268.0,51.0,510.0,201300.0,2.0,16.0,16.0,1018.0,36.2,805.0,90.0,32.0,72.0,415.0,279.0,231.0,48.0,0.0,42.0,261.0,65.0,834.0,678.0,26.0,431.0,415.0,415.0,293.0,38.0,122.0,0.0,11.0,0.0,0.0,0.0,6.0,11.0,0.0,200.0,27.0,652.0,652.0,617.0,1018.0,35.1,46.3,40.74670722005034,35.1,896.0,617.0,0.0,117.0,54.0,72.0,19.0,61.0,56.0,20.0,24.0,231.0,818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,102.0,91.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,79443.0,765.0,378.0,415.0,293.0,155.0,130.0,8.0,0.0,0.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,2.45,415.0,1018.0,35.0,15.0,18.0,32.0,415.0,293.0,1942.0,1941.0,415.0,293.0,2010.0,2005.0,415.0,319.0,431.0,10.0,415.0,415.0,415.0,415.0,661.0,431.0,415.0,415.0,431.0,415.0,122.0,122.0,122.0,1553.0,2242.0,220600.0,0.0,122.0,231300.0,231300.0,122.0,122.0,21.7,592000.0,809600.0,239538457.1428911,293.0,3097.0,0.91,1.0
530.0,498.0,14.0,64620.0,409.0,306.0,103.0,542.0,530.0,1458.0,720200.0,1458.0,103.0,306.0,0.0,0.0,0.0,0.0,37.0,11.0,16.0,26.0,409.0,194.0,63.0,1947.0,306.0,14.7,103.0,80.0,25.0,409.0,103.0,79.0,51.0,510.0,201100.0,1.0,0.0,0.0,1191.0,27.0,555.0,94.0,232.0,322.0,409.0,202.0,164.0,32.0,6.0,120.0,148.0,7.0,891.0,587.0,12.0,409.0,409.0,409.0,103.0,32.0,306.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,169.0,35.0,575.0,575.0,556.0,1191.0,29.7,59.8,31.9,29.4,593.0,556.0,0.0,76.0,45.0,60.0,109.0,41.0,83.0,18.0,60.0,164.0,695.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,982.0,100.0,84.0,0.0,0.0,0.0,0.0,35.0,9.0,9.0,0.0,409.0,0.0,40.0,21.0,0.0,30.0,7.0,0.0,11.0,26.0,42.0,34084.0,789.0,370.0,409.0,103.0,103.0,0.0,0.0,0.0,0.0,103.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,2.91,409.0,1191.0,0.0,67.0,35.0,38.0,409.0,103.0,1947.0,1945.0,409.0,103.0,2012.0,2000.0,409.0,259.0,409.0,0.0,409.0,409.0,409.0,409.0,577.0,409.0,409.0,409.0,409.0,409.0,306.0,306.0,306.0,1326.0,1712.0,432000.0,0.0,306.0,435000.0,435000.0,306.0,306.0,31.2,444200.0,868600.0,99388447.7503823,103.0,2708.0,2.67,8.0
1055.0,632.0,97.0,101635.0,779.0,222.0,557.0,962.0,948.0,1755.0,330100.0,1674.0,557.0,222.0,21.0,0.0,9.0,23.0,17.0,11.0,8.0,8.0,892.0,802.0,10.0,1945.0,222.0,22.9,557.0,482.0,60.0,779.0,557.0,464.0,51.0,510.0,201000.0,2.0,113.0,113.0,1325.0,36.1,1154.0,29.0,23.0,200.0,779.0,288.0,214.0,18.0,56.0,20.0,366.0,115.0,1112.0,962.0,14.0,892.0,779.0,779.0,557.0,325.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,223.0,19.0,940.0,940.0,892.0,1325.0,36.6,39.962558466121465,59.0,37.0,1180.0,892.0,0.0,10.0,118.0,131.0,115.0,70.0,83.0,40.0,28.0,214.0,1063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,18.0,29.0,21.0,7.0,0.0,8.0,8.0,18.0,8.0,56.0,67225.0,984.0,482.0,779.0,557.0,57.0,236.0,11.0,34.0,206.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,1.7,779.0,1325.0,0.0,0.0,0.0,80.0,779.0,557.0,1946.0,1945.0,779.0,557.0,2011.0,2010.0,779.0,109.0,892.0,0.0,779.0,779.0,779.0,779.0,909.0,892.0,779.0,779.0,892.0,779.0,222.0,222.0,222.0,1445.0,1875.0,340400.0,21.0,222.0,363500.0,363500.0,222.0,222.0,22.9,282200.0,375500.0,190003000.0,557.0,2030.0,0.44,1.0
1494.0,1062.0,122.0,149857.0,702.0,9.0,693.0,1164.0,1139.0,2352.9894969473007,446800.0,2085.992529701061,693.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,714.0,0.0,0.0,1980.0,9.0,16.9,693.0,582.0,109.0,702.0,693.0,589.0,51.0,59.0,480502.0,3.0,12.0,12.0,2066.0,41.7,1828.0,100.0,72.0,386.0,702.0,558.0,518.0,0.0,40.0,134.0,665.0,8.0,1598.0,1174.0,25.0,714.0,702.0,702.0,693.0,121.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,417.0,21.0,1104.0,1104.0,1035.0,2066.0,42.8,22.4,49.3,46.3,1842.0,1035.0,0.0,94.0,98.0,114.0,157.0,25.0,134.0,29.0,16.0,518.0,1340.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1865.0,293.0,219.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0,0.0,0.0,10.0,6.0,10.0,20.0,11.0,10.0,0.0,26.0,57806.0,1363.0,643.0,702.0,693.0,669.0,24.0,0.0,0.0,0.0,693.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,2.94,702.0,2066.0,344.0,362.0,0.0,0.0,702.0,693.0,1980.0,1980.0,702.0,693.0,2004.0,2004.0,702.0,15.0,714.0,0.0,702.0,702.0,702.0,702.0,1727.7483712048916,714.0,702.0,702.0,714.0,702.0,9.0,9.0,9.0,1793.6975772045064,2458.0242852062565,261703.6608016264,0.0,9.0,284658.5923722539,233339.22712808277,9.0,9.0,38.18166111240867,406600.0,486900.0,296651900.0,693.0,2204.0,10.0,1.0
826.0,1190.0,214.0,97050.0,687.0,255.0,432.0,1413.0,1304.0,1744.0,292400.0,1616.0,432.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,19.0,687.0,0.0,0.0,1984.0,255.0,21.8,432.0,367.0,99.0,687.0,432.0,316.0,51.0,59.0,491103.0,2.0,0.0,0.0,2224.0,30.4,1297.0,456.0,334.0,677.0,687.0,521.0,404.0,23.0,94.0,347.0,410.0,0.0,1685.0,1413.0,109.0,687.0,687.0,687.0,432.0,141.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,539.0,84.0,1304.0,1304.0,1238.0,2224.0,33.1,6.8,47.2,35.4,1399.0,1238.0,0.0,102.0,114.0,206.0,166.0,64.0,141.0,48.0,58.0,404.0,1438.0,0.0,0.0,0.0,0.0,0.0,32.0,36.0,1933.0,248.0,175.0,65.0,65.0,0.0,0.0,82.0,17.0,0.0,0.0,687.0,17.0,65.0,0.0,0.0,20.0,0.0,0.0,0.0,8.0,49.0,35107.0,1604.0,779.0,687.0,432.0,9.0,400.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,3.24,687.0,2224.0,418.0,84.0,78.0,0.0,687.0,432.0,1984.0,1984.0,687.0,432.0,2011.0,2005.0,687.0,366.0,687.0,65.0,687.0,687.0,687.0,687.0,1347.0,687.0,687.0,687.0,687.0,687.0,255.0,255.0,255.0,99.0,1867.0,313900.0,0.0,255.0,397400.0,397400.0,255.0,255.0,27.7,267700.0,341000.0,125721000.0,432.0,1786.0,0.82,2.0
478.0,591.0,104.0,68531.0,401.0,382.0,19.0,788.0,773.0,2022.0,388414.9549382173,1787.0,19.0,382.0,39.0,0.0,0.0,0.0,106.0,90.0,27.0,0.0,532.0,0.0,0.0,1972.0,382.0,22.335477383030018,19.0,0.0,0.0,401.0,19.0,0.0,51.0,59.0,451900.0,3.0,131.0,131.0,1418.0,25.4,881.0,91.0,267.0,432.0,401.0,353.0,201.0,21.0,131.0,133.0,150.0,17.0,990.0,804.0,15.0,532.0,401.0,401.0,19.0,0.0,382.0,0.0,0.0,17.0,0.0,16.0,33.0,57.0,0.0,446.0,0.0,773.0,773.0,773.0,1418.0,25.4,26.7,20.6,25.9,1001.0,773.0,0.0,34.0,233.0,36.0,94.0,100.0,22.0,0.0,127.0,201.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.0,303.0,31.0,161.0,161.0,0.0,0.0,33.0,33.0,33.0,0.0,401.0,17.0,0.0,16.0,0.0,12.0,0.0,0.0,19.0,29.0,0.0,21337.0,974.0,311.0,401.0,19.0,0.0,19.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,3.54,401.0,1418.0,49.0,137.0,240.0,0.0,401.0,19.0,1977.0,1846.1477631796097,401.0,19.0,2014.0,2003.5890179437392,401.0,237.0,532.0,16.0,401.0,401.0,401.0,401.0,686.8619846900499,532.0,401.0,401.0,532.0,401.0,382.0,382.0,382.0,1568.0,2013.0,714500.0,39.0,382.0,772000.0,772000.0,382.0,382.0,33.8,319668.0490403408,456645.0833944366,-38774609.36666238,19.0,1995.4540071377164,18.16,65.0
980.0,1168.0,90.0,103661.0,861.0,616.0,245.0,1671.0,1618.0,1813.0,617700.0,1743.0,245.0,616.0,0.0,0.0,0.0,0.0,23.0,42.0,14.0,21.0,861.0,0.0,22.0,1983.0,616.0,16.0,245.0,214.0,20.0,861.0,245.0,220.0,51.0,59.0,471301.0,2.0,0.0,0.0,2508.0,31.3,1237.0,175.0,792.0,532.0,861.0,514.0,419.0,37.0,58.0,159.0,556.0,103.0,2021.0,1671.0,53.0,861.0,861.0,861.0,245.0,44.0,616.0,0.0,13.0,26.0,0.0,0.0,27.0,143.0,0.0,516.0,21.0,1606.0,1606.0,1542.0,2508.0,35.5,31.1,29.0,33.7,1237.0,1542.0,0.0,70.0,114.0,167.0,207.0,153.0,239.0,117.0,135.0,419.0,1721.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2322.0,341.0,83.0,109.0,109.0,0.0,0.0,34.0,26.0,0.0,0.0,861.0,39.0,17.0,0.0,9.0,18.0,8.0,50.0,0.0,22.0,25.0,48052.0,1939.0,911.0,861.0,245.0,0.0,239.0,0.0,6.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,2.91,861.0,2508.0,387.0,70.0,197.0,15.0,861.0,245.0,1983.0,1985.0,861.0,245.0,2013.0,2007.0,861.0,511.0,861.0,47.0,861.0,861.0,861.0,861.0,1407.0,861.0,861.0,861.0,861.0,861.0,616.0,616.0,616.0,1508.0,1979.0,1125900.0,0.0,616.0,1203200.0,1203200.0,616.0,616.0,24.4,543000.0,692400.0,175239000.0,245.0,2335.0,0.85,5.0
2089.0,1347.0,78.0,202656.0,835.0,62.0,773.0,1180.0,1140.0,3122.0,924100.0,2639.0,773.0,62.0,0.0,0.0,26.0,0.0,9.0,0.0,5.0,0.0,883.0,14.0,22.0,1977.0,62.0,17.5,773.0,591.0,105.0,835.0,773.0,738.0,51.0,59.0,480401.0,2.0,48.0,48.0,2677.0,44.7,2144.0,29.0,368.0,55.0,835.0,771.0,737.0,0.0,34.0,87.0,720.0,111.0,1971.0,1201.0,40.0,883.0,835.0,835.0,773.0,53.0,62.0,0.0,9.0,0.0,9.0,0.0,107.0,92.0,26.0,800.0,0.0,1144.0,1144.0,1004.0,2677.0,45.2,71.4,44.9,45.2,2280.0,1004.0,42.0,12.0,35.0,60.0,96.0,35.0,135.0,75.0,77.0,737.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2536.0,669.0,435.0,0.0,0.0,0.0,0.0,17.0,17.0,9.0,0.0,835.0,30.0,0.0,8.0,0.0,14.0,14.0,0.0,17.0,0.0,0.0,82805.0,1521.0,776.0,835.0,773.0,773.0,0.0,0.0,0.0,0.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,3.21,835.0,2677.0,122.0,405.0,86.0,26.0,835.0,773.0,1977.0,1977.0,835.0,773.0,2005.0,2004.0,835.0,354.0,883.0,0.0,835.0,835.0,835.0,835.0,1866.0,883.0,835.0,835.0,883.0,835.0,62.0,62.0,62.0,2194.0,2854.0,164600.0,0.0,62.0,185000.0,185000.0,62.0,62.0,51.0,772200.0,1180500.0,829386000.0,773.0,3652.0,5.77,3.0
1441.0,1202.0,24.0,210750.0,758.0,28.0,730.0,1276.0,1214.0,3250.0,962800.0,3132.0,730.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,758.0,32.0,18.0,1984.0,28.0,18.5,730.0,616.0,169.0,758.0,730.0,686.0,51.0,59.0,480402.0,1.0,0.0,0.0,2391.0,46.4,1604.0,28.0,651.0,163.0,758.0,716.0,666.0,14.0,36.0,118.0,479.0,56.0,2003.0,1276.0,62.0,758.0,758.0,758.0,730.0,33.0,28.0,0.0,0.0,0.0,0.0,0.0,110.0,166.0,0.0,530.0,0.0,1175.0,1175.0,1068.0,2391.0,47.6,71.7,41.9,46.6,1614.0,1068.0,6.0,9.0,62.0,112.0,169.0,46.0,232.0,60.0,59.0,666.0,1579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2352.0,518.0,395.0,43.0,43.0,0.0,0.0,10.0,10.0,10.0,0.0,758.0,7.0,0.0,0.0,10.0,11.0,0.0,0.0,18.0,0.0,0.0,88362.0,1630.0,771.0,758.0,730.0,723.0,7.0,0.0,0.0,0.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,3.15,758.0,2391.0,187.0,214.0,31.0,0.0,758.0,730.0,1984.0,1985.0,758.0,730.0,2003.0,2003.0,758.0,218.0,758.0,0.0,758.0,758.0,758.0,758.0,2027.0,758.0,758.0,758.0,758.0,758.0,28.0,28.0,28.0,2691.4731310197712,3316.0,65000.0,0.0,28.0,73000.0,73000.0,28.0,28.0,17.8,793200.0,1386500.0,846162700.0,730.0,4001.0,15.79,3.0
418.0,283.0,31.0,98301.0,293.0,74.0,219.0,445.0,445.0,2113.0,619500.0,2113.0,219.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,45.0,60.0,1972.0,74.0,23.6,219.0,157.0,16.0,293.0,219.0,186.0,51.0,510.0,201801.0,1.0,0.0,0.0,672.0,44.1,418.0,217.0,7.0,0.0,293.0,122.0,36.0,31.0,55.0,77.0,197.0,49.0,610.0,445.0,0.0,293.0,293.0,293.0,219.0,100.0,74.0,0.0,0.0,0.0,24.0,21.0,0.0,50.0,0.0,62.0,0.0,445.0,445.0,437.0,672.0,35.4,59.0,38.2597102110568,35.4,448.0,437.0,0.0,20.0,32.0,97.0,0.0,94.0,56.0,0.0,36.0,36.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,0.0,0.0,13.0,31.0,0.0,0.0,0.0,18.0,0.0,0.0,57792.0,505.0,206.0,293.0,219.0,0.0,219.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,2.29,293.0,672.0,0.0,62.0,17.0,14.0,293.0,219.0,1972.0,1975.0,293.0,219.0,2003.0,2003.0,293.0,257.0,293.0,0.0,293.0,293.0,293.0,293.0,429.0,293.0,293.0,293.0,293.0,293.0,43.0,43.0,74.0,1703.6840220803242,2381.0,77100.0,0.0,74.0,83700.0,83700.0,74.0,74.0,15.4,519600.0,719400.0,130512700.0,219.0,2542.0,17.02,8.0
674.0,412.0,14.0,221250.0,442.0,190.0,252.0,633.0,595.0,2418.0,709600.0,2382.0,252.0,190.0,0.0,0.0,0.0,0.0,35.0,31.0,0.0,0.0,457.0,0.0,179.0,2000.0,190.0,13.4,252.0,195.0,44.0,442.0,252.0,207.0,51.0,510.0,201600.0,4.0,15.0,15.0,809.0,45.3,707.0,38.0,17.0,33.0,442.0,252.0,215.0,10.0,27.0,14.0,370.0,31.0,782.0,649.0,38.0,457.0,442.0,442.0,252.0,60.0,190.0,0.0,0.0,0.0,103.0,15.0,112.0,13.0,0.0,27.0,12.0,611.0,611.0,611.0,809.0,43.7,46.78471529787952,38.54032200896578,44.6,754.0,611.0,0.0,56.0,38.0,96.0,17.0,15.0,157.0,32.0,45.0,215.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140932.0,683.0,378.0,442.0,252.0,24.0,134.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.0,1.83,442.0,809.0,10.0,0.0,14.0,11.0,442.0,252.0,2001.0,1965.0,442.0,252.0,2012.0,2008.0,442.0,246.0,457.0,0.0,442.0,442.0,442.0,442.0,616.0,457.0,442.0,442.0,457.0,442.0,190.0,190.0,190.0,1811.0,2767.0,442500.0,0.0,190.0,465800.0,465800.0,190.0,190.0,22.3,588500.0,1132900.0,296817034.97481287,252.0,3479.0,1.19,1.0
1799.0,1434.0,18.0,107895.0,1600.0,1258.0,342.0,2427.0,2270.0,1993.0,493200.0,1928.0,342.0,1258.0,0.0,0.0,0.0,0.0,113.0,41.0,105.0,34.0,1715.0,0.0,0.0,1999.0,1258.0,20.1,342.0,247.0,32.0,1600.0,342.0,305.0,51.0,510.0,201600.0,2.0,115.0,115.0,3159.0,31.1,1926.0,458.0,243.0,523.0,1600.0,567.0,491.0,0.0,76.0,119.0,883.0,70.0,2768.0,2564.0,157.0,1715.0,1600.0,1600.0,342.0,226.0,1258.0,0.0,54.0,0.0,194.0,356.0,257.0,487.0,0.0,363.0,115.0,2382.0,2382.0,2243.0,3159.0,31.7,25.7,31.5,32.0,2031.0,2243.0,0.0,82.0,105.0,199.0,201.0,195.0,373.0,209.0,206.0,491.0,2659.0,0.0,0.0,0.0,0.0,11.0,0.0,16.0,2991.0,223.0,77.0,146.0,146.0,0.0,0.0,48.0,0.0,0.0,0.0,1600.0,74.0,27.0,0.0,14.0,75.0,0.0,0.0,0.0,111.0,88.0,58922.0,2635.0,1229.0,1600.0,342.0,0.0,116.0,0.0,0.0,19.0,342.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1715.0,1.89,1600.0,3022.0,345.0,23.0,53.0,0.0,1600.0,342.0,2000.0,1992.0,1600.0,342.0,2014.0,2010.0,1600.0,686.0,1715.0,100.0,1600.0,1600.0,1600.0,1600.0,1572.0,1715.0,1600.0,1600.0,1715.0,1600.0,1258.0,1258.0,1258.0,1643.0,2378.0,2374600.0,0.0,1258.0,2532000.0,2532000.0,1258.0,1258.0,25.4,377100.0,697300.0,173589000.0,342.0,2090.0,3.89,52.0
