B03002_003E,B01001_002E,B01001_003E,B19013_001E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B25072_001E,B25092_001E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,state,county,tract,block group,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25085_001E,B09002_001E,B19058_002E,B08007_001E,B08008_001E,B08134_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B11004_002E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19301_001E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25002_001E,B25010_001E,B25015_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25049_001E,B25050_001E,B25051_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25063_001E,B25065_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25082_001E,B25087_001E,B25088_001E,filing_rate,filings
0.0,513.0,169.0,24444.0,470.0,470.0,0.0,543.0,440.0,1059.0,365197.4037419165,1004.0,0.0,470.0,0.0,0.0,0.0,0.0,7.0,29.0,60.0,0.0,470.0,88.0,0.0,1971.0,470.0,23.099849012748763,0.0,0.0,0.0,470.0,0.0,0.0,11.0,1.0,7409.0,3.0,0.0,0.0,1243.0,22.0,0.0,1137.0,69.0,0.0,470.0,319.0,30.0,32.0,257.0,122.0,103.0,0.0,707.0,543.0,103.0,470.0,470.0,470.0,0.0,0.0,470.0,0.0,22.0,0.0,0.0,0.0,20.0,71.0,0.0,413.0,265.0,440.0,440.0,440.0,1243.0,30.994019518021048,25.3,34.78465683692672,29.51508534962585,37.0,440.0,0.0,0.0,0.0,25.0,120.0,0.0,118.0,45.0,12.0,30.0,618.0,0.0,0.0,0.0,24.0,0.0,32.0,48.0,1056.0,349.0,349.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,470.0,58.0,57.0,22.0,110.0,45.0,24.0,34.0,43.0,0.0,35.0,13091.0,595.0,185.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,2.64,470.0,1243.0,62.0,96.0,91.0,42.0,470.0,0.0,1971.0,1627.8777367417774,470.0,0.0,2011.0,2000.831041557066,470.0,197.0,470.0,0.0,470.0,470.0,470.0,470.0,238.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,470.0,756.1622334690081,1160.0,425400.0,0.0,470.0,491800.0,491800.0,470.0,470.0,45.3,287818.5141412744,437959.5299367307,-24600365.120476127,0.0,1655.8740203570173,91.75,456.0
23.0,286.0,31.0,33021.0,286.0,129.0,157.0,300.0,277.0,1098.0,390300.0,932.0,157.0,129.0,10.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,314.0,28.0,151.0,1942.0,129.0,25.8,157.0,83.0,5.0,286.0,157.0,140.0,11.0,1.0,7503.0,1.0,28.0,28.0,675.0,36.1,23.0,636.0,0.0,6.0,286.0,151.0,42.0,27.0,82.0,140.0,51.0,0.0,526.0,300.0,23.0,314.0,286.0,286.0,157.0,65.0,129.0,0.0,30.0,7.0,0.0,0.0,18.0,6.0,0.0,89.0,82.0,277.0,277.0,252.0,675.0,34.8,38.3,38.45252740175957,34.8,33.0,252.0,0.0,0.0,6.0,30.0,35.0,15.0,87.0,0.0,0.0,42.0,469.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,91.0,91.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,286.0,52.0,27.0,11.0,20.0,23.0,29.0,11.0,16.0,11.0,17.0,20731.0,407.0,182.0,286.0,157.0,53.0,104.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0,2.36,286.0,675.0,11.0,28.0,16.0,56.0,286.0,157.0,1940.0,0.0,286.0,157.0,2005.0,1994.0,286.0,204.0,314.0,15.0,286.0,286.0,286.0,286.0,279.0,314.0,286.0,286.0,314.0,286.0,124.0,124.0,129.0,692.0,1083.0,117200.0,10.0,129.0,140800.0,140800.0,129.0,129.0,51.0,277500.0,574500.0,81605000.0,157.0,1164.0,16.23,25.0
13.0,1352.0,225.0,17147.0,1110.0,894.0,216.0,971.0,792.0,968.0,365100.0,786.0,216.0,894.0,117.0,60.0,0.0,18.0,53.0,37.0,0.0,242.0,1342.0,142.0,282.0,1961.0,894.0,18.5,216.0,174.0,4.0,1110.0,216.0,192.0,11.0,1.0,7504.0,1.0,232.0,232.0,2796.0,29.8,13.0,2771.0,0.0,12.0,1110.0,535.0,110.0,78.0,347.0,553.0,110.0,7.0,1898.0,971.0,179.0,1342.0,1110.0,1110.0,216.0,69.0,894.0,0.0,128.0,50.0,32.0,0.0,66.0,66.0,18.0,695.0,510.0,792.0,792.0,762.0,2796.0,66.5,29.3,32.39982741218198,66.5,20.0,762.0,0.0,34.0,4.0,51.0,131.0,26.0,151.0,12.0,19.0,110.0,1584.0,1.0,0.0,0.0,0.0,16.0,14.0,54.0,2468.0,602.0,580.0,22.0,0.0,22.0,0.0,242.0,44.0,37.0,0.0,1110.0,261.0,221.0,153.0,106.0,58.0,26.0,0.0,0.0,21.0,15.0,23256.0,1744.0,702.0,1110.0,216.0,77.0,122.0,0.0,7.0,0.0,216.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,2.49,1110.0,2762.0,156.0,67.0,313.0,218.0,1110.0,216.0,1961.0,1960.0,1110.0,216.0,2012.0,2009.0,1110.0,458.0,1342.0,44.0,1110.0,1110.0,1110.0,1110.0,734.0,1342.0,1110.0,1110.0,1342.0,1110.0,802.0,802.0,894.0,291.0,997.0,562100.0,177.0,894.0,668600.0,668600.0,894.0,894.0,51.0,302300.0,436900.0,73955600.0,216.0,1854.0,22.12,207.0
91.0,732.0,42.0,98542.0,546.0,250.0,296.0,964.0,838.0,1315.0,472000.0,1288.0,296.0,250.0,16.0,0.0,8.0,26.0,21.0,0.0,0.0,15.0,596.0,84.0,215.0,1950.0,250.0,18.9,296.0,217.0,35.0,546.0,296.0,257.0,11.0,1.0,7604.0,2.0,50.0,50.0,1510.0,45.5,117.0,1258.0,9.0,77.0,546.0,374.0,172.0,7.0,195.0,191.0,96.0,10.0,1314.0,964.0,126.0,596.0,546.0,546.0,296.0,91.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,177.0,54.0,820.0,820.0,759.0,1510.0,52.5,45.7,37.04861803397358,58.4,188.0,759.0,0.0,36.0,67.0,37.0,234.0,0.0,151.0,10.0,69.0,172.0,1097.0,0.0,0.0,0.0,0.0,0.0,5.0,31.0,1424.0,171.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,31.0,10.0,0.0,0.0,41.0,5.0,0.0,54546.0,1108.0,529.0,546.0,296.0,267.0,24.0,0.0,0.0,0.0,296.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,596.0,2.74,546.0,1498.0,0.0,10.0,153.0,134.0,546.0,296.0,1948.0,0.0,546.0,296.0,2011.0,1994.0,546.0,376.0,596.0,0.0,546.0,546.0,546.0,546.0,804.0,596.0,546.0,546.0,596.0,546.0,250.0,250.0,250.0,735.0,1529.0,311800.0,16.0,250.0,348600.0,348600.0,250.0,250.0,23.8,370600.0,620300.0,182880100.0,296.0,1796.0,103.57,232.0
17.0,497.0,57.0,38409.0,336.0,186.0,150.0,561.0,364.0,1101.0,201500.0,957.0,150.0,186.0,10.0,0.0,0.0,0.0,52.0,0.0,14.0,42.0,357.0,29.0,36.0,1967.0,186.0,21.6,150.0,116.0,7.0,336.0,150.0,105.0,11.0,1.0,9804.0,2.0,21.0,21.0,1122.0,38.1,17.0,1050.0,0.0,55.0,336.0,210.0,85.0,0.0,125.0,228.0,57.0,0.0,907.0,561.0,197.0,357.0,336.0,336.0,150.0,38.0,186.0,0.0,35.0,0.0,0.0,16.0,0.0,25.0,0.0,161.0,146.0,364.0,364.0,364.0,1122.0,16.2,33.9,36.04520261072076,16.2,17.0,364.0,27.0,14.0,51.0,70.0,4.0,21.0,45.0,0.0,0.0,85.0,745.0,41.0,0.0,0.0,0.0,11.0,4.0,38.0,1051.0,167.0,167.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,336.0,51.0,54.0,0.0,0.0,25.0,16.0,36.0,24.0,6.0,0.0,21041.0,764.0,327.0,336.0,150.0,34.0,57.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,3.22,336.0,1083.0,21.0,85.0,94.0,51.0,336.0,150.0,1967.0,1974.0,336.0,150.0,2008.0,2000.0,336.0,168.0,357.0,10.0,336.0,336.0,336.0,336.0,354.0,357.0,336.0,336.0,357.0,336.0,186.0,186.0,186.0,647.0,1151.0,172500.0,10.0,186.0,191000.0,191000.0,186.0,186.0,42.9,173100.0,302600.0,35075000.0,150.0,1286.0,17.93,33.0
0.0,1020.0,214.0,37059.0,782.0,768.0,14.0,1012.0,876.0,1147.0,400257.3225673574,1013.0,14.0,768.0,0.0,0.0,0.0,0.0,11.0,41.0,105.0,47.0,782.0,41.0,94.0,1968.0,768.0,21.863132378172402,14.0,0.0,0.0,782.0,14.0,0.0,11.0,1.0,10900.0,1.0,0.0,0.0,2255.0,26.4,0.0,2167.0,0.0,45.0,782.0,498.0,85.0,37.0,376.0,359.0,105.0,0.0,1480.0,1012.0,136.0,782.0,782.0,782.0,14.0,0.0,768.0,0.0,66.0,13.0,0.0,0.0,0.0,146.0,0.0,562.0,402.0,856.0,856.0,856.0,2255.0,32.12147107853761,26.6,31.69235384716521,26.291793626900358,35.0,856.0,26.0,0.0,88.0,100.0,178.0,99.0,144.0,0.0,68.0,85.0,1234.0,0.0,0.0,0.0,0.0,0.0,68.0,56.0,1891.0,411.0,411.0,0.0,0.0,0.0,0.0,134.0,35.0,0.0,0.0,782.0,79.0,28.0,84.0,80.0,34.0,16.0,85.0,61.0,76.0,58.0,19713.0,1352.0,506.0,782.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.0,2.88,782.0,2255.0,14.0,201.0,131.0,155.0,782.0,14.0,1968.0,1642.240036794869,782.0,14.0,2013.0,2000.195483513079,782.0,208.0,782.0,21.0,782.0,782.0,782.0,782.0,498.06368109527864,782.0,782.0,782.0,782.0,782.0,768.0,768.0,768.0,892.0,1180.0,756700.0,0.0,768.0,873800.0,873800.0,768.0,768.0,38.6,305415.72267177916,494530.01377446426,25546954.438918233,14.0,1628.3137818924347,64.25,469.0
34.0,852.0,67.0,44679.0,481.0,429.0,52.0,760.0,647.0,1193.0,151684.8904799243,1062.0,52.0,429.0,132.0,16.0,0.0,18.0,50.0,0.0,62.0,11.0,647.0,46.0,99.0,1958.0,429.0,38.3,52.0,52.0,0.0,481.0,52.0,52.0,11.0,1.0,10900.0,2.0,166.0,166.0,1564.0,26.0,41.0,1462.0,22.0,38.0,481.0,181.0,68.0,48.0,65.0,235.0,142.0,0.0,1276.0,760.0,113.0,647.0,481.0,481.0,52.0,20.0,429.0,0.0,36.0,21.0,0.0,0.0,0.0,63.0,18.0,259.0,154.0,603.0,603.0,595.0,1564.0,22.1,27.2,23.9,19.5,49.0,595.0,0.0,16.0,43.0,39.0,183.0,19.0,63.0,23.0,32.0,68.0,832.0,0.0,0.0,0.0,21.0,0.0,8.0,10.0,1462.0,238.0,223.0,15.0,15.0,0.0,0.0,36.0,12.0,12.0,0.0,481.0,68.0,45.0,0.0,33.0,13.0,12.0,10.0,64.0,30.0,44.0,18353.0,1171.0,633.0,481.0,52.0,10.0,12.0,0.0,0.0,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,2.21,481.0,1062.0,0.0,102.0,111.0,226.0,481.0,52.0,1959.0,1957.0,481.0,52.0,2012.0,1992.0,481.0,266.0,647.0,31.0,481.0,481.0,481.0,481.0,300.0,647.0,481.0,481.0,647.0,481.0,420.0,420.0,429.0,893.0,1248.0,438100.0,148.0,429.0,521900.0,521900.0,429.0,429.0,31.4,56500.0,278657.5727795672,12850000.0,52.0,1279.6107075890081,35.2,176.0
153.0,432.0,72.0,85341.0,377.0,66.0,311.0,466.0,442.0,1980.0,454600.0,1781.952535831153,311.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,401.0,157.0,25.0,1954.0,66.0,17.4,311.0,239.0,10.0,377.0,311.0,240.0,11.0,1.0,9509.0,3.0,24.0,24.0,898.0,36.7,153.0,720.0,0.0,61.0,377.0,207.0,127.0,6.0,74.0,64.0,157.0,66.0,650.0,466.0,24.0,401.0,377.0,377.0,311.0,148.0,66.0,0.0,0.0,9.0,0.0,89.0,42.0,0.0,0.0,228.0,33.0,442.0,442.0,399.0,898.0,38.1,36.6,37.3187081561814,38.1,170.0,399.0,0.0,11.0,17.0,69.0,57.0,14.0,137.0,11.0,19.0,127.0,650.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,129.0,93.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,25.0,0.0,25.0,0.0,0.0,9.0,0.0,40.0,8.0,24.0,41763.0,552.0,282.0,377.0,311.0,0.0,311.0,0.0,0.0,0.0,311.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,2.38,377.0,898.0,21.0,24.0,0.0,43.0,377.0,311.0,1953.0,1975.0,377.0,311.0,2008.0,2008.0,377.0,181.0,401.0,0.0,377.0,377.0,377.0,377.0,463.18448200981913,401.0,377.0,377.0,401.0,377.0,66.0,66.0,66.0,1423.3183174741803,2242.0,94200.0,0.0,66.0,122500.0,122500.0,66.0,66.0,31.740666930241996,351400.0,638600.0,209372600.0,311.0,1516.0,4.92,3.0
0.0,627.0,15.0,19929.0,800.0,783.0,17.0,774.0,559.0,1034.0,379064.64826469833,854.0,17.0,783.0,48.0,0.0,0.0,0.0,59.0,115.0,79.0,41.0,848.0,151.0,33.0,1969.0,783.0,23.693677473782785,17.0,17.0,0.0,800.0,17.0,17.0,11.0,1.0,9602.0,2.0,48.0,48.0,1763.0,26.7,0.0,1734.0,0.0,0.0,800.0,356.0,6.0,27.0,323.0,519.0,43.0,0.0,1283.0,774.0,215.0,848.0,800.0,800.0,17.0,0.0,783.0,9.0,70.0,115.0,17.0,0.0,159.0,0.0,0.0,480.0,251.0,527.0,527.0,527.0,1763.0,29.3724643327713,26.5,33.16594287152587,28.166670186669194,0.0,527.0,0.0,53.0,27.0,32.0,82.0,0.0,103.0,41.0,92.0,6.0,999.0,11.0,0.0,0.0,0.0,13.0,0.0,12.0,1586.0,303.0,286.0,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,800.0,205.0,82.0,116.0,27.0,120.0,27.0,51.0,60.0,17.0,10.0,13506.0,1160.0,447.0,800.0,17.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,2.2,800.0,1763.0,71.0,168.0,124.0,125.0,800.0,17.0,1969.0,1757.8438764714833,800.0,17.0,2007.0,2002.2054782908756,800.0,405.0,848.0,9.0,800.0,800.0,800.0,800.0,521.0379655014661,848.0,800.0,800.0,848.0,800.0,754.0,754.0,783.0,571.0,1034.0,593300.0,48.0,783.0,745000.0,745000.0,783.0,783.0,39.3,302550.08925399865,435121.32137707085,17174289.77809298,17.0,1748.4131453199338,9.93,73.0
133.0,1482.0,16.0,38799.0,923.0,655.0,268.0,1319.0,985.0,1133.0,245700.0,955.0,268.0,655.0,28.0,25.0,28.0,0.0,109.0,12.0,0.0,130.0,1059.0,149.0,137.0,1959.0,655.0,17.7,268.0,186.0,54.0,923.0,268.0,209.0,11.0,1.0,10400.0,2.0,136.0,136.0,2972.0,38.4,216.0,2756.0,0.0,83.0,923.0,460.0,203.0,110.0,147.0,662.0,159.0,0.0,2408.0,1319.0,334.0,1059.0,923.0,923.0,268.0,112.0,655.0,0.0,77.0,13.0,0.0,0.0,54.0,46.0,28.0,550.0,427.0,968.0,968.0,968.0,2972.0,67.3,37.3,32.199891710571876,55.6,216.0,968.0,0.0,32.0,14.0,83.0,116.0,7.0,152.0,85.0,72.0,203.0,2080.0,0.0,0.0,30.0,21.0,13.0,16.0,92.0,2902.0,595.0,595.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,923.0,104.0,64.0,75.0,41.0,44.0,50.0,120.0,0.0,44.0,38.0,19822.0,1973.0,991.0,923.0,268.0,65.0,117.0,0.0,9.0,0.0,268.0,0.0,0.0,0.0,0.0,14.0,46.0,0.0,0.0,1059.0,2.55,923.0,2357.0,85.0,113.0,193.0,282.0,923.0,268.0,1958.0,1958.0,923.0,268.0,2012.0,2005.0,923.0,469.0,1059.0,45.0,923.0,923.0,923.0,923.0,631.0,1059.0,923.0,923.0,1059.0,923.0,655.0,655.0,655.0,754.0,1159.0,611900.0,53.0,655.0,764200.0,764200.0,655.0,655.0,31.7,182406.20205821114,284100.0,63638400.0,268.0,850.0,36.24,241.0
1529.0,937.0,44.0,133287.0,955.0,412.0,543.0,1305.0,1301.0,1665.0,801800.0,1563.0,543.0,412.0,51.0,0.0,0.0,0.0,19.0,7.0,34.0,0.0,1006.0,62.0,608.0,0.0,412.0,18.9,543.0,452.0,156.0,955.0,543.0,515.0,11.0,1.0,8002.0,2.0,51.0,51.0,2127.0,34.1,1697.0,339.0,40.0,196.0,955.0,374.0,337.0,0.0,37.0,170.0,546.0,96.0,1710.0,1314.0,4.0,1006.0,955.0,955.0,543.0,193.0,412.0,0.0,0.0,31.0,25.0,13.0,7.0,0.0,0.0,417.0,47.0,1310.0,1310.0,1183.0,2127.0,32.1,62.0,17.3,32.2,1708.0,1183.0,0.0,19.0,71.0,158.0,288.0,92.0,169.0,55.0,64.0,337.0,1589.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,1889.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,48.0,16.0,33.0,0.0,41.0,13.0,16.0,47.0,14.0,23.0,78144.0,1549.0,731.0,955.0,543.0,25.0,446.0,29.0,0.0,10.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0,2.22,955.0,2117.0,24.0,63.0,84.0,120.0,955.0,543.0,0.0,0.0,955.0,543.0,2012.0,2008.0,955.0,621.0,1006.0,30.0,955.0,955.0,955.0,955.0,938.0,1006.0,955.0,955.0,1006.0,955.0,400.0,400.0,412.0,1154.0,2405.0,660600.0,51.0,412.0,696000.0,696000.0,412.0,412.0,21.9,595900.0,994700.0,503365000.0,543.0,2868.0,3.57,12.0
50.0,505.0,0.0,57375.0,904.0,345.0,559.0,630.0,580.0,354.0,324700.0,239.0,559.0,345.0,0.0,0.0,0.0,0.0,59.0,49.0,51.0,12.0,904.0,23.0,0.0,1975.0,345.0,21.2,559.0,351.0,52.0,904.0,559.0,453.0,11.0,1.0,9000.0,2.0,0.0,0.0,1483.0,52.9,157.0,1268.0,13.0,152.0,904.0,216.0,116.0,27.0,73.0,226.0,238.0,75.0,1297.0,630.0,50.0,904.0,904.0,904.0,559.0,356.0,345.0,39.0,74.0,0.0,16.0,0.0,13.0,38.0,0.0,228.0,282.0,580.0,580.0,470.0,1483.0,21.6,60.6,44.978457795273876,25.8,157.0,470.0,0.0,0.0,44.0,45.0,60.0,21.0,116.0,28.0,42.0,116.0,1197.0,13.0,0.0,25.0,0.0,0.0,8.0,0.0,1372.0,132.0,101.0,31.0,31.0,0.0,0.0,22.0,0.0,0.0,0.0,904.0,193.0,59.0,50.0,20.0,39.0,16.0,18.0,0.0,11.0,58.0,37209.0,794.0,314.0,904.0,559.0,7.0,508.0,0.0,11.0,8.0,559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.0,1.64,904.0,1483.0,90.0,563.0,93.0,68.0,904.0,559.0,1975.0,1976.0,904.0,559.0,2005.0,1993.0,904.0,95.0,904.0,112.0,904.0,904.0,904.0,904.0,745.0,904.0,904.0,904.0,904.0,904.0,345.0,345.0,345.0,195.0,636.0,171500.0,0.0,345.0,198800.0,183393.22712808277,345.0,345.0,35.2,237400.0,427400.0,178137400.0,559.0,1283.0,1.7,6.0
263.0,852.0,16.0,93707.0,472.0,302.0,170.0,1233.0,1084.0,1375.0,575800.0,1313.0,170.0,302.0,12.0,0.0,0.0,0.0,0.0,22.0,17.0,40.0,484.0,75.0,228.0,1942.0,302.0,18.6,170.0,136.0,61.0,472.0,170.0,138.0,11.0,1.0,10300.0,3.0,12.0,12.0,1613.0,42.9,308.0,747.0,56.0,537.0,472.0,275.0,156.0,77.0,42.0,297.0,198.0,65.0,1521.0,1233.0,149.0,484.0,472.0,472.0,170.0,24.0,302.0,0.0,33.0,14.0,9.0,14.0,1.0,17.0,0.0,68.0,62.0,1084.0,1084.0,1045.0,1613.0,48.2,48.7,32.0,48.2,318.0,1045.0,0.0,71.0,20.0,91.0,131.0,11.0,116.0,10.0,126.0,156.0,1365.0,41.0,0.0,0.0,31.0,16.0,0.0,22.0,1575.0,133.0,54.0,79.0,79.0,0.0,0.0,11.0,0.0,0.0,0.0,472.0,47.0,0.0,0.0,12.0,34.0,18.0,0.0,6.0,0.0,69.0,42119.0,1325.0,687.0,472.0,170.0,115.0,37.0,0.0,9.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,3.42,472.0,1613.0,15.0,0.0,46.0,79.0,472.0,170.0,1941.0,0.0,472.0,170.0,2013.0,2004.0,472.0,394.0,484.0,76.0,472.0,472.0,472.0,472.0,607.0,484.0,472.0,472.0,484.0,472.0,302.0,302.0,302.0,981.0,1955.0,471300.0,12.0,302.0,500000.0,500000.0,302.0,302.0,22.1,431800.0,736700.0,95796000.0,170.0,2179.0,28.57,86.0
117.0,645.0,25.0,100274.0,462.0,177.0,285.0,750.0,705.0,1623.0,481600.0,1402.0,285.0,177.0,12.0,0.0,0.0,13.0,0.0,0.0,5.0,6.0,499.0,66.0,133.0,1959.0,177.0,24.9,285.0,221.0,78.0,462.0,285.0,255.0,11.0,1.0,10300.0,2.0,37.0,37.0,1465.0,39.2,117.0,867.0,0.0,443.0,462.0,246.0,160.0,15.0,71.0,182.0,242.0,8.0,1167.0,750.0,45.0,499.0,462.0,462.0,285.0,126.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,345.0,28.0,668.0,668.0,635.0,1465.0,54.0,43.9,38.40143127509003,54.0,242.0,635.0,0.0,0.0,20.0,53.0,104.0,12.0,98.0,76.0,85.0,160.0,1029.0,0.0,0.0,91.0,10.0,0.0,0.0,10.0,1393.0,317.0,81.0,216.0,143.0,73.0,0.0,4.0,0.0,0.0,0.0,462.0,17.0,23.0,0.0,9.0,18.0,0.0,25.0,24.0,0.0,21.0,36886.0,887.0,399.0,462.0,285.0,124.0,141.0,0.0,0.0,0.0,285.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,2.99,462.0,1383.0,134.0,13.0,98.0,55.0,462.0,285.0,1961.0,1967.0,462.0,285.0,2008.0,1999.0,462.0,273.0,499.0,0.0,462.0,462.0,462.0,462.0,696.0,499.0,462.0,462.0,499.0,462.0,170.0,170.0,177.0,1133.0,1849.0,266300.0,12.0,177.0,291200.0,291200.0,177.0,177.0,23.5,406600.0,611100.0,127801000.0,285.0,1940.0,29.37,74.0
91.0,1496.0,243.0,43207.0,1034.0,984.0,50.0,1600.0,1532.0,1212.0,9999.0,1153.0,50.0,984.0,74.0,0.0,0.0,0.0,146.0,48.0,74.0,8.0,1133.0,411.0,298.0,1947.0,984.0,9.0,50.0,14.0,7.0,1034.0,50.0,35.0,11.0,1.0,1803.0,2.0,99.0,99.0,2863.0,33.3,148.0,1707.0,0.0,1047.0,1034.0,566.0,316.0,116.0,134.0,437.0,197.0,20.0,2150.0,1600.0,68.0,1133.0,1034.0,1034.0,50.0,20.0,984.0,0.0,28.0,24.0,0.0,0.0,0.0,7.0,0.0,682.0,141.0,1512.0,1512.0,1405.0,2863.0,33.8,36.3,29.675150570313598,33.3,206.0,1405.0,0.0,10.0,29.0,63.0,186.0,145.0,293.0,53.0,185.0,316.0,1868.0,1.0,50.0,51.0,56.0,23.0,0.0,15.0,2566.0,489.0,39.0,322.0,248.0,57.0,17.0,216.0,89.0,56.0,0.0,1034.0,60.0,169.0,35.0,94.0,27.0,27.0,52.0,86.0,0.0,153.0,19197.0,1968.0,984.0,1034.0,50.0,7.0,19.0,0.0,0.0,0.0,50.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.0,2.77,1034.0,2860.0,0.0,65.0,114.0,238.0,1034.0,50.0,1947.0,1953.0,1034.0,50.0,2010.0,2004.0,1034.0,570.0,1133.0,84.0,1034.0,1034.0,1034.0,1034.0,935.0,1133.0,1034.0,1034.0,1133.0,1034.0,984.0,984.0,984.0,935.0,1396.0,1131700.0,74.0,984.0,1192200.0,1378537.727128083,984.0,984.0,33.2,9999.0,76126.72454750724,-119035763.32826555,50.0,226.0,16.77,183.0
