GEOID,B03002_003E,B01001_002E,B01001_003E,B19013_001E,B17001_002E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B11009_001E,B16001_002E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B07001_050E,B25106_001E,B25106_003E,B25106_006E,B25072_001E,B25011_002E,B25011_003E,B18101_009E,B25092_001E,B25095_001E,B25119_001E,B25119_002E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,B08013_001E,B08014_001E,B25121_001E,state,county,tract,block group,B25121_002E,B07001_017E,B07001_033E,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B18101_003E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25105_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25106_002E,B25106_004E,B08006_001E,B08006_002E,B08006_003E,B08006_008E,B08012_001E,B07001_001E,B25085_001E,B16001_001E,B16001_003E,B09002_001E,B19058_002E,B08006_007E,B08006_009E,B08006_010E,B08007_001E,B08008_001E,B08134_001E,B08141_001E,B08122_001E,B08126_001E,B08128_001E,B08130_001E,B08132_001E,B08136_001E,B08137_001E,B08201_001E,B08202_001E,B08203_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B05002_013E,B05002_014E,B05002_015E,B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B08011_001E,B08105A_001E,B08105B_001E,B08105D_001E,B08141_002E,B08141_003E,B08141_004E,B08141_005E,B08141_006E,B08141_007E,B08202_002E,B08202_003E,B08202_004E,B08202_005E,B08202_006E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B09010_001E,B11004_002E,B11013_001E,B14006_001E,B14006_002E,B14006_003E,B14006_004E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19083_001E,B19301_001E,B23006_002E,B23006_003E,B23006_004E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25110_001E,B25002_001E,B25010_001E,B25011_001E,B25012_001E,B25015_001E,B25031_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25048_001E,B25049_001E,B25050_001E,B25051_001E,B25052_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25062_001E,B25063_001E,B25065_001E,B25066_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25079_001E,B25080_001E,B25082_001E,B25083_001E,B25086_001E,B25087_001E,B25088_001E,filings,filing_rate
510594713012,980,1168,90,103661,,861,616,245,1671,1618,,,1813,617700,1743,245,616,0,0,0,0,23,42,14,21,861,0,22,1983,,,,,616,,,,16.0,,,,245,214,20,861,245,220,,,,51,59,471301,2,,,,0,0,2508,31.3,1237,175,792,532,861,514,419,37,58,159,556,103,2021,1671,53,,,,861,861,861,245,44,616,0,13,26,,0,0,27,143,,,,,,,,,0,,,516,21,,,,1606,1606,1542,,,,,,,,,,,,2508,35.5,31.1,29.0,33.7,1237,,,,,,,,,,,,,,,,,,,,,,,,,1542,0,70,114,167,207,153,239,117,135,,419,,,,,,1721,0,0,0,0,24,0,0,2322,341,83,109,109,0,0,34,26,0,0,861,39,17,0,9,18,8,50,0,22,25,,48052.0,,,,1939,911,861,245,0,239,0,6,0,245,0,0,0,0,0,0,0,0,,861,2.91,,,861,,2508,387,70,197,15,861,245,1983,1985,861,245,2013,2007,861,511,861,47,861,861,861,861,1407.0,861,,861,861,861,,861,616,616,616,1508,1979,1125900.0,0,-666666666.0,616,1203200.0,,1203200.0,616,616,24.4,543000,692400,,,175239000.0,-666666666,-666666666.0,245,2335,5.0,0.85
510594804012,2089,1347,78,202656,,835,62,773,1180,1140,,,3122,924100,2639,773,62,0,0,26,0,9,0,5,0,883,14,22,1977,,,,,62,,,,17.5,,,,773,591,105,835,773,738,,,,51,59,480401,2,,,,48,48,2677,44.7,2144,29,368,55,835,771,737,0,34,87,720,111,1971,1201,40,,,,883,835,835,773,53,62,0,9,0,,9,0,107,92,,,,,,,,,26,,,800,0,,,,1144,1144,1004,,,,,,,,,,,,2677,45.2,71.4,44.9,45.2,2280,,,,,,,,,,,,,,,,,,,,,,,,,1004,42,12,35,60,96,35,135,75,77,,737,,,,,,1768,0,0,0,0,0,0,0,2536,669,435,0,0,0,0,17,17,9,0,835,30,0,8,0,14,14,0,17,0,0,,82805.0,,,,1521,776,835,773,773,0,0,0,0,773,0,0,0,0,0,0,0,0,,883,3.21,,,835,,2677,122,405,86,26,835,773,1977,1977,835,773,2005,2004,835,354,883,0,835,835,835,835,1866.0,883,,835,835,883,,835,62,62,62,2194,2854,164600.0,0,-666666666.0,62,185000.0,185000.0,185000.0,62,62,51.0,772200,1180500,,829386000.0,829386000.0,-666666666,,773,3652,3.0,5.77
510594804021,1441,1202,24,210750,,758,28,730,1276,1214,,,3250,962800,3132,730,28,0,0,0,0,0,0,10,0,758,32,18,1984,,,,,28,,,,18.5,,,,730,616,169,758,730,686,,,,51,59,480402,1,,,,0,0,2391,46.4,1604,28,651,163,758,716,666,14,36,118,479,56,2003,1276,62,,,,758,758,758,730,33,28,0,0,0,,0,0,110,166,,,,,,,,,0,,,530,0,,,,1175,1175,1068,,,,,,,,,,,,2391,47.6,71.7,41.9,46.6,1614,,,,,,,,,,,,,,,,,,,,,,,,,1068,6,9,62,112,169,46,232,60,59,,666,,,,,,1579,0,0,0,0,0,0,0,2352,518,395,43,43,0,0,10,10,10,0,758,7,0,0,10,11,0,0,18,0,0,,88362.0,,,,1630,771,758,730,723,7,0,0,0,730,0,0,0,0,0,0,0,0,,758,3.15,,,758,,2391,187,214,31,0,758,730,1984,1985,758,730,2003,2003,758,218,758,0,758,758,758,758,2027.0,758,,758,758,758,,758,28,28,28,-666666666,3316,65000.0,0,-666666666.0,28,73000.0,73000.0,73000.0,28,28,17.8,793200,1386500,,,846162700.0,-666666666,-666666666.0,730,4001,3.0,15.79
515102018011,418,283,31,98301,,293,74,219,445,445,,,2113,619500,2113,219,74,0,0,0,0,0,0,0,0,293,45,60,1972,,,,,74,,,,23.6,,,,219,157,16,293,219,186,,,,51,510,201801,1,,,,0,0,672,44.1,418,217,7,0,293,122,36,31,55,77,197,49,610,445,0,,,,293,293,293,219,100,74,0,0,0,,24,21,0,50,,,,,,,,,0,,,62,0,,,,445,445,437,,,,,,,,,,,,672,35.4,59.0,-666666666.0,35.4,448,,,,,,,,,,,,,,,,,,,,,,,,,437,0,20,32,97,0,94,56,0,36,,36,,,,,,551,0,0,0,0,0,0,0,625,15,15,0,0,0,0,0,0,0,0,293,0,0,13,31,0,0,0,18,0,0,,57792.0,,,,505,206,293,219,0,219,0,0,0,219,0,0,0,0,0,0,0,0,,293,2.29,,,293,,672,0,62,17,14,293,219,1972,1975,293,219,2003,2003,293,257,293,0,293,293,293,293,429.0,293,,293,293,293,,293,43,43,74,-666666666,2381,77100.0,0,-666666666.0,74,83700.0,83700.0,83700.0,74,74,15.4,519600,719400,,130512700.0,130512700.0,-666666666,-666666666.0,219,2542,8.0,17.02
515102016004,674,412,14,221250,,442,190,252,633,595,,,2418,709600,2382,252,190,0,0,0,0,35,31,0,0,457,0,179,2000,,,,,190,,,,13.4,,,,252,195,44,442,252,207,,,,51,510,201600,4,,,,15,15,809,45.3,707,38,17,33,442,252,215,10,27,14,370,31,782,649,38,,,,457,442,442,252,60,190,0,0,0,,103,15,112,13,,,,,,,,,0,,,27,12,,,,611,611,611,,,,,,,,,,,,809,43.7,-666666666.0,-666666666.0,44.6,754,,,,,,,,,,,,,,,,,,,,,,,,,611,0,56,38,96,17,15,157,32,45,,215,,,,,,782,0,0,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,442,0,12,0,0,0,0,0,0,0,0,,140932.0,,,,683,378,442,252,24,134,0,0,0,252,0,0,0,0,0,0,0,0,,457,1.83,,,442,,809,10,0,14,11,442,252,2001,1965,442,252,2012,2008,442,246,457,0,442,442,442,442,616.0,457,,442,442,457,,442,190,190,190,1811,2767,442500.0,0,-666666666.0,190,465800.0,,465800.0,190,190,22.3,588500,1132900,,,,-666666666,-666666666.0,252,3479,1.0,1.19
515102016002,1799,1434,18,107895,,1600,1258,342,2427,2270,,,1993,493200,1928,342,1258,0,0,0,0,113,41,105,34,1715,0,0,1999,,,,,1258,,,,20.1,,,,342,247,32,1600,342,305,,,,51,510,201600,2,,,,115,115,3159,31.1,1926,458,243,523,1600,567,491,0,76,119,883,70,2768,2564,157,,,,1715,1600,1600,342,226,1258,0,54,0,,194,356,257,487,,,,,,,,,0,,,363,115,,,,2382,2382,2243,,,,,,,,,,,,3159,31.7,25.7,31.5,32.0,2031,,,,,,,,,,,,,,,,,,,,,,,,,2243,0,82,105,199,201,195,373,209,206,,491,,,,,,2659,0,0,0,0,11,0,16,2991,223,77,146,146,0,0,48,0,0,0,1600,74,27,0,14,75,0,0,0,111,88,,58922.0,,,,2635,1229,1600,342,0,116,0,0,19,342,13,0,0,0,0,0,0,0,,1715,1.89,,,1600,,3022,345,23,53,0,1600,342,2000,1992,1600,342,2014,2010,1600,686,1715,100,1600,1600,1600,1600,1572.0,1715,,1600,1600,1715,,1600,1258,1258,1258,1643,2378,2374600.0,0,-666666666.0,1258,2532000.0,,2532000.0,1258,1258,25.4,377100,697300,,173589000.0,173589000.0,-666666666,-666666666.0,342,2090,52.0,3.89
510131025003,634,655,29,170463,,400,132,268,648,648,,,2735,557700,2606,268,132,0,0,0,0,16,0,0,0,400,93,234,0,,,,,132,,,,17.8,,,,268,250,51,400,268,224,,,,51,13,102500,3,,,,0,0,1060,38.1,919,58,47,303,400,230,219,11,0,39,245,19,816,648,0,,,,400,400,400,268,104,132,0,0,0,,0,0,0,0,,,,,,,,,0,,,271,0,,,,648,648,577,,,,,,,,,,,,1060,32.8,-666666666.0,32.7,38.5,937,,,,,,,,,,,,,,,,,,,,,,,,,577,0,16,73,153,89,17,102,40,20,,219,,,,,,703,0,0,0,0,0,0,0,1031,242,242,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,11,,65390.0,,,,746,430,400,268,134,116,0,0,0,268,0,0,0,0,0,0,0,0,,400,2.65,,,400,,1060,12,18,11,32,400,268,0,0,400,268,2008,2005,400,317,400,0,400,400,400,400,680.0,400,,400,400,400,,400,132,132,132,-666666666,3152,321900.0,0,-666666666.0,132,358300.0,358300.0,358300.0,132,132,19.5,450000,686500,,,,-666666666,-666666666.0,268,2297,1.0,1.04
510594325002,1362,1095,53,144079,,712,108,604,1156,1116,,,2211,466800,2108,604,108,0,0,0,0,41,0,0,0,712,0,0,1979,,,,,108,,,,17.3,,,,604,491,126,712,604,539,,,,51,59,432500,2,,,,0,0,2143,42.5,1605,122,350,243,712,606,526,13,67,212,495,19,1722,1186,40,,,,712,712,712,604,84,108,0,0,0,,0,0,10,108,,,,,,,,,0,,,452,7,,,,1099,1099,1039,,,,,,,,,,,,2143,41.0,56.7,44.3,49.8,1671,,,,,,,,,,,,,,,,,,,,,,,,,1039,28,11,56,91,144,54,215,48,72,,526,,,,,,1569,0,0,0,0,0,0,0,2027,336,183,105,41,0,32,0,0,0,0,712,9,9,0,0,0,7,0,0,0,9,,55431.0,,,,1398,735,712,604,303,301,0,0,0,604,0,0,0,0,0,0,0,0,,712,3.01,,,712,,2143,206,371,17,0,712,604,1979,1979,712,604,2002,1999,712,291,712,0,712,712,712,712,1625.0,712,,712,712,712,,712,108,108,108,1443,2473,215200.0,0,-666666666.0,108,237300.0,237300.0,237300.0,108,108,22.3,407100,576800,287814200.0,287814200.0,287814200.0,-666666666,-666666666.0,604,2182,3.0,3.49
510594527001,209,833,107,33164,,697,501,196,1073,988,,,934,450000,878,196,501,0,0,0,0,55,26,34,35,718,0,0,1968,,,,,501,,,,32.5,,,,196,135,30,697,196,96,,,,51,59,452700,1,,,,21,21,2159,26.9,589,919,460,571,697,486,232,24,230,354,207,28,1534,1073,85,,,,718,697,697,196,15,501,0,104,0,,0,18,85,58,,,,,,,,,0,,,627,161,,,,988,988,958,,,,,,,,,,,,2159,34.2,22.5,34.5,45.4,607,,,,,,,,,,,,,,,,,,,,,,,,,958,0,35,97,144,83,20,311,21,58,,232,,,,,,1143,24,0,10,12,0,0,0,1913,407,149,76,36,40,0,89,25,17,0,697,125,17,55,46,88,41,57,17,21,54,,17096.0,,,,1389,477,697,196,114,24,0,0,0,196,0,0,0,0,0,0,0,0,,718,3.01,,,697,,2095,75,54,300,128,697,196,1968,1976,697,196,2007,2006,697,623,718,34,697,697,697,697,1046.0,718,,697,697,718,,697,501,501,501,511,1257,479700.0,0,-666666666.0,501,537500.0,,537500.0,501,501,34.9,-666666666,632400,,,88555000.0,-666666666,-666666666.0,196,1718,9.0,1.83
510594158002,1537,967,79,166136,,612,39,573,865,805,,,3375,632300,2875,573,39,0,0,0,0,15,12,0,9,612,19,0,1964,,,,,39,,,,19.4,,,,573,340,79,612,573,523,,,,51,59,415800,2,,,,0,0,1832,39.4,1623,27,130,86,612,451,410,16,25,61,489,18,1310,913,60,,,,612,612,612,573,161,39,0,0,0,,0,0,8,0,,,,,,,,,0,,,518,9,,,,843,843,763,,,,,,,,,,,,1832,39.5,56.1,43.0,39.5,1675,,,,,,,,,,,,,,,,,,,,,,,,,763,9,42,44,45,68,39,143,22,64,,410,,,,,,1203,0,0,2,0,0,0,0,1713,419,411,8,8,0,0,0,0,0,0,612,0,0,12,0,43,8,13,0,8,20,,60038.0,,,,1001,520,612,573,562,0,0,0,11,573,0,0,0,0,0,0,0,0,,612,2.98,,,612,,1825,26,99,312,148,612,573,1964,1964,612,573,1998,1997,612,533,612,0,612,612,612,612,1342.0,612,,612,612,612,,612,39,39,39,1906,3501,106000.0,0,-666666666.0,39,119400.0,119400.0,119400.0,39,39,32.5,554800,709800,,,351782000.0,-666666666,-666666666.0,573,2263,2.0,4.0
510594212001,1774,1010,80,141477,,681,81,600,1000,989,,,2927,558200,2693,600,81,0,0,0,0,17,15,0,0,688,0,13,1967,,,,,81,,,,16.3,,,,600,398,122,681,600,551,,,,51,59,421200,1,,,,7,7,2057,42.1,1836,65,73,70,681,582,500,30,52,155,468,70,1600,1046,11,,,,688,681,681,600,68,81,0,0,6,,0,0,0,11,,,,,,,,,0,,,504,0,,,,1001,1001,875,,,,,,,,,,,,2057,41.6,65.9,64.6,43.5,1911,,,,,,,,,,,,,,,,,,,,,,,,,875,15,52,54,124,119,75,124,54,31,,500,,,,,,1429,22,8,0,0,9,0,0,1892,349,326,23,16,7,0,0,0,0,0,681,6,0,5,16,0,0,0,7,0,17,,53389.0,,,,1210,608,681,600,600,0,0,0,0,600,0,0,0,0,0,0,0,0,,688,3.02,,,681,,2057,5,214,425,20,681,600,1967,1967,681,600,2000,1996,681,622,688,6,681,681,681,681,1509.0,688,,681,681,688,,681,70,70,81,2539,2846,186900.0,0,-666666666.0,81,206000.0,206000.0,206000.0,81,81,28.8,466100,654100,301204500.0,301204500.0,301204500.0,-666666666,-666666666.0,600,2277,3.0,4.17
510594314001,550,554,42,153309,,423,79,344,601,590,,,3187,550900,3105,344,79,0,9,0,0,0,0,0,0,432,11,0,1981,,,,,79,,,,17.0,,,,344,315,57,423,344,293,,,,51,59,431400,1,,,,9,9,1160,46.5,640,199,173,108,423,323,283,32,8,23,236,30,965,626,11,,,,432,423,423,344,92,79,0,0,0,,0,10,0,47,,,,,,,,,0,,,237,0,,,,606,606,565,,,,,,,,,,,,1160,50.5,65.5,40.1,53.1,770,,,,,,,,,,,,,,,,,,,,,,,,,565,0,29,74,48,31,13,147,40,39,,283,,,,,,861,0,0,0,0,0,0,0,1115,192,149,11,11,0,0,0,0,0,0,423,0,0,0,10,0,0,0,21,32,0,,71231.0,,,,699,329,423,344,225,119,0,0,0,344,0,0,0,0,0,0,0,0,,432,2.74,,,423,,1160,186,23,155,0,423,344,1982,1981,423,344,2003,1998,423,321,432,0,423,423,423,423,840.0,432,,423,423,432,,423,79,79,79,2769,3303,238700.0,9,,79,250100.0,250100.0,250100.0,79,79,28.5,464400,650500,,175714000.0,175714000.0,-666666666,-666666666.0,344,2392,1.0,1.47
510131028014,418,413,43,79185,,411,103,308,539,539,,,1339,172600,1299,308,103,0,0,0,0,0,0,0,0,411,0,0,1967,,,,,103,,,,20.4,,,,308,220,16,411,308,119,,,,51,13,102801,4,,,,0,0,732,38.3,464,44,150,143,411,180,180,0,0,54,319,0,649,539,0,,,,411,411,411,308,125,103,0,0,0,,0,15,0,0,,,,,,,,,0,,,83,0,,,,497,497,497,,,,,,,,,,,,732,47.4,-666666666.0,34.5,48.5,464,,,,,,,,,,,,,,,,,,,,,,,,,497,0,23,31,72,84,17,42,16,37,,180,,,,,,600,0,0,0,0,0,0,0,689,40,0,0,0,0,0,0,0,0,0,411,50,0,0,37,23,0,0,0,23,20,,45608.0,,,,591,289,411,308,0,15,0,0,0,308,0,0,0,0,0,0,0,0,,411,1.78,,,411,,732,20,89,243,44,411,308,1967,1967,411,308,2012,2011,411,228,411,106,411,411,411,411,617.0,411,,411,411,411,,411,103,103,103,1165,1399,135800.0,0,-666666666.0,103,138300.0,138300.0,138300.0,103,103,23.6,144100,221900,,,66530000.0,-666666666,-666666666.0,308,1314,2.0,1.72
510594918031,980,1182,96,86513,,860,460,400,1364,1306,,,1865,509600,1724,400,460,41,0,0,0,23,15,12,0,901,0,0,1978,,,,,460,,,,22.2,,,,400,319,69,860,400,321,,,,51,59,491803,1,,,,41,41,2398,33.7,1080,34,1104,100,860,546,485,0,61,236,371,11,1916,1364,58,,,,901,860,860,400,113,460,0,0,53,,0,0,118,62,,,,,,,,,0,,,518,27,,,,1306,1306,1152,,,,,,,,,,,,2398,39.9,23.9,32.6,41.7,1239,,,,,,,,,,,,,,,,,,,,,,,,,1152,0,24,102,123,266,45,235,0,65,,485,,,,,,1491,17,0,0,0,0,0,3,2248,457,186,18,18,0,0,12,0,0,0,860,53,0,0,27,0,0,12,0,11,106,,41718.0,,,,1712,761,860,400,388,0,12,0,0,400,0,0,0,0,0,0,0,0,,901,2.78,,,860,,2391,186,383,141,11,860,400,1977,1973,860,400,2012,2001,860,422,901,0,860,860,860,860,1645.0,901,,860,860,901,,860,460,460,460,1497,1951,783600.0,41,,460,856500.0,,856500.0,460,460,26.3,441800,629800,,,185979100.0,-666666666,-666666666.0,400,2330,52.0,10.22
510594817023,462,223,0,73388,,451,295,156,520,520,,,1553,204700,1382,156,295,0,0,0,0,8,24,0,0,460,0,0,1985,,,,,295,,,,26.1,,,,156,126,9,451,156,149,,,,51,59,481702,3,,,,9,9,660,34.9,498,92,32,46,451,108,67,0,41,86,224,0,639,530,0,,,,460,451,451,156,137,295,0,0,0,,0,0,0,80,,,,,,,,,0,,,20,17,,,,512,512,490,,,,,,,,,,,,660,34.9,43.6,30.4,35.4,536,,,,,,,,,,,,,,,,,,,,,,,,,490,0,68,19,63,28,48,88,32,41,,67,,,,,,582,0,0,0,0,0,0,0,660,31,31,0,0,0,0,12,0,0,0,451,0,25,0,0,38,10,16,36,43,28,,52786.0,,,,617,202,451,156,0,0,0,9,24,156,0,0,0,0,0,0,0,0,,460,1.46,,,451,,660,332,48,0,0,451,156,1985,1986,451,156,2013,2012,451,10,460,7,451,451,451,451,614.0,460,,451,451,460,,451,295,295,295,1248,1550,389200.0,0,-666666666.0,295,423400.0,,423400.0,295,295,25.8,187100,235200,,,31780300.0,-666666666,-666666666.0,156,1447,9.0,2.56
510131015001,1310,1021,41,96083,,1109,901,208,1388,1340,,,1813,666700,1778,208,901,0,0,0,0,98,17,84,0,1185,11,37,1968,,,,,901,,,,17.6,,,,208,141,11,1109,208,171,,,,51,13,101500,1,,,,76,76,1942,31.6,1548,59,273,238,1109,269,196,0,73,117,701,226,1694,1388,48,,,,1185,1109,1109,208,96,901,0,44,22,,36,0,97,55,,,,,,,,,0,,,248,15,,,,1275,1275,1193,,,,,,,,,,,,1942,31.6,57.4,35.3,31.7,1610,,,,,,,,,,,,,,,,,,,,,,,,,1193,33,51,168,107,44,154,168,70,96,,196,,,,,,1526,0,0,0,16,0,0,0,1878,184,150,18,18,0,0,15,15,15,0,1109,81,33,15,16,36,16,0,0,21,89,,60284.0,,,,1484,727,1109,208,86,63,0,0,0,208,13,0,0,0,0,0,0,0,,1185,1.75,,,1109,,1942,71,265,418,195,1109,208,1969,1969,1109,208,2013,1998,1109,443,1185,233,1109,1109,1109,1109,1221.0,1185,,1109,1109,1185,,1109,901,901,901,1586,1970,1695900.0,0,-666666666.0,901,1766600.0,,1766600.0,901,901,26.7,337500,883500,,129507900.0,129507900.0,-666666666,-666666666.0,208,1588,16.0,1.69
510131024002,524,485,34,94559,,356,109,247,679,649,,,2303,691000,2212,247,109,39,0,0,0,15,0,0,0,395,42,82,1963,,,,,109,,,,20.0,,,,247,180,39,356,247,196,,,,51,13,102400,2,,,,39,39,995,36.3,755,77,25,352,356,224,174,10,40,212,253,7,899,679,30,,,,395,356,356,247,67,109,0,0,0,,0,7,65,0,,,,,,,,,0,,,96,25,,,,600,600,577,,,,,,,,,,,,995,35.3,64.3,-666666666.0,32.8,761,,,,,,,,,,,,,,,,,,,,,,,,,577,0,20,179,34,106,12,92,10,32,,174,,,,,,806,16,0,0,0,0,0,1,961,94,39,32,32,0,0,0,0,0,0,356,0,0,0,5,13,0,0,10,8,34,,47692.0,,,,757,308,356,247,214,25,8,0,0,247,0,0,0,0,0,0,0,0,,395,2.77,,,356,,987,26,48,70,55,356,247,1960,1972,356,247,2011,2007,356,240,395,39,356,356,356,356,751.0,395,,356,356,395,,356,109,109,109,1408,2710,220100.0,39,,109,239200.0,239200.0,239200.0,109,109,28.5,582300,828500,167795000.0,,167795000.0,-666666666,-666666666.0,247,2686,3.0,3.85
510131004001,1403,720,15,243750,,578,25,553,750,717,,,3501,1070400,3501,553,25,0,0,42,0,0,0,0,13,620,90,0,1957,,,,,25,,,,15.2,,,,553,365,90,578,553,510,,,,51,13,100400,1,,,,42,42,1557,47.6,1449,0,42,88,578,494,441,19,34,17,345,144,1200,750,33,,,,620,578,578,553,84,25,0,0,0,,7,9,7,21,,,,,,,,,42,,,399,13,,,,717,717,661,,,,,,,,,,,,1557,48.4,-666666666.0,44.7,47.8,1493,,,,,,,,,,,,,,,,,,,,,,,,,661,0,32,100,56,124,42,132,27,44,,441,,,,,,1095,0,0,0,0,0,0,0,1523,373,356,0,0,0,0,0,0,0,0,578,0,12,0,0,0,0,10,8,0,21,,113329.0,,,,840,376,578,553,553,0,0,0,0,553,13,0,0,0,0,0,0,0,,620,2.69,,,578,,1557,43,14,113,316,578,553,1957,1957,578,553,2002,2001,578,496,620,0,578,578,578,578,1270.0,620,,578,578,620,,578,25,25,25,3446,3501,87000.0,0,-666666666.0,25,95800.0,95800.0,95800.0,25,25,28.9,883800,1226100,591143000.0,591143000.0,591143000.0,-666666666,,553,2698,1.0,3.03
510594617001,904,1327,0,80250,,977,722,255,1469,1427,,,1919,555900,1702,255,722,0,0,0,0,98,107,14,6,997,0,0,1977,,,,,722,,,,16.3,,,,255,236,17,977,255,219,,,,51,59,461700,1,,,,20,20,2454,33.7,1012,170,1013,240,977,555,488,16,51,58,631,39,2042,1478,42,,,,997,977,977,255,50,722,0,144,39,,32,0,11,20,,,,,,,,,0,,,439,6,,,,1436,1436,1292,,,,,,,,,,,,2454,42.3,26.7,28.4,42.8,1077,,,,,,,,,,,,,,,,,,,,,,,,,1292,21,99,37,24,189,79,271,65,79,,488,,,,,,1630,38,0,0,0,0,0,0,2416,401,113,0,0,0,0,52,39,39,0,977,183,0,0,0,13,0,16,63,0,57,,45610.0,,,,1920,1029,977,255,11,244,0,0,0,255,0,0,0,0,0,0,0,0,,997,2.51,,,977,,2454,271,504,145,14,977,255,1977,1976,977,255,2013,2002,977,481,997,78,977,977,977,977,1431.0,997,,977,977,997,,977,722,722,722,1462,1940,1280800.0,0,-666666666.0,722,1425200.0,,1425200.0,722,722,35.0,466400,668900,134651000.0,,,-666666666,-666666666.0,255,2472,74.0,8.35
510594710001,1538,1119,85,157000,,850,184,666,1222,1193,,,2462,667200,2223,666,184,0,14,0,0,5,14,18,0,896,39,17,1988,,,,,184,,,,18.4,,,,666,517,73,850,666,537,,,,51,59,471000,1,,,,46,46,2186,41.2,1563,47,423,44,850,567,520,13,34,48,491,147,1729,1226,29,,,,896,850,850,666,151,184,0,0,17,,30,0,58,335,,,,,,,,,0,,,536,4,,,,1180,1180,1104,,,,,,,,,,,,2186,42.6,28.4,40.9,42.7,1674,,,,,,,,,,,,,,,,,,,,,,,,,1104,0,47,79,65,192,45,173,50,117,,520,,,,,,1529,0,0,0,0,0,0,0,2021,378,256,10,10,0,0,17,0,0,0,850,17,5,0,5,6,16,5,10,5,21,,72953.0,,,,1407,719,850,666,404,74,5,14,36,666,0,0,0,0,0,0,0,0,,896,2.57,,,850,,2186,123,42,97,155,850,666,1987,1985,850,666,2009,2006,850,694,896,5,850,850,850,850,1540.0,896,,850,850,896,,850,179,179,184,1996,2446,402400.0,14,,184,426900.0,,426900.0,184,184,24.7,468100,903700,516313500.0,,516313500.0,-666666666,-666666666.0,666,2621,3.0,1.76
510131010004,692,435,11,192045,,280,56,224,484,463,,,1778,847800,1389,224,56,0,0,0,0,3,0,0,0,280,83,82,1947,,,,,56,,,,16.9,,,,224,169,47,280,224,215,,,,51,13,101000,4,,,,0,0,896,42.4,701,156,29,9,280,261,220,9,32,72,151,32,654,484,21,,,,280,280,280,224,11,56,0,0,0,,0,9,16,0,,,,,,,,,0,,,288,0,,,,463,463,405,,,,,,,,,,,,896,42.6,42.1,49.4,42.3,711,,,,,,,,,,,,,,,,,,,,,,,,,405,14,13,113,8,54,30,55,29,16,,220,,,,,,576,0,0,0,0,0,2,0,877,269,229,0,0,0,0,0,0,0,0,280,0,0,0,0,36,8,0,11,0,0,,73543.0,,,,555,275,280,224,224,0,0,0,0,224,0,0,0,0,0,0,0,0,,280,3.16,,,280,,886,36,0,0,54,280,224,1947,1945,280,224,2004,2001,280,227,280,0,280,280,280,280,554.0,280,,280,280,280,,280,56,56,56,1292,-666666666,98000.0,0,-666666666.0,56,105500.0,,105500.0,56,56,51.0,684200,1000000,189103900.0,189103900.0,189103900.0,-666666666,-666666666.0,224,3293,2.0,3.51
