GEOID,B03002_003E,B01001_002E,B01001_003E,B19013_001E,B17001_002E,B25003_001E,B25070_001E,B25091_001E,B23025_003E,B23025_004E,B11009_001E,B16001_002E,B25064_001E,B25077_001E,B25058_001E,B25003_002E,B25003_003E,B25004_002E,B25004_003E,B25004_004E,B25004_005E,B25070_007E,B25070_008E,B25070_009E,B19057_002E,B25034_001E,B25034_010E,B25034_011E,B25035_001E,B07001_050E,B25106_001E,B25106_003E,B25106_006E,B25072_001E,B25011_002E,B25011_003E,B18101_009E,B25092_001E,B25095_001E,B25119_001E,B25119_002E,B25081_001E,B25081_002E,B25081_003E,B25014_001E,B25014_002E,B25014_003E,B08013_001E,B08014_001E,B25121_001E,state,county,tract,block group,B25121_002E,B07001_017E,B07001_033E,B25002_003E,B25004_001E,B01001_001E,B01002_001E,B02001_002E,B02001_003E,B02001_005E,B03002_012E,B11001_001E,B11001_002E,B11001_003E,B11001_005E,B11001_006E,B15003_017E,B15003_022E,B15003_025E,B23025_001E,B23025_002E,B23025_005E,B18101_001E,B18101_002E,B18101_003E,B25001_001E,B25002_002E,B25009_001E,B25009_002E,B25009_003E,B25074_001E,B25074_008E,B25074_009E,B25074_010E,B25105_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25106_002E,B25106_004E,B08006_001E,B08006_002E,B08006_003E,B08006_008E,B08012_001E,B07001_001E,B25085_001E,B16001_001E,B16001_003E,B09002_001E,B19058_002E,B08006_007E,B08006_009E,B08006_010E,B08007_001E,B08008_001E,B08134_001E,B08141_001E,B08122_001E,B08126_001E,B08128_001E,B08130_001E,B08132_001E,B08136_001E,B08137_001E,B08201_001E,B08202_001E,B08203_001E,B01003_001E,B01002A_001E,B01002B_001E,B01002D_001E,B01002H_001E,B02008_001E,B05002_013E,B05002_014E,B05002_015E,B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B08011_001E,B08105A_001E,B08105B_001E,B08105D_001E,B08141_002E,B08141_003E,B08141_004E,B08141_005E,B08141_006E,B08141_007E,B08202_002E,B08202_003E,B08202_004E,B08202_005E,B08202_006E,B08303_001E,B08303_002E,B08303_003E,B08303_004E,B08303_005E,B08303_006E,B08303_007E,B08303_008E,B08303_009E,B08303_010E,B09010_001E,B11004_002E,B11013_001E,B14006_001E,B14006_002E,B14006_003E,B14006_004E,B15002_001E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B16004_001E,B16004_002E,B16004_003E,B16004_004E,B16004_005E,B16004_006E,B16004_007E,B17010_002E,B17010_003E,B17010_004E,B17010_005E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19083_001E,B19301_001E,B23006_002E,B23006_003E,B23006_004E,B23022_001E,B23022_002E,B25032_001E,B25032_002E,B25032_003E,B25032_004E,B25032_005E,B25032_006E,B25032_007E,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25110_001E,B25002_001E,B25010_001E,B25011_001E,B25012_001E,B25015_001E,B25031_001E,B25033_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25036_001E,B25036_002E,B25037_001E,B25037_002E,B25038_001E,B25038_002E,B25039_001E,B25039_002E,B25040_001E,B25040_002E,B25041_001E,B25041_002E,B25042_001E,B25043_001E,B25044_001E,B25045_001E,B25046_001E,B25047_001E,B25048_001E,B25049_001E,B25050_001E,B25051_001E,B25052_001E,B25053_001E,B25054_001E,B25055_001E,B25056_001E,B25057_001E,B25059_001E,B25060_001E,B25061_001E,B25062_001E,B25063_001E,B25065_001E,B25066_001E,B25067_001E,B25068_001E,B25069_001E,B25071_001E,B25076_001E,B25078_001E,B25079_001E,B25080_001E,B25082_001E,B25083_001E,B25086_001E,B25087_001E,B25088_001E,filings,filing_rate
110010032004,253,808,8,100708,,478,139,339,1179,1048,,,1335,538100,1316,339,139,17,0,0,0,24,0,17,0,525,47,383,0,,,,,139,,,,24.7,,,,339,249,63,478,339,260,,,,11,1,3200,4,,,,47,47,1681,35.0,348,1138,61,288,478,213,114,9,90,368,192,29,1583,1179,131,,,,525,478,478,339,154,139,0,0,0,,0,0,24,9,,,,,,,,,0,,,33,45,,,,1048,1048,911,,,,,,,31515.0,,,,,1681,35.4,34.7,33.7,35.5,348,,,,,,,,,,,,,,,,,,,,,,,,,911,7,28,83,17,82,63,295,30,70,,114,,,,,,1249,27,0,0,24,0,0,0,1643,89,72,6,0,6,0,10,0,0,0,478,10,10,0,0,0,10,10,19,30,29,,40467.0,,,,1376,745,478,339,0,243,0,0,0,339,0,0,0,0,0,0,0,0,,525,3.52,,,478,,1681,0,0,0,62,478,339,0,0,478,339,2010,2006,478,268,525,0,478,478,478,478,586.0,525,,478,478,525,,478,127,127,139,697,1958,199000.0,17,,139,219800.0,,219800.0,139,139,24.1,368400,659800,166844000.0,166844000.0,166844000.0,-666666666,-666666666.0,339,2062,20.0,12.5
110010032003,556,746,29,92083,,498,250,248,1346,1120,,,-666666666,441700,-666666666,248,250,53,0,35,0,0,0,46,70,630,0,476,0,,,,,250,,,,13.4,,,,248,201,7,498,248,147,,,,11,1,3200,3,,,,132,132,1803,29.4,620,995,103,134,498,272,183,3,86,219,261,0,1530,1346,226,,,,630,498,498,248,89,250,16,55,0,,10,16,0,0,,,,,,,,,35,,,163,132,,,,1120,1120,1089,,,,,,,,,,,,1803,27.9,30.0,29.7,27.9,635,,,,,,,,,,,,,,,,,,,,,,,,,1089,0,40,86,121,65,65,290,35,81,,183,,,,,,1387,0,0,0,0,0,26,35,1726,203,165,0,0,0,0,86,0,0,0,498,71,40,0,0,0,0,0,16,28,7,,43057.0,,,,1392,595,498,248,9,127,23,8,0,248,0,0,0,0,0,0,0,0,,630,3.6,,,498,,1792,0,4,81,43,498,248,0,0,498,248,2012,2007,498,285,630,10,498,498,498,498,518.0,630,,498,498,630,,498,250,250,250,415,1660,316600.0,53,,250,341600.0,,341600.0,250,250,25.6,239500,616500,104407000.0,,104407000.0,-666666666,,248,1547,5.0,3.05
110010032002,119,350,0,85096,,293,105,188,465,406,,,1112,476700,1098,188,105,0,0,0,0,42,0,19,58,337,11,249,0,,,,,105,,,,17.4,,,,188,153,8,293,188,173,,,,11,1,3200,2,,,,44,44,694,35.3,161,363,67,123,293,125,59,18,48,130,159,17,649,465,59,,,,337,293,293,188,55,105,0,0,0,,12,0,0,19,,,,,,,,,0,,,24,66,,,,406,406,406,,,,,,,,,,,,694,31.6,33.8,38.8,31.7,175,,,,,,,,,,,,,,,,,,,,,,,,,406,0,7,0,50,47,33,83,15,60,,59,,,,,,631,0,0,0,0,17,38,0,678,29,21,8,8,0,0,17,0,0,0,293,17,19,11,0,9,19,0,0,42,9,,54063.0,,,,557,281,293,188,0,114,15,28,19,188,0,19,0,0,0,0,0,0,,337,2.37,,,293,,694,9,0,0,37,293,188,0,0,293,188,2010,2006,293,179,337,42,293,293,293,293,320.0,337,,293,293,337,,293,96,96,105,850,1197,98800.0,0,-666666666.0,105,103200.0,,103200.0,105,105,32.9,391700,637500,83304000.0,,83304000.0,-666666666,-666666666.0,188,1778,13.0,11.11
110010033022,523,419,17,127037,,400,203,197,866,833,,,1981,666000,1974,197,203,7,0,0,0,31,0,14,0,450,0,375,0,,,,,203,,,,21.1,,,,197,167,55,400,197,156,,,,11,1,3302,2,,,,50,50,1114,31.8,563,416,75,59,400,126,69,22,35,33,472,13,1051,866,33,,,,450,400,400,197,82,203,0,0,0,,0,0,4,26,,,,,,,,,0,,,61,18,,,,833,833,800,,,,,,,25915.0,,,,,1114,31.0,37.8,33.1,31.9,596,,,,,,,,,,,,,,,,,,,,,,,,,800,0,14,18,90,147,97,152,62,72,,69,,,,,,967,0,0,0,0,0,4,6,1070,28,23,0,0,0,0,6,0,0,0,400,13,8,0,4,0,18,0,10,0,7,,59825.0,,,,978,355,400,197,14,125,18,0,0,197,0,0,0,0,0,0,0,0,,450,2.73,,,400,,1093,6,6,8,25,400,197,0,0,400,197,2011,2004,400,243,450,7,400,400,400,400,487.0,450,,400,400,450,,400,203,203,203,1475,2881,436500.0,7,,203,475300.0,,475300.0,203,203,23.3,479500,840100,123905200.0,123905200.0,123905200.0,-666666666,-666666666.0,197,2586,5.0,2.91
110010033021,606,557,55,133393,,511,191,320,839,806,,,2078,773100,1996,320,191,18,0,19,0,26,0,0,5,586,14,527,0,,,,,191,,,,25.1,,,,320,295,24,511,320,281,,,,11,1,3302,1,,,,75,75,1194,35.0,658,444,47,52,511,277,189,58,30,43,426,28,1036,853,33,,,,586,511,511,320,106,191,0,0,0,,0,0,11,0,,,,,,,,,19,,,150,19,,,,813,813,762,,,,,,,,,,,,1194,31.9,47.7,31.7,31.8,695,,,,,,,,,,,,,,,,,,,,,,,,,762,0,27,107,53,86,29,219,34,35,,189,,,,,,969,4,0,0,0,0,0,0,1072,36,36,0,0,0,0,6,0,0,0,511,8,12,11,7,0,0,6,20,0,19,,76344.0,,,,945,472,511,320,29,205,23,13,8,320,0,0,0,0,0,0,0,0,,586,2.31,,,511,,1179,0,12,9,13,511,320,0,0,511,320,2012,2008,511,278,586,13,511,511,511,511,662.0,586,,511,511,586,,511,187,187,191,1663,2674,377600.0,18,,191,405800.0,,405800.0,191,191,25.0,575800,941200,241694700.0,,241694700.0,-666666666,,320,2878,3.0,1.4
110010043002,1190,956,22,113384,,907,548,359,1442,1380,,,2088,1031300,2074,359,548,0,0,47,0,58,18,80,9,954,50,647,0,,,,,548,,,,20.2,,,,359,264,0,907,359,276,,,,11,1,4300,2,,,,47,47,1831,34.3,1272,430,51,143,907,259,176,0,83,141,511,28,1717,1442,62,,,,954,907,907,359,124,548,0,75,0,,98,75,15,0,,,,,,,,,47,,,92,86,,,,1361,1361,1272,,,,,,,,,,,,1831,31.6,45.6,48.9,31.1,1289,,,,,,,,,,,,,,,,,,,,,,,,,1272,17,66,68,249,259,84,230,48,111,,176,,,,,,1538,0,0,0,0,0,0,0,1778,89,89,0,0,0,0,13,0,0,0,907,75,0,30,26,57,19,15,13,36,9,,79718.0,,,,1532,798,907,359,14,182,48,39,0,359,0,0,0,0,0,0,0,0,,954,2.02,,,907,,1831,0,39,21,9,907,359,0,0,907,359,2011,2006,907,422,954,197,907,907,907,907,799.0,954,,907,907,954,,907,530,530,548,1109,2498,990500.0,0,-666666666.0,548,1025000.0,1025000.0,1025000.0,548,548,33.3,707800,1556300,390103500.0,,390103500.0,-666666666,,359,3038,56.0,8.51
110010043001,1245,1030,129,86719,,1314,829,485,1556,1527,,,1570,594500,1563,485,829,81,0,0,0,86,24,47,33,1395,36,907,0,,,,,829,,,,13.3,,,,485,383,40,1314,485,371,,,,11,1,4300,1,,,,81,81,2245,35.9,1515,372,100,408,1314,314,254,0,60,17,642,58,2039,1564,29,,,,1395,1314,1314,485,222,829,0,14,17,,21,0,60,0,,,,,,,,,0,,,201,141,,,,1498,1498,1435,,,,,,,40925.0,,,,,2245,35.5,60.8,30.2,35.8,1590,,,,,,,,,,,,,,,,,,,,,,,,,1435,7,65,59,264,244,172,262,128,61,,254,,,,,,1931,0,0,0,40,0,0,0,2097,98,24,58,35,23,0,17,17,0,0,1314,51,141,129,42,0,32,0,16,0,84,,76384.0,,,,1820,815,1314,485,24,100,17,0,0,485,0,0,0,0,0,0,20,0,,1395,1.71,,,1314,,2245,25,223,123,0,1314,485,0,0,1314,485,2014,2013,1314,453,1395,206,1314,1314,1314,1314,682.0,1395,,1314,1314,1395,,1314,829,829,829,-666666666,2050,1265600.0,81,,829,1324300.0,,1324300.0,829,829,28.2,226100,850400,280845000.0,,280845000.0,-666666666,-666666666.0,485,2520,43.0,4.8
110010034002,1039,1371,23,107083,,519,277,242,1734,1642,,,1835,693000,1807,242,277,0,22,39,0,54,0,7,10,835,20,676,0,,,,,277,,,,26.4,,,,242,195,46,519,242,180,,,,11,1,3400,2,,,,316,316,3387,20.5,1078,1993,99,233,519,175,78,22,75,96,602,23,3202,1734,92,,,,835,519,519,242,87,277,0,24,0,,0,0,0,10,,,,,,,,,39,,,224,10,,,,1613,1613,1353,,,,,,,,,,,,3387,26.3,19.5,26.2,26.4,1146,,,,,,,,,,,,,,,,,,,,,,,,,1353,11,106,27,219,81,76,440,42,73,,78,,,,,,1319,0,1,0,0,22,2,9,3305,204,192,0,0,0,0,32,0,0,0,519,34,0,0,16,22,0,20,12,0,13,,27618.0,,,,3110,1247,519,242,44,162,0,28,8,242,0,0,0,0,0,0,0,0,,835,3.15,,,519,,1634,4,47,0,78,519,242,0,0,519,242,2011,2008,519,256,835,23,519,519,519,519,618.0,835,,519,519,835,,519,277,277,277,1196,2641,527200.0,22,,277,568700.0,,568700.0,277,277,24.7,457700,1100600,,,192091100.0,-666666666,,242,2740,1.0,0.4
110010058001,1189,924,28,151898,,1175,881,294,1412,1386,,,2716,624000,2585,294,881,143,112,62,8,81,58,32,0,1580,9,230,1999,,,,,881,,,,18.3,,,,294,216,9,1175,294,175,,,,11,1,5800,1,,,,405,405,1697,45.5,1292,161,187,144,1175,256,256,0,0,34,386,106,1633,1484,26,,,,1580,1175,1175,294,141,881,0,10,27,,297,182,254,445,,,,,,,,,70,,,64,21,,,,1403,1403,1252,,,,,,,,,,,,1697,45.5,51.4,38.2,45.2,1349,,,,,,,,,,,,,,,,,,,,,,,,,1252,0,141,330,225,284,107,57,40,17,,256,,,,,,1595,0,0,0,0,0,0,0,1669,36,36,0,0,0,0,0,0,0,0,1175,47,10,0,0,0,0,35,8,12,19,,137154.0,,,,1481,764,1175,294,0,9,0,0,0,294,10,0,0,0,0,0,0,0,,1580,1.44,,,1175,,1697,45,21,88,9,1175,294,2000,2004,1175,294,2014,2012,1175,257,1580,111,1175,1175,1175,1175,776.0,1580,,1175,1175,1580,,1175,858,858,881,2086,3195,2211300.0,255,718100.0,881,2287700.0,,2287700.0,881,881,20.9,480200,791700,,,189961000.0,-666666666,78882000.0,294,3069,39.0,4.2
110010064001,345,787,76,28707,,852,746,106,890,745,,,537,381500,524,106,746,71,16,0,0,76,67,55,77,964,0,348,1962,,,,,746,,,,37.0,,,,106,95,23,852,106,97,,,,11,1,6400,1,,,,112,112,1676,36.5,357,1287,0,43,852,362,76,41,245,218,388,0,1522,899,145,,,,964,852,852,106,81,746,0,85,23,,0,149,85,43,,,,,,,,,0,,,152,404,,,,754,754,624,,,,,,,17150.0,,,,,1676,29.8,37.9,-666666666.0,29.6,357,,,,,,,,,,,,,,,,,,,,,,,,,624,0,42,151,78,85,0,84,24,43,,76,,,,,,1325,28,0,9,0,26,12,12,1576,75,75,0,0,0,0,136,13,0,0,852,209,130,52,14,36,35,22,33,25,54,,38542.0,,,,1286,597,852,106,0,97,9,0,0,106,0,0,0,0,0,0,0,0,,964,1.97,,,852,,1676,40,72,122,105,852,106,1961,0,852,106,2009,2005,852,385,964,69,852,852,852,852,340.0,964,,852,852,964,,852,729,729,746,272,1388,712000.0,87,130800.0,746,746900.0,746900.0,,746,746,27.6,340800,645000,,,,-666666666,-666666666.0,106,2150,79.0,10.56
110010064002,157,374,72,34500,,446,331,115,421,351,,,840,587000,818,115,331,0,0,0,0,9,18,22,56,461,93,75,1959,,,,,331,,,,21.3,,,,115,115,10,446,115,99,,,,11,1,6400,2,,,,15,15,893,29.2,191,663,30,66,446,216,61,0,155,180,149,0,630,435,70,,,,461,446,446,115,86,331,0,27,37,,0,19,15,0,,,,,,,,,0,,,273,205,,,,365,365,349,,,,,,,,,,,,893,33.0,26.4,-666666666.0,33.4,191,,,,,,,,,,,,,,,,,,,,,,,,,349,0,34,53,17,85,0,78,0,20,,61,,,,,,564,0,0,0,0,22,0,0,803,183,183,0,0,0,0,84,0,0,0,446,108,28,13,14,22,40,0,34,29,0,,34024.0,,,,536,193,446,115,0,98,17,0,0,115,0,0,0,0,0,0,0,0,,461,2.0,,,446,,893,19,144,27,69,446,115,1960,1946,446,115,2011,2011,446,190,461,9,446,446,446,446,288.0,461,,446,446,461,,446,331,331,331,99,1142,249200.0,0,-666666666.0,331,264200.0,,,331,331,26.3,495800,678000,,,65555000.0,-666666666,-666666666.0,115,2218,12.0,3.22
110010074071,0,364,14,28438,,427,231,196,498,428,,,1379,183800,1162,196,231,0,0,0,18,9,0,26,18,445,32,18,1971,,,,,231,,,,21.5,,,,196,141,19,427,196,148,,,,11,1,7407,1,,,,18,18,1005,30.2,0,1005,0,0,427,220,44,11,165,265,24,0,771,498,70,,,,445,427,427,196,114,231,0,60,0,,11,48,12,10,,,,,,,,,18,,,237,190,,,,405,405,405,,,,,,,,,,,,1005,-666666666.0,30.2,-666666666.0,-666666666.0,0,,,,,,,,,,,,,,,,,,,,,,,,,405,0,0,63,35,70,16,145,0,0,,44,,,,,,595,0,0,0,0,0,0,16,991,285,285,0,0,0,0,16,7,0,0,427,69,0,29,63,80,0,24,19,10,52,,17932.0,,,,706,221,427,196,10,118,0,0,68,196,0,0,0,0,0,6,0,0,,445,2.35,,,427,,1005,80,68,137,29,427,196,1972,1972,427,196,2012,2007,427,297,445,0,427,427,427,427,401.0,445,,427,427,445,,427,231,231,231,943,1652,271600.0,0,-666666666.0,231,313700.0,,313700.0,231,231,51.0,154400,245000,,,38948000.0,-666666666,,196,950,71.0,23.83
110010013022,3473,2049,0,117025,,2872,2096,776,3679,3598,,,1864,490300,1861,776,2096,133,0,0,0,203,108,79,0,3047,352,933,1954,,,,,2096,,,,20.3,,,,776,512,101,2872,776,626,,,,11,1,1302,2,,,,175,175,4499,35.4,3674,309,130,601,2872,658,493,70,95,0,1421,470,4216,3679,81,,,,3047,2872,2872,776,448,2096,0,63,63,,0,19,114,95,,,,,,,,,0,,,283,0,,,,3560,3560,3278,,,,,,,,,,,,4499,35.3,36.1,26.5,35.6,3776,,,,,,,,,,,,,,,,,,,,,,,,,3278,28,128,130,354,694,428,685,158,157,,493,,,,,,4107,0,0,0,0,0,0,0,4407,191,66,68,34,34,0,36,36,0,0,2872,151,223,18,72,0,19,0,49,0,189,,98320.0,,,,3539,1726,2872,776,143,47,0,0,208,776,0,0,0,0,0,0,0,0,,3047,1.57,,,2872,,4499,272,284,441,537,2872,776,1954,1946,2872,776,2013,2002,2872,1424,3047,796,2872,2872,2872,2872,2863.0,3047,,2872,2872,3047,,2872,2096,2096,2096,1576,2266,3985300.0,133,,2096,4062800.0,,4062800.0,2096,2096,22.7,361400,721800,494679800.0,,494679800.0,-666666666,-666666666.0,776,1732,36.0,1.73
110010037001,779,953,25,120876,,757,566,191,1376,1327,,,1904,587100,1797,191,566,0,0,0,0,18,43,173,0,788,178,296,1946,,,,,566,,,,13.2,,,,191,134,0,757,191,115,,,,11,1,3700,1,,,,31,31,1659,31.7,961,619,30,452,757,431,208,0,223,99,271,14,1634,1376,49,,,,788,757,757,191,41,566,0,21,0,,0,0,98,31,,,,,,,,,0,,,0,171,,,,1327,1327,1282,,,,,,,32205.0,,,,,1659,31.8,30.9,-666666666.0,31.2,978,,,,,,,,,,,,,,,,,,,,,,,,,1282,0,11,23,374,202,106,268,111,172,,208,,,,,,1409,0,0,0,0,0,0,82,1634,0,0,0,0,0,0,0,0,0,0,757,21,0,0,57,11,0,150,16,12,0,,57033.0,,,,1588,917,757,191,0,0,0,10,0,191,0,0,0,0,0,0,0,0,,788,2.19,,,757,,1659,0,45,79,61,757,191,1946,1944,757,191,2008,2012,757,78,788,23,757,757,757,757,245.0,788,,757,757,788,,757,541,541,566,862,2401,931400.0,0,-666666666.0,566,1035200.0,,1035200.0,566,566,29.8,411700,707700,,,97835000.0,-666666666,-666666666.0,191,2152,29.0,6.26
110010073042,61,500,97,63631,,337,210,127,460,373,,,1054,286900,1019,127,210,29,0,0,0,7,19,13,58,412,142,50,1952,,,,,210,,,,38.8,,,,127,114,47,337,127,67,,,,11,1,7304,2,,,,75,75,1151,34.0,61,1090,0,0,337,246,42,42,162,321,47,0,909,460,87,,,,412,337,337,127,34,210,0,21,8,,0,0,0,13,,,,,,,,,0,,,155,162,,,,356,356,332,,,,,,,,,,,,1151,29.0,34.0,-666666666.0,29.0,61,,,,,,,,,,,,,,,,,,,,,,,,,332,33,0,0,53,9,0,56,0,39,,42,,,,,,888,0,0,0,0,0,12,50,1004,95,95,0,0,0,0,49,0,0,0,337,67,0,24,8,0,44,7,9,0,0,,22937.0,,,,778,318,337,127,31,83,0,0,13,127,0,0,0,0,0,0,0,0,,412,3.21,,,337,,1083,43,30,75,59,337,127,1949,1942,337,127,2006,1997,337,244,412,27,337,337,337,337,231.0,412,,337,337,412,,337,210,210,210,773,1190,207900.0,29,,210,243600.0,,243600.0,210,210,23.4,240600,413000,,,,-666666666,-666666666.0,127,1735,70.0,33.02
110010073043,0,199,26,-666666666,,157,134,23,161,139,,,830,-666666666,765,23,134,20,0,0,0,0,23,0,22,205,47,9,1958,,,,,134,,,,-666666666.0,,,,23,0,0,157,23,23,,,,11,1,7304,3,,,,48,48,417,22.4,0,417,0,0,157,100,42,0,58,136,0,0,267,161,22,,,,205,157,157,23,0,134,0,0,0,,0,0,0,0,,,,,,,,,0,,,172,44,,,,139,139,139,,,,,,,,,,,,417,-666666666.0,22.4,-666666666.0,-666666666.0,0,,,,,,,,,,,,,,,,,,,,,,,,,139,0,0,0,45,46,23,0,0,0,,42,,,,,,199,0,0,0,0,0,9,0,358,113,113,0,0,0,0,22,0,0,0,157,0,31,25,0,23,13,0,0,0,0,,16678.0,,,,258,142,157,23,23,0,0,0,0,23,0,0,9,0,0,0,0,0,,205,2.66,,,157,,417,9,34,49,57,157,23,1955,-666666666,157,23,2012,-666666666,157,95,205,0,157,157,157,157,,205,,157,157,205,,157,134,134,134,-666666666,888,97600.0,20,,134,117300.0,117300.0,117300.0,134,134,37.6,-666666666,-666666666,,,,-666666666,-666666666.0,23,-666666666,144.0,85.21
110010049012,977,1106,71,126875,,980,792,188,1489,1468,,,2333,818200,2280,188,792,22,36,0,0,78,78,52,0,1068,21,339,2011,,,,,792,,,,19.5,,,,188,165,34,980,188,162,,,,11,1,4901,2,,,,88,88,1858,33.2,1156,416,118,378,980,197,168,22,7,123,633,65,1760,1507,21,,,,1068,980,980,188,99,792,0,15,6,,341,239,30,17,,,,,,,,,0,,,89,17,,,,1474,1474,1378,,,,,,,,,,,,1858,32.4,58.3,31.9,32.2,1176,,,,,,,,,,,,,,,,,,,,,,,,,1378,0,79,76,173,210,214,301,78,67,,168,,,,,,1606,0,0,0,29,0,8,12,1770,11,9,0,0,0,0,0,0,0,0,980,54,46,31,5,18,49,23,7,15,0,,85042.0,,,,1602,979,980,188,45,84,14,27,12,188,0,0,0,0,0,0,0,0,,1068,1.86,,,980,,1821,0,26,35,20,980,188,2011,0,980,188,2014,2005,980,283,1068,120,980,980,980,980,669.0,1068,,980,980,1068,,980,792,792,792,1235,2967,1707200.0,58,106400.0,792,1784600.0,,1784600.0,792,792,22.6,608900,1107100,159249500.0,,159249500.0,-666666666,-666666666.0,188,3225,46.0,4.61
110010065001,957,536,9,118382,,510,363,147,852,809,,,1898,1098400,1898,147,363,29,0,0,0,24,34,30,10,670,41,421,0,,,,,363,,,,20.1,,,,147,109,32,510,147,147,,,,11,1,6500,1,,,,160,160,1131,32.1,1016,75,0,59,510,133,119,0,14,35,433,85,1034,877,43,,,,670,510,510,147,50,363,0,10,0,,0,0,6,11,,,,,,,,,0,,,105,10,,,,822,822,725,,,,,,,,,,,,1131,32.0,58.2,-666666666.0,32.1,1056,,,,,,,,,,,,,,,,,,,,,,,,,725,12,79,121,181,88,69,115,0,45,,119,,,,,,979,0,0,0,0,0,0,0,1105,79,79,0,0,0,0,0,0,0,0,510,10,0,28,8,0,31,11,0,19,14,,73189.0,,,,949,446,510,147,38,93,9,0,0,147,0,0,0,0,0,0,0,0,,670,2.04,,,510,,1040,10,0,44,137,510,147,0,0,510,147,2013,2000,510,269,670,59,510,510,510,510,439.0,670,,510,510,670,,510,363,363,363,1615,2405,756200.0,29,,363,779700.0,,779700.0,363,363,27.0,721900,1479200,,,157095000.0,-666666666,-666666666.0,147,3656,9.0,2.5
110010071001,181,309,0,55938,,250,169,81,213,184,,,1448,443300,1287,81,169,21,0,0,0,3,8,0,26,271,76,83,1947,,,,,169,,,,21.4,,,,81,75,13,250,81,81,,,,11,1,7100,1,,,,21,21,627,30.2,195,406,26,14,250,124,72,11,41,115,109,0,473,213,29,,,,271,250,250,81,34,169,0,33,9,,0,0,37,7,,,,,,,,,0,,,154,91,,,,184,184,184,,,,,,,,,,,,627,35.2,27.7,30.6,35.5,195,,,,,,,,,,,,,,,,,,,,,,,,,184,0,0,38,35,13,38,40,0,14,,72,,,,,,423,0,0,0,0,0,0,6,614,141,141,0,0,0,0,37,26,26,0,250,42,0,44,7,0,0,6,0,23,8,,31045.0,,,,421,247,250,81,0,65,0,0,0,81,0,0,0,0,0,0,0,0,,271,2.51,,,250,,627,8,31,0,29,250,81,1948,0,250,81,2012,2010,250,189,271,7,250,250,250,250,209.0,271,,250,250,271,,250,169,169,169,832,2608,258900.0,21,,169,281500.0,,281500.0,169,169,51.0,359600,591800,,,,-666666666,-666666666.0,81,2028,22.0,12.09
110010071002,776,1252,235,80156,,1026,603,423,1313,1060,,,920,579300,920,423,603,38,21,0,0,96,61,28,117,1129,31,339,1965,,,,,603,,,,21.3,,,,423,388,36,1026,423,336,,,,11,1,7100,2,,,,103,103,2652,31.2,870,1576,113,152,1026,537,202,42,293,406,397,47,2071,1313,253,,,,1129,1026,1026,423,193,603,13,29,11,,17,32,317,43,,,,,,,,,0,,,485,335,,,,1040,1040,963,,,,,,,,,,,,2652,33.3,25.5,34.0,33.8,944,,,,,,,,,,,,,,,,,,,,,,,,,963,0,28,41,111,205,120,158,72,83,,202,,,,,,1824,7,0,2,11,9,16,17,2354,416,413,3,3,0,0,192,0,0,0,1026,121,121,43,26,0,41,8,33,49,16,,45568.0,,,,1932,761,1026,423,32,193,18,0,0,423,0,0,0,0,0,0,0,0,,1129,2.58,,,1026,,2643,0,43,216,91,1026,423,1964,0,1026,423,2010,2011,1026,521,1129,34,1026,1026,1026,1026,692.0,1129,,1026,1026,1129,,1026,590,590,603,280,1802,640300.0,59,97600.0,603,674200.0,674200.0,674200.0,603,603,31.1,461600,701700,258355500.0,,258355500.0,-666666666,-666666666.0,423,2734,29.0,5.22
110010099061,0,669,56,45074,,756,547,209,865,723,,,1048,228500,959,209,547,26,0,0,10,29,65,12,42,816,368,12,1953,,,,,547,,,,20.3,,,,209,172,59,756,209,178,,,,11,1,9906,1,,,,60,60,1630,34.9,20,1571,8,49,756,365,120,38,207,439,101,0,1373,865,142,,,,816,756,756,209,91,547,0,38,16,,0,84,19,6,,,,,,,,,10,,,242,282,,,,717,717,711,,,,,,,,,,,,1630,60.3,34.7,-666666666.0,-666666666.0,39,,,,,,,,,,,,,,,,,,,,,,,,,711,0,6,17,44,124,66,148,58,41,,120,,,,,,1170,5,0,0,0,2,10,38,1528,210,210,0,0,0,0,82,10,0,0,756,85,81,41,58,23,26,45,18,53,103,,25263.0,,,,1206,491,756,209,24,132,0,0,20,209,0,0,0,0,0,0,0,0,,816,2.13,,,756,,1612,15,18,183,111,756,209,1952,1947,756,209,2010,2003,756,345,816,6,756,756,756,756,485.0,816,,756,756,816,,756,518,518,547,714,1147,427700.0,26,24800.0,547,506200.0,,,547,547,29.5,188800,279500,,46226000.0,46226000.0,-666666666,,209,1194,208.0,39.32
