id,name,parent_location,year,type,filings,filing_rate
240119556002,"Caroline County, Maryland, 955600, 2",Caroline County,2018,observed,13.0,3.16
240119556003,"Caroline County, Maryland, 955600, 3",Caroline County,2018,observed,8.0,4.82
240119556004,"Caroline County, Maryland, 955600, 4",Caroline County,2018,observed,5.0,3.5
240135010012,"Carroll County, Maryland, 501001, 2",Carroll County,2018,observed,4.0,1.38
240135010021,"Carroll County, Maryland, 501002, 1",Carroll County,2018,observed,2.0,1.05
240135010023,"Carroll County, Maryland, 501002, 3",Carroll County,2018,observed,1.0,0.67
240135030003,"Carroll County, Maryland, 503000, 3",Carroll County,2018,observed,1.0,5.56
240135042023,"Carroll County, Maryland, 504202, 3",Carroll County,2018,observed,1.0,1.16
240135052082,"Carroll County, Maryland, 505208, 2",Carroll County,2018,observed,6.0,1.37
240135062003,"Carroll County, Maryland, 506200, 3",Carroll County,2018,observed,1.0,0.49
240135076013,"Carroll County, Maryland, 507601, 3",Carroll County,2018,observed,4.0,1.1
240135077021,"Carroll County, Maryland, 507702, 1",Carroll County,2018,observed,2.0,0.49
240135077031,"Carroll County, Maryland, 507703, 1",Carroll County,2018,observed,3.0,1.0
240135077041,"Carroll County, Maryland, 507704, 1",Carroll County,2018,observed,5.0,2.51
240135077042,"Carroll County, Maryland, 507704, 2",Carroll County,2018,observed,1.0,0.79
240135078011,"Carroll County, Maryland, 507801, 1",Carroll County,2018,observed,15.0,2.86
240135078012,"Carroll County, Maryland, 507801, 2",Carroll County,2018,observed,4.0,0.7
240135078021,"Carroll County, Maryland, 507802, 1",Carroll County,2018,observed,3.0,0.97
240135120001,"Carroll County, Maryland, 512000, 1",Carroll County,2018,observed,2.0,1.1
240135142022,"Carroll County, Maryland, 514202, 2",Carroll County,2018,observed,4.0,2.17
240150302003,"Cecil County, Maryland, 30200, 3",Cecil County,2018,observed,1.0,0.38
240150304002,"Cecil County, Maryland, 30400, 2",Cecil County,2018,observed,3.0,0.67
240150304003,"Cecil County, Maryland, 30400, 3",Cecil County,2018,observed,3.0,1.02
240150304004,"Cecil County, Maryland, 30400, 4",Cecil County,2018,observed,3.0,1.05
240150305012,"Cecil County, Maryland, 30501, 2",Cecil County,2018,observed,1.0,0.83
240150305032,"Cecil County, Maryland, 30503, 2",Cecil County,2018,observed,5.0,1.61
240150305033,"Cecil County, Maryland, 30503, 3",Cecil County,2018,observed,5.0,1.0
240150305061,"Cecil County, Maryland, 30506, 1",Cecil County,2018,observed,1.0,0.88
240150305063,"Cecil County, Maryland, 30506, 3",Cecil County,2018,observed,3.0,1.94
240150306022,"Cecil County, Maryland, 30602, 2",Cecil County,2018,observed,1.0,0.15
240150309042,"Cecil County, Maryland, 30904, 2",Cecil County,2018,observed,1.0,0.74
240150309061,"Cecil County, Maryland, 30906, 1",Cecil County,2018,observed,2.0,0.37
240150309063,"Cecil County, Maryland, 30906, 3",Cecil County,2018,observed,2.0,0.6
240150312011,"Cecil County, Maryland, 31201, 1",Cecil County,2018,observed,1.0,3.85
240150312021,"Cecil County, Maryland, 31202, 1",Cecil County,2018,observed,1.0,0.68
240150313022,"Cecil County, Maryland, 31302, 2",Cecil County,2018,observed,1.0,0.61
240178501011,"Charles County, Maryland, 850101, 1",Charles County,2018,observed,42.0,15.05
240178501012,"Charles County, Maryland, 850101, 2",Charles County,2018,observed,11.0,14.67
240178501021,"Charles County, Maryland, 850102, 1",Charles County,2018,observed,12.0,10.91
240178501022,"Charles County, Maryland, 850102, 2",Charles County,2018,observed,2.0,5.71
240178502011,"Charles County, Maryland, 850201, 1",Charles County,2018,observed,1.0,0.61
240178502021,"Charles County, Maryland, 850202, 1",Charles County,2018,observed,21.0,7.98
240178502022,"Charles County, Maryland, 850202, 2",Charles County,2018,observed,1.0,0.76
240178502023,"Charles County, Maryland, 850202, 3",Charles County,2018,observed,29.0,28.43
240178503001,"Charles County, Maryland, 850300, 1",Charles County,2018,observed,4.0,5.0
240178504001,"Charles County, Maryland, 850400, 1",Charles County,2018,observed,1.0,2.86
240178504002,"Charles County, Maryland, 850400, 2",Charles County,2018,observed,7.0,9.46
240178504003,"Charles County, Maryland, 850400, 3",Charles County,2018,observed,3.0,11.54
240178505001,"Charles County, Maryland, 850500, 1",Charles County,2018,observed,1.0,1.39
240178505002,"Charles County, Maryland, 850500, 2",Charles County,2018,observed,1.0,2.33
240178507061,"Charles County, Maryland, 850706, 1",Charles County,2018,observed,13.0,7.22
240178507062,"Charles County, Maryland, 850706, 2",Charles County,2018,observed,7.0,26.92
240178507081,"Charles County, Maryland, 850708, 1",Charles County,2018,observed,13.0,6.84
240178507082,"Charles County, Maryland, 850708, 2",Charles County,2018,observed,7.0,7.14
240178507091,"Charles County, Maryland, 850709, 1",Charles County,2018,observed,19.0,13.57
240178507092,"Charles County, Maryland, 850709, 2",Charles County,2018,observed,1.0,0.92
240178507093,"Charles County, Maryland, 850709, 3",Charles County,2018,observed,748.0,119.49
240178507101,"Charles County, Maryland, 850710, 1",Charles County,2018,observed,6.0,3.59
240178507102,"Charles County, Maryland, 850710, 2",Charles County,2018,observed,51.0,21.43
240178507111,"Charles County, Maryland, 850711, 1",Charles County,2018,observed,33.0,8.35
240178507112,"Charles County, Maryland, 850711, 2",Charles County,2018,observed,51.0,29.31
240178507121,"Charles County, Maryland, 850712, 1",Charles County,2018,observed,1.0,1.85
240178507122,"Charles County, Maryland, 850712, 2",Charles County,2018,observed,4.0,4.3
240178507131,"Charles County, Maryland, 850713, 1",Charles County,2018,observed,17.0,14.17
240178507132,"Charles County, Maryland, 850713, 2",Charles County,2018,observed,4.0,1.59
240178508011,"Charles County, Maryland, 850801, 1",Charles County,2018,observed,2.0,2.5
240178508012,"Charles County, Maryland, 850801, 2",Charles County,2018,observed,1.0,2.17
240178508013,"Charles County, Maryland, 850801, 3",Charles County,2018,observed,1.0,7.14
240178508014,"Charles County, Maryland, 850801, 4",Charles County,2018,observed,4.0,10.81
240178508021,"Charles County, Maryland, 850802, 1",Charles County,2018,observed,57.0,36.54
240178508022,"Charles County, Maryland, 850802, 2",Charles County,2018,observed,103.0,31.12
240178508023,"Charles County, Maryland, 850802, 3",Charles County,2018,observed,1.0,3.45
240178509011,"Charles County, Maryland, 850901, 1",Charles County,2018,observed,116.0,49.57
240178509012,"Charles County, Maryland, 850901, 2",Charles County,2018,observed,113.0,25.28
240178509013,"Charles County, Maryland, 850901, 3",Charles County,2018,observed,95.0,28.02
240178509021,"Charles County, Maryland, 850902, 1",Charles County,2018,observed,6.0,5.77
240178509022,"Charles County, Maryland, 850902, 2",Charles County,2018,observed,9.0,6.82
240178509023,"Charles County, Maryland, 850902, 3",Charles County,2018,observed,13.0,7.51
240178509041,"Charles County, Maryland, 850904, 1",Charles County,2018,observed,240.0,22.97
240178509042,"Charles County, Maryland, 850904, 2",Charles County,2018,observed,5.0,7.58
240178509051,"Charles County, Maryland, 850905, 1",Charles County,2018,observed,16.0,13.68
240178509052,"Charles County, Maryland, 850905, 2",Charles County,2018,observed,26.0,13.0
240178509061,"Charles County, Maryland, 850906, 1",Charles County,2018,observed,187.0,32.81
240178509062,"Charles County, Maryland, 850906, 2",Charles County,2018,observed,12.0,5.56
240178509063,"Charles County, Maryland, 850906, 3",Charles County,2018,observed,162.0,40.91
240178510012,"Charles County, Maryland, 851001, 2",Charles County,2018,observed,3.0,2.17
240178510022,"Charles County, Maryland, 851002, 2",Charles County,2018,observed,251.0,59.9
240178510023,"Charles County, Maryland, 851002, 3",Charles County,2018,observed,11.0,4.93
240178510024,"Charles County, Maryland, 851002, 4",Charles County,2018,observed,18.0,8.45
240178510025,"Charles County, Maryland, 851002, 5",Charles County,2018,observed,5.0,5.62
240178510026,"Charles County, Maryland, 851002, 6",Charles County,2018,observed,3.0,4.55
240178511001,"Charles County, Maryland, 851100, 1",Charles County,2018,observed,1.0,0.88
240178512002,"Charles County, Maryland, 851200, 2",Charles County,2018,observed,7.0,36.84
240178512004,"Charles County, Maryland, 851200, 4",Charles County,2018,observed,1.0,0.63
240178513011,"Charles County, Maryland, 851301, 1",Charles County,2018,observed,2.0,1.54
240178513023,"Charles County, Maryland, 851302, 3",Charles County,2018,observed,4.0,5.97
240178514001,"Charles County, Maryland, 851400, 1",Charles County,2018,observed,1.0,4.55
240178514002,"Charles County, Maryland, 851400, 2",Charles County,2018,observed,1.0,2.13
240178514004,"Charles County, Maryland, 851400, 4",Charles County,2018,observed,5.0,6.17
240178515001,"Charles County, Maryland, 851500, 1",Charles County,2018,observed,15.0,3.41
240178515002,"Charles County, Maryland, 851500, 2",Charles County,2018,observed,88.0,30.56
240178515003,"Charles County, Maryland, 851500, 3",Charles County,2018,observed,626.0,73.22
240199701001,"Dorchester County, Maryland, 970100, 1",Dorchester County,2018,observed,2.0,4.26
240199701003,"Dorchester County, Maryland, 970100, 3",Dorchester County,2018,observed,1.0,1.33
240199702002,"Dorchester County, Maryland, 970200, 2",Dorchester County,2018,observed,1.0,0.94
240199702003,"Dorchester County, Maryland, 970200, 3",Dorchester County,2018,observed,8.0,6.9
240199702004,"Dorchester County, Maryland, 970200, 4",Dorchester County,2018,observed,22.0,10.78
240199703002,"Dorchester County, Maryland, 970300, 2",Dorchester County,2018,observed,1.0,0.88
240199703003,"Dorchester County, Maryland, 970300, 3",Dorchester County,2018,observed,1.0,1.92
240199703004,"Dorchester County, Maryland, 970300, 4",Dorchester County,2018,observed,12.0,40.0
240199704001,"Dorchester County, Maryland, 970400, 1",Dorchester County,2018,observed,107.0,45.15
240199704002,"Dorchester County, Maryland, 970400, 2",Dorchester County,2018,observed,27.0,7.28
240199704003,"Dorchester County, Maryland, 970400, 3",Dorchester County,2018,observed,5.0,3.14
240199704004,"Dorchester County, Maryland, 970400, 4",Dorchester County,2018,observed,12.0,14.81
240199705001,"Dorchester County, Maryland, 970500, 1",Dorchester County,2018,observed,22.0,9.61
240199705002,"Dorchester County, Maryland, 970500, 2",Dorchester County,2018,observed,62.0,12.35
240199705003,"Dorchester County, Maryland, 970500, 3",Dorchester County,2018,observed,113.0,30.05
240199706001,"Dorchester County, Maryland, 970600, 1",Dorchester County,2018,observed,47.0,9.13
240199706002,"Dorchester County, Maryland, 970600, 2",Dorchester County,2018,observed,5.0,2.78
240199706003,"Dorchester County, Maryland, 970600, 3",Dorchester County,2018,observed,62.0,25.1
240199707021,"Dorchester County, Maryland, 970702, 1",Dorchester County,2018,observed,12.0,11.76
240199707022,"Dorchester County, Maryland, 970702, 2",Dorchester County,2018,observed,1.0,2.86
240199707024,"Dorchester County, Maryland, 970702, 4",Dorchester County,2018,observed,3.0,4.17
240217402002,"Frederick County, Maryland, 740200, 2",Frederick County,2018,observed,2.0,1.22
240217402003,"Frederick County, Maryland, 740200, 3",Frederick County,2018,observed,2.0,2.6
240217501001,"Frederick County, Maryland, 750100, 1",Frederick County,2018,observed,1.0,0.4
240217501002,"Frederick County, Maryland, 750100, 2",Frederick County,2018,observed,4.0,2.55
240217502001,"Frederick County, Maryland, 750200, 1",Frederick County,2018,observed,6.0,5.22
240217502002,"Frederick County, Maryland, 750200, 2",Frederick County,2018,observed,4.0,0.94
240217503001,"Frederick County, Maryland, 750300, 1",Frederick County,2018,observed,43.0,13.4
240217503002,"Frederick County, Maryland, 750300, 2",Frederick County,2018,observed,32.0,12.8
240217505031,"Frederick County, Maryland, 750503, 1",Frederick County,2018,observed,1.0,6.67
240217505032,"Frederick County, Maryland, 750503, 2",Frederick County,2018,observed,94.0,33.33
240217505033,"Frederick County, Maryland, 750503, 3",Frederick County,2018,observed,58.0,25.89
240217505034,"Frederick County, Maryland, 750503, 4",Frederick County,2018,observed,395.0,120.8
240217505035,"Frederick County, Maryland, 750503, 5",Frederick County,2018,observed,175.0,21.24
240217505041,"Frederick County, Maryland, 750504, 1",Frederick County,2018,observed,142.0,29.04
240217505042,"Frederick County, Maryland, 750504, 2",Frederick County,2018,observed,29.0,7.07
240217505043,"Frederick County, Maryland, 750504, 3",Frederick County,2018,observed,1.0,0.24
240217505044,"Frederick County, Maryland, 750504, 4",Frederick County,2018,observed,2.0,3.28
240217505051,"Frederick County, Maryland, 750505, 1",Frederick County,2018,observed,52.0,8.77
240217505052,"Frederick County, Maryland, 750505, 2",Frederick County,2018,observed,63.0,21.8
240217505053,"Frederick County, Maryland, 750505, 3",Frederick County,2018,observed,155.0,22.43
240217505062,"Frederick County, Maryland, 750506, 2",Frederick County,2018,observed,4.0,4.4
240217505063,"Frederick County, Maryland, 750506, 3",Frederick County,2018,observed,1.0,3.33
240217506003,"Frederick County, Maryland, 750600, 3",Frederick County,2018,observed,10.0,8.2
240217507011,"Frederick County, Maryland, 750701, 1",Frederick County,2018,observed,4.0,2.67
240217507012,"Frederick County, Maryland, 750701, 2",Frederick County,2018,observed,8.0,3.52
240217507013,"Frederick County, Maryland, 750701, 3",Frederick County,2018,observed,13.0,185.71
240217507021,"Frederick County, Maryland, 750702, 1",Frederick County,2018,observed,71.0,11.38
240217507022,"Frederick County, Maryland, 750702, 2",Frederick County,2018,observed,174.0,52.1
240217507023,"Frederick County, Maryland, 750702, 3",Frederick County,2018,observed,2.0,2.82
240217508012,"Frederick County, Maryland, 750801, 2",Frederick County,2018,observed,47.0,7.26
240217508013,"Frederick County, Maryland, 750801, 3",Frederick County,2018,observed,34.0,23.13
240217508021,"Frederick County, Maryland, 750802, 1",Frederick County,2018,observed,8.0,3.65
240217508022,"Frederick County, Maryland, 750802, 2",Frederick County,2018,observed,2.0,7.69
240217508023,"Frederick County, Maryland, 750802, 3",Frederick County,2018,observed,7.0,2.04
240217508031,"Frederick County, Maryland, 750803, 1",Frederick County,2018,observed,11.0,8.27
240217508032,"Frederick County, Maryland, 750803, 2",Frederick County,2018,observed,23.0,16.31
240217508033,"Frederick County, Maryland, 750803, 3",Frederick County,2018,observed,3.0,2.05
240217510011,"Frederick County, Maryland, 751001, 1",Frederick County,2018,observed,8.0,6.11
240217510021,"Frederick County, Maryland, 751002, 1",Frederick County,2018,observed,3.0,4.76
240217510023,"Frederick County, Maryland, 751002, 3",Frederick County,2018,observed,69.0,17.38
240217510024,"Frederick County, Maryland, 751002, 4",Frederick County,2018,observed,12.0,16.9
240217510031,"Frederick County, Maryland, 751003, 1",Frederick County,2018,observed,27.0,5.6
240217510032,"Frederick County, Maryland, 751003, 2",Frederick County,2018,observed,48.0,12.37
240217510033,"Frederick County, Maryland, 751003, 3",Frederick County,2018,observed,6.0,2.21
240217510041,"Frederick County, Maryland, 751004, 1",Frederick County,2018,observed,2.0,1.8
240217510042,"Frederick County, Maryland, 751004, 2",Frederick County,2018,observed,87.0,15.65
240217512011,"Frederick County, Maryland, 751201, 1",Frederick County,2018,observed,2.0,0.98
240217512013,"Frederick County, Maryland, 751201, 3",Frederick County,2018,observed,1.0,2.13
240217512021,"Frederick County, Maryland, 751202, 1",Frederick County,2018,observed,41.0,14.04
240217512022,"Frederick County, Maryland, 751202, 2",Frederick County,2018,observed,7.0,3.07
240217512023,"Frederick County, Maryland, 751202, 3",Frederick County,2018,observed,6.0,10.0
240217512031,"Frederick County, Maryland, 751203, 1",Frederick County,2018,observed,1.0,4.76
240217513011,"Frederick County, Maryland, 751301, 1",Frederick County,2018,observed,1.0,1.33
240217513021,"Frederick County, Maryland, 751302, 1",Frederick County,2018,observed,1.0,0.69
240217516001,"Frederick County, Maryland, 751600, 1",Frederick County,2018,observed,1.0,1.02
240217516002,"Frederick County, Maryland, 751600, 2",Frederick County,2018,observed,2.0,1.1
240217517012,"Frederick County, Maryland, 751701, 2",Frederick County,2018,observed,1.0,4.35
240217517021,"Frederick County, Maryland, 751702, 1",Frederick County,2018,observed,9.0,8.41
240217517023,"Frederick County, Maryland, 751702, 3",Frederick County,2018,observed,1.0,1.33
240217519011,"Frederick County, Maryland, 751901, 1",Frederick County,2018,observed,1.0,1.52
240217519013,"Frederick County, Maryland, 751901, 3",Frederick County,2018,observed,6.0,12.77
240217519023,"Frederick County, Maryland, 751902, 3",Frederick County,2018,observed,3.0,1.33
240217519041,"Frederick County, Maryland, 751904, 1",Frederick County,2018,observed,1.0,16.67
240217520011,"Frederick County, Maryland, 752001, 1",Frederick County,2018,observed,1.0,4.55
240217520012,"Frederick County, Maryland, 752001, 2",Frederick County,2018,observed,1.0,1.08
240217522011,"Frederick County, Maryland, 752201, 1",Frederick County,2018,observed,1.0,1.19
240217522023,"Frederick County, Maryland, 752202, 3",Frederick County,2018,observed,4.0,9.3
240217522041,"Frederick County, Maryland, 752204, 1",Frederick County,2018,observed,1.0,4.76
240217523011,"Frederick County, Maryland, 752301, 1",Frederick County,2018,observed,67.0,24.81
240217523012,"Frederick County, Maryland, 752301, 2",Frederick County,2018,observed,2.0,4.76
240217523013,"Frederick County, Maryland, 752301, 3",Frederick County,2018,observed,10.0,6.9
240217523022,"Frederick County, Maryland, 752302, 2",Frederick County,2018,observed,1.0,2.38
240217523023,"Frederick County, Maryland, 752302, 3",Frederick County,2018,observed,1.0,0.32
240217523033,"Frederick County, Maryland, 752303, 3",Frederick County,2018,observed,1.0,1.39
240217525011,"Frederick County, Maryland, 752501, 1",Frederick County,2018,observed,1.0,2.94
240217525014,"Frederick County, Maryland, 752501, 4",Frederick County,2018,observed,16.0,27.59
240217526012,"Frederick County, Maryland, 752601, 2",Frederick County,2018,observed,2.0,2.99
240217526013,"Frederick County, Maryland, 752601, 3",Frederick County,2018,observed,6.0,9.23
240217526014,"Frederick County, Maryland, 752601, 4",Frederick County,2018,observed,10.0,9.01
240217526033,"Frederick County, Maryland, 752603, 3",Frederick County,2018,observed,3.0,7.89
240217528022,"Frederick County, Maryland, 752802, 2",Frederick County,2018,observed,11.0,24.44
240217530012,"Frederick County, Maryland, 753001, 2",Frederick County,2018,observed,4.0,3.88
240217530013,"Frederick County, Maryland, 753001, 3",Frederick County,2018,observed,1.0,2.44
240217530014,"Frederick County, Maryland, 753001, 4",Frederick County,2018,observed,3.0,6.0
240217530022,"Frederick County, Maryland, 753002, 2",Frederick County,2018,observed,3.0,3.3
240217530023,"Frederick County, Maryland, 753002, 3",Frederick County,2018,observed,16.0,10.26
240217651001,"Frederick County, Maryland, 765100, 1",Frederick County,2018,observed,69.0,14.56
240217651002,"Frederick County, Maryland, 765100, 2",Frederick County,2018,observed,9.0,9.68
240217651003,"Frederick County, Maryland, 765100, 3",Frederick County,2018,observed,4.0,7.69
240217668001,"Frederick County, Maryland, 766800, 1",Frederick County,2018,observed,15.0,15.31
240217668002,"Frederick County, Maryland, 766800, 2",Frederick County,2018,observed,7.0,3.5
240217668004,"Frederick County, Maryland, 766800, 4",Frederick County,2018,observed,20.0,10.58
240217707001,"Frederick County, Maryland, 770700, 1",Frederick County,2018,observed,1.0,5.56
240217722001,"Frederick County, Maryland, 772200, 1",Frederick County,2018,observed,26.0,17.33
240217722002,"Frederick County, Maryland, 772200, 2",Frederick County,2018,observed,40.0,18.43
240217735001,"Frederick County, Maryland, 773500, 1",Frederick County,2018,observed,6.0,13.33
240217735002,"Frederick County, Maryland, 773500, 2",Frederick County,2018,observed,4.0,1.7
240217735003,"Frederick County, Maryland, 773500, 3",Frederick County,2018,observed,2.0,3.03
240217753021,"Frederick County, Maryland, 775302, 1",Frederick County,2018,observed,1.0,1.54
240217753025,"Frederick County, Maryland, 775302, 5",Frederick County,2018,observed,1.0,1.45
240217754001,"Frederick County, Maryland, 775400, 1",Frederick County,2018,observed,2.0,2.82
240217754002,"Frederick County, Maryland, 775400, 2",Frederick County,2018,observed,3.0,17.65
240217754003,"Frederick County, Maryland, 775400, 3",Frederick County,2018,observed,5.0,4.55
240217756002,"Frederick County, Maryland, 775600, 2",Frederick County,2018,observed,10.0,11.24
240230001001,"Garrett County, Maryland, 100, 1",Garrett County,2018,observed,25.0,20.83
240230001002,"Garrett County, Maryland, 100, 2",Garrett County,2018,observed,7.0,5.34
240230001003,"Garrett County, Maryland, 100, 3",Garrett County,2018,observed,1.0,1.64
240230002001,"Garrett County, Maryland, 200, 1",Garrett County,2018,observed,10.0,4.29
240230003001,"Garrett County, Maryland, 300, 1",Garrett County,2018,observed,1.0,1.79
240230005002,"Garrett County, Maryland, 500, 2",Garrett County,2018,observed,12.0,4.53
240230005003,"Garrett County, Maryland, 500, 3",Garrett County,2018,observed,1.0,0.98
240230006001,"Garrett County, Maryland, 600, 1",Garrett County,2018,observed,3.0,18.75
240230006003,"Garrett County, Maryland, 600, 3",Garrett County,2018,observed,7.0,6.8
240230006004,"Garrett County, Maryland, 600, 4",Garrett County,2018,observed,16.0,5.32
240230007002,"Garrett County, Maryland, 700, 2",Garrett County,2018,observed,15.0,3.82
240230007003,"Garrett County, Maryland, 700, 3",Garrett County,2018,observed,9.0,9.47
240253011021,"Harford County, Maryland, 301102, 1",Harford County,2018,observed,5.0,19.23
240253011051,"Harford County, Maryland, 301105, 1",Harford County,2018,observed,3.0,16.67
240253011052,"Harford County, Maryland, 301105, 2",Harford County,2018,observed,4.0,3.1
240253011061,"Harford County, Maryland, 301106, 1",Harford County,2018,observed,3.0,3.49
240253011071,"Harford County, Maryland, 301107, 1",Harford County,2018,observed,7.0,8.64
240253011072,"Harford County, Maryland, 301107, 2",Harford County,2018,observed,215.0,23.45
240253012012,"Harford County, Maryland, 301201, 2",Harford County,2018,observed,1.0,2.44
240253012021,"Harford County, Maryland, 301202, 1",Harford County,2018,observed,1.0,1.19
240253012022,"Harford County, Maryland, 301202, 2",Harford County,2018,observed,69.0,18.02
240253012023,"Harford County, Maryland, 301202, 3",Harford County,2018,observed,4.0,3.15
240253012024,"Harford County, Maryland, 301202, 4",Harford County,2018,observed,2.0,1.44
240253012041,"Harford County, Maryland, 301204, 1",Harford County,2018,observed,51.0,14.13
240253012052,"Harford County, Maryland, 301205, 2",Harford County,2018,observed,18.0,10.78
240253012053,"Harford County, Maryland, 301205, 3",Harford County,2018,observed,16.0,32.0
240253013011,"Harford County, Maryland, 301301, 1",Harford County,2018,observed,114.0,175.38
240253013012,"Harford County, Maryland, 301301, 2",Harford County,2018,observed,5.0,17.86
240253013013,"Harford County, Maryland, 301301, 3",Harford County,2018,observed,1.0,9.09
240253013021,"Harford County, Maryland, 301302, 1",Harford County,2018,observed,283.0,48.38
240253013022,"Harford County, Maryland, 301302, 2",Harford County,2018,observed,225.0,72.58
240253013023,"Harford County, Maryland, 301302, 3",Harford County,2018,observed,126.0,68.11
240253013024,"Harford County, Maryland, 301302, 4",Harford County,2018,observed,94.0,61.84
240253014011,"Harford County, Maryland, 301401, 1",Harford County,2018,observed,21.0,8.17
240253014012,"Harford County, Maryland, 301401, 2",Harford County,2018,observed,68.0,27.76
240253014013,"Harford County, Maryland, 301401, 3",Harford County,2018,observed,44.0,11.17
240253014021,"Harford County, Maryland, 301402, 1",Harford County,2018,observed,1.0,3.85
240253014022,"Harford County, Maryland, 301402, 2",Harford County,2018,observed,2.0,3.51
240253016011,"Harford County, Maryland, 301601, 1",Harford County,2018,observed,1.0,6.25
240253016012,"Harford County, Maryland, 301601, 2",Harford County,2018,observed,376.0,116.77
240253016013,"Harford County, Maryland, 301601, 3",Harford County,2018,observed,232.0,234.34
240253016014,"Harford County, Maryland, 301601, 4",Harford County,2018,observed,78.0,520.0
240253016015,"Harford County, Maryland, 301601, 5",Harford County,2018,observed,216.0,73.72
240253016021,"Harford County, Maryland, 301602, 1",Harford County,2018,observed,76.0,64.96
240253016022,"Harford County, Maryland, 301602, 2",Harford County,2018,observed,22.0,11.11
240253016023,"Harford County, Maryland, 301602, 3",Harford County,2018,observed,66.0,115.79
240253017021,"Harford County, Maryland, 301702, 1",Harford County,2018,observed,98.0,31.31
240253017022,"Harford County, Maryland, 301702, 2",Harford County,2018,observed,32.0,42.11
240253017023,"Harford County, Maryland, 301702, 3",Harford County,2018,observed,2.0,1.45
240253017024,"Harford County, Maryland, 301702, 4",Harford County,2018,observed,3.0,4.23
240253017025,"Harford County, Maryland, 301702, 5",Harford County,2018,observed,78.0,29.89
240253017031,"Harford County, Maryland, 301703, 1",Harford County,2018,observed,2.0,4.17
240253017032,"Harford County, Maryland, 301703, 2",Harford County,2018,observed,23.0,34.33
240253017041,"Harford County, Maryland, 301704, 1",Harford County,2018,observed,9.0,10.71
240253017042,"Harford County, Maryland, 301704, 2",Harford County,2018,observed,74.0,17.09
240253021002,"Harford County, Maryland, 302100, 2",Harford County,2018,observed,2.0,18.18
240253022001,"Harford County, Maryland, 302200, 1",Harford County,2018,observed,4.0,30.77
240253022002,"Harford County, Maryland, 302200, 2",Harford County,2018,observed,16.0,6.15
240253024001,"Harford County, Maryland, 302400, 1",Harford County,2018,observed,58.0,58.0
240253024002,"Harford County, Maryland, 302400, 2",Harford County,2018,observed,51.0,16.5
240253024003,"Harford County, Maryland, 302400, 3",Harford County,2018,observed,7.0,6.09
240253028011,"Harford County, Maryland, 302801, 1",Harford County,2018,observed,17.0,34.69
240253028013,"Harford County, Maryland, 302801, 3",Harford County,2018,observed,7.0,12.73
240253028021,"Harford County, Maryland, 302802, 1",Harford County,2018,observed,42.0,34.15
240253028022,"Harford County, Maryland, 302802, 2",Harford County,2018,observed,13.0,23.21
240253028023,"Harford County, Maryland, 302802, 3",Harford County,2018,observed,11.0,2.23
240253028024,"Harford County, Maryland, 302802, 4",Harford County,2018,observed,147.0,27.27
240253029011,"Harford County, Maryland, 302901, 1",Harford County,2018,observed,124.0,95.38
240253029012,"Harford County, Maryland, 302901, 2",Harford County,2018,observed,137.0,38.27
240253029021,"Harford County, Maryland, 302902, 1",Harford County,2018,observed,55.0,25.58
240253029022,"Harford County, Maryland, 302902, 2",Harford County,2018,observed,167.0,74.89
240253029023,"Harford County, Maryland, 302902, 3",Harford County,2018,observed,76.0,37.62
240253031015,"Harford County, Maryland, 303101, 5",Harford County,2018,observed,9.0,6.62
240253031021,"Harford County, Maryland, 303102, 1",Harford County,2018,observed,2.0,7.41
240253032014,"Harford County, Maryland, 303201, 4",Harford County,2018,observed,9.0,23.08
240253032033,"Harford County, Maryland, 303203, 3",Harford County,2018,observed,5.0,26.32
240253032041,"Harford County, Maryland, 303204, 1",Harford County,2018,observed,14.0,12.07
240253032043,"Harford County, Maryland, 303204, 3",Harford County,2018,observed,13.0,5.35
240253032061,"Harford County, Maryland, 303206, 1",Harford County,2018,observed,9.0,18.37
240253034003,"Harford County, Maryland, 303400, 3",Harford County,2018,observed,1.0,2.08
240253035011,"Harford County, Maryland, 303501, 1",Harford County,2018,observed,3.0,1.35
240253035012,"Harford County, Maryland, 303501, 2",Harford County,2018,observed,14.0,2.53
240253035022,"Harford County, Maryland, 303502, 2",Harford County,2018,observed,1.0,2.17
240253035024,"Harford County, Maryland, 303502, 4",Harford County,2018,observed,10.0,125.0
240253036031,"Harford County, Maryland, 303603, 1",Harford County,2018,observed,1.0,3.03
240253036032,"Harford County, Maryland, 303603, 2",Harford County,2018,observed,3.0,6.0
240253036034,"Harford County, Maryland, 303603, 4",Harford County,2018,observed,3.0,5.26
240253036051,"Harford County, Maryland, 303605, 1",Harford County,2018,observed,23.0,41.07
240253036052,"Harford County, Maryland, 303605, 2",Harford County,2018,observed,209.0,27.07
240253037001,"Harford County, Maryland, 303700, 1",Harford County,2018,observed,4.0,3.36
240253037002,"Harford County, Maryland, 303700, 2",Harford County,2018,observed,6.0,85.71
240253038011,"Harford County, Maryland, 303801, 1",Harford County,2018,observed,27.0,20.0
240253038012,"Harford County, Maryland, 303801, 2",Harford County,2018,observed,7.0,4.38
240253038021,"Harford County, Maryland, 303802, 1",Harford County,2018,observed,18.0,8.41
240253038031,"Harford County, Maryland, 303803, 1",Harford County,2018,observed,85.0,21.41
240253038032,"Harford County, Maryland, 303803, 2",Harford County,2018,observed,90.0,51.14
