id,name,parent_location,year,type,filings,filing_rate,threatened,threatened_rate,judgements,judgement_rate,Eviction_Score
240217502001,"Frederick County, Maryland, 750200, 1",Frederick County,2018,observed,6.0,5.22,3.0,2.61,2.0,1.74,-1.2719839746551882
240217502002,"Frederick County, Maryland, 750200, 2",Frederick County,2018,observed,4.0,0.94,4.0,0.94,2.0,0.47,-1.4271940421919103
240217503001,"Frederick County, Maryland, 750300, 1",Frederick County,2018,observed,43.0,13.4,26.0,8.1,7.0,2.18,-0.5909075699193143
240217503002,"Frederick County, Maryland, 750300, 2",Frederick County,2018,observed,32.0,12.8,22.0,8.8,9.0,3.6,-0.3806826091062259
240217505031,"Frederick County, Maryland, 750503, 1",Frederick County,2018,observed,1.0,6.67,1.0,6.67,1.0,6.67,-0.6431919729590951
240217505032,"Frederick County, Maryland, 750503, 2",Frederick County,2018,observed,94.0,33.33,44.0,15.6,21.0,7.45,1.2068085294458246
240217505033,"Frederick County, Maryland, 750503, 3",Frederick County,2018,observed,58.0,25.89,23.0,10.27,7.0,3.12,-0.4980392623703536
240217505034,"Frederick County, Maryland, 750503, 4",Frederick County,2018,observed,395.0,120.8,181.0,55.35,80.0,24.46,9.061663104880354
240217505035,"Frederick County, Maryland, 750503, 5",Frederick County,2018,observed,175.0,21.24,93.0,11.29,32.0,3.88,2.316892507619673
240217505041,"Frederick County, Maryland, 750504, 1",Frederick County,2018,observed,142.0,29.04,75.0,15.34,23.0,4.7,1.5296625089075282
240217505042,"Frederick County, Maryland, 750504, 2",Frederick County,2018,observed,29.0,7.07,21.0,5.12,3.0,0.73,-1.0798460145784916
240217505043,"Frederick County, Maryland, 750504, 3",Frederick County,2018,observed,1.0,0.24,1.0,0.24,1.0,0.24,-1.5522922243199428
240217505044,"Frederick County, Maryland, 750504, 4",Frederick County,2018,observed,2.0,3.28,1.0,1.64,0.0,0.0,-1.6652505664177872
240217505051,"Frederick County, Maryland, 750505, 1",Frederick County,2018,observed,52.0,8.77,29.0,4.89,10.0,1.69,-0.3786782264633853
240217505052,"Frederick County, Maryland, 750505, 2",Frederick County,2018,observed,63.0,21.8,36.0,12.46,8.0,2.77,-0.3170638641332522
240217505053,"Frederick County, Maryland, 750505, 3",Frederick County,2018,observed,155.0,22.43,76.0,11.0,27.0,3.91,1.766430448231488
240217505062,"Frederick County, Maryland, 750506, 2",Frederick County,2018,observed,4.0,4.4,3.0,3.3,0.0,0.0,-1.6523129861129597
240217505063,"Frederick County, Maryland, 750506, 3",Frederick County,2018,observed,1.0,3.33,1.0,3.33,0.0,0.0,-1.684712671434657
240217506003,"Frederick County, Maryland, 750600, 3",Frederick County,2018,observed,10.0,8.2,6.0,4.92,1.0,0.82,-1.447069922847518
240217507011,"Frederick County, Maryland, 750701, 1",Frederick County,2018,observed,4.0,2.67,4.0,2.67,1.0,0.67,-1.4704383186372116
240217507012,"Frederick County, Maryland, 750701, 2",Frederick County,2018,observed,8.0,3.52,5.0,2.2,3.0,1.32,-1.239841500532774
240217507013,"Frederick County, Maryland, 750701, 3",Frederick County,2018,observed,13.0,185.71,4.0,57.14,2.0,28.57,1.2727017131271936
240217507021,"Frederick County, Maryland, 750702, 1",Frederick County,2018,observed,71.0,11.38,44.0,7.05,11.0,1.76,-0.07690015488182866
240217507022,"Frederick County, Maryland, 750702, 2",Frederick County,2018,observed,174.0,52.1,72.0,21.56,28.0,8.38,2.283736473821911
240217507023,"Frederick County, Maryland, 750702, 3",Frederick County,2018,observed,2.0,2.82,2.0,2.82,1.0,1.41,-1.3909895957000447
240217508012,"Frederick County, Maryland, 750801, 2",Frederick County,2018,observed,47.0,7.26,28.0,4.33,17.0,2.63,0.08390999102822788
240217508013,"Frederick County, Maryland, 750801, 3",Frederick County,2018,observed,34.0,23.13,22.0,14.97,9.0,6.12,-0.09697224334332818
240217508021,"Frederick County, Maryland, 750802, 1",Frederick County,2018,observed,8.0,3.65,6.0,2.74,3.0,1.37,-1.2258873273844757
240217508022,"Frederick County, Maryland, 750802, 2",Frederick County,2018,observed,2.0,7.69,1.0,3.85,1.0,3.85,-1.0632032123443595
240217508023,"Frederick County, Maryland, 750802, 3",Frederick County,2018,observed,7.0,2.04,7.0,2.04,0.0,0.0,-1.5633418431092174
240217508031,"Frederick County, Maryland, 750803, 1",Frederick County,2018,observed,11.0,8.27,7.0,5.26,4.0,3.01,-0.9450215771853995
240217508032,"Frederick County, Maryland, 750803, 2",Frederick County,2018,observed,23.0,16.31,18.0,12.77,7.0,4.96,-0.41780379121738864
240217508033,"Frederick County, Maryland, 750803, 3",Frederick County,2018,observed,3.0,2.05,2.0,1.37,1.0,0.68,-1.4825280487878527
240217510011,"Frederick County, Maryland, 751001, 1",Frederick County,2018,observed,8.0,6.11,5.0,3.82,1.0,0.76,-1.4556873403666848
240217510021,"Frederick County, Maryland, 751002, 1",Frederick County,2018,observed,3.0,4.76,2.0,3.17,0.0,0.0,-1.6708140773967033
240217510023,"Frederick County, Maryland, 751002, 3",Frederick County,2018,observed,69.0,17.38,40.0,10.08,10.0,2.52,-0.12962228106915005
240217510024,"Frederick County, Maryland, 751002, 4",Frederick County,2018,observed,12.0,16.9,5.0,7.04,2.0,2.82,-1.1637371897350581
240217510031,"Frederick County, Maryland, 751003, 1",Frederick County,2018,observed,27.0,5.6,20.0,4.15,10.0,2.07,-0.5347467569176424
240217510032,"Frederick County, Maryland, 751003, 2",Frederick County,2018,observed,48.0,12.37,27.0,6.96,8.0,2.06,-0.5051149831436917
240217510033,"Frederick County, Maryland, 751003, 3",Frederick County,2018,observed,6.0,2.21,6.0,2.21,0.0,0.0,-1.5828961361655094
240217510041,"Frederick County, Maryland, 751004, 1",Frederick County,2018,observed,2.0,1.8,2.0,1.8,1.0,0.9,-1.45545483768021
240217510042,"Frederick County, Maryland, 751004, 2",Frederick County,2018,observed,87.0,15.65,38.0,6.83,11.0,1.98,-0.04824304019214823
240217512011,"Frederick County, Maryland, 751201, 1",Frederick County,2018,observed,2.0,0.98,2.0,0.98,1.0,0.49,-1.507279836134852
240217512013,"Frederick County, Maryland, 751201, 3",Frederick County,2018,observed,1.0,2.13,1.0,2.13,0.0,0.0,-1.6667345826004887
240217512021,"Frederick County, Maryland, 751202, 1",Frederick County,2018,observed,41.0,14.04,20.0,6.85,8.0,2.74,-0.5286910715315759
240217512022,"Frederick County, Maryland, 751202, 2",Frederick County,2018,observed,7.0,3.07,4.0,1.75,3.0,1.32,-1.2501071143580789
240217512023,"Frederick County, Maryland, 751202, 3",Frederick County,2018,observed,6.0,10.0,4.0,6.67,2.0,3.33,-1.0778981234312819
240217512031,"Frederick County, Maryland, 751203, 1",Frederick County,2018,observed,1.0,4.76,1.0,4.76,0.0,0.0,-1.706136560628707
240217513011,"Frederick County, Maryland, 751301, 1",Frederick County,2018,observed,1.0,1.33,1.0,1.33,0.0,0.0,-1.6547491900443765
240217513021,"Frederick County, Maryland, 751302, 1",Frederick County,2018,observed,1.0,0.69,1.0,0.69,0.0,0.0,-1.6451608759994871
240217516001,"Frederick County, Maryland, 751600, 1",Frederick County,2018,observed,1.0,1.02,1.0,1.02,0.0,0.0,-1.6501048504288833
240217516002,"Frederick County, Maryland, 751600, 2",Frederick County,2018,observed,2.0,1.1,2.0,1.1,1.0,0.55,-1.4996956900195384
240217517012,"Frederick County, Maryland, 751701, 2",Frederick County,2018,observed,1.0,4.35,1.0,4.35,0.0,0.0,-1.6999940469436996
240217517021,"Frederick County, Maryland, 751702, 1",Frederick County,2018,observed,9.0,8.41,3.0,2.8,2.0,1.87,-1.25858968887035
240217517023,"Frederick County, Maryland, 751702, 3",Frederick County,2018,observed,1.0,1.33,1.0,1.33,1.0,1.33,-1.398183472534045
240217519011,"Frederick County, Maryland, 751901, 1",Frederick County,2018,observed,1.0,1.52,1.0,1.52,1.0,1.52,-1.3713204791034754
240217519013,"Frederick County, Maryland, 751901, 3",Frederick County,2018,observed,6.0,12.77,1.0,2.13,1.0,2.13,-1.3314976867139994
240217519023,"Frederick County, Maryland, 751902, 3",Frederick County,2018,observed,3.0,1.33,1.0,0.44,0.0,0.0,-1.6363442983374044
240217519041,"Frederick County, Maryland, 751904, 1",Frederick County,2018,observed,1.0,16.67,1.0,16.67,1.0,16.67,0.7706497865445563
240217520011,"Frederick County, Maryland, 752001, 1",Frederick County,2018,observed,1.0,4.55,1.0,4.55,1.0,4.55,-0.9429264259738692
240217520012,"Frederick County, Maryland, 752001, 2",Frederick County,2018,observed,1.0,1.08,1.0,1.08,0.0,0.0,-1.6510037548705918
240217522011,"Frederick County, Maryland, 752201, 1",Frederick County,2018,observed,1.0,1.19,1.0,1.19,0.0,0.0,-1.6526517463470571
240217522023,"Frederick County, Maryland, 752202, 3",Frederick County,2018,observed,4.0,9.3,3.0,6.98,1.0,2.33,-1.3030823432905692
240217522041,"Frederick County, Maryland, 752204, 1",Frederick County,2018,observed,1.0,4.76,1.0,4.76,1.0,4.76,-0.9132357490242924
240217523011,"Frederick County, Maryland, 752301, 1",Frederick County,2018,observed,67.0,24.81,29.0,10.74,12.0,4.44,0.07423031984998078
240217523012,"Frederick County, Maryland, 752301, 2",Frederick County,2018,observed,2.0,4.76,1.0,2.38,1.0,2.38,-1.2607842207127216
240217523013,"Frederick County, Maryland, 752301, 3",Frederick County,2018,observed,10.0,6.9,8.0,5.52,4.0,2.76,-0.9708749581090482
240217523022,"Frederick County, Maryland, 752302, 2",Frederick County,2018,observed,1.0,2.38,1.0,2.38,0.0,0.0,-1.6704800177742738
240217523023,"Frederick County, Maryland, 752302, 3",Frederick County,2018,observed,1.0,0.32,1.0,0.32,1.0,0.32,-1.5409814902439136
240217523033,"Frederick County, Maryland, 752303, 3",Frederick County,2018,observed,1.0,1.39,1.0,1.39,0.0,0.0,-1.6556480944860852
240217525011,"Frederick County, Maryland, 752501, 1",Frederick County,2018,observed,1.0,2.94,1.0,2.94,0.0,0.0,-1.6788697925635525
240217525014,"Frederick County, Maryland, 752501, 4",Frederick County,2018,observed,16.0,27.59,8.0,13.79,4.0,6.9,-0.5006808848539123
240217526012,"Frederick County, Maryland, 752601, 2",Frederick County,2018,observed,2.0,2.99,2.0,2.99,2.0,2.99,-1.0978792949465106
240217526013,"Frederick County, Maryland, 752601, 3",Frederick County,2018,observed,6.0,9.23,1.0,1.54,1.0,1.54,-1.3941961968794476
240217526014,"Frederick County, Maryland, 752601, 4",Frederick County,2018,observed,10.0,9.01,8.0,7.21,1.0,0.9,-1.4357815531907563
240217526033,"Frederick County, Maryland, 752603, 3",Frederick County,2018,observed,3.0,7.89,2.0,5.26,1.0,2.63,-1.2495885333478804
240217528022,"Frederick County, Maryland, 752802, 2",Frederick County,2018,observed,11.0,24.44,2.0,4.44,1.0,2.22,-1.3781180133209041
240217530012,"Frederick County, Maryland, 753001, 2",Frederick County,2018,observed,4.0,3.88,4.0,3.88,4.0,3.88,-0.8408344873308291
240217530013,"Frederick County, Maryland, 753001, 3",Frederick County,2018,observed,1.0,2.44,1.0,2.44,1.0,2.44,-1.2412470372291398
240217530014,"Frederick County, Maryland, 753001, 4",Frederick County,2018,observed,3.0,6.0,1.0,2.0,0.0,0.0,-1.681557663935986
240217530022,"Frederick County, Maryland, 753002, 2",Frederick County,2018,observed,3.0,3.3,3.0,3.3,1.0,1.1,-1.4296468682557006
240217530023,"Frederick County, Maryland, 753002, 3",Frederick County,2018,observed,16.0,10.26,10.0,6.41,3.0,1.92,-1.1248439874510394
240217651001,"Frederick County, Maryland, 765100, 1",Frederick County,2018,observed,69.0,14.56,40.0,8.44,16.0,3.38,0.32930401367498113
240217651002,"Frederick County, Maryland, 765100, 2",Frederick County,2018,observed,9.0,9.68,9.0,9.68,4.0,4.3,-0.7770179126809389
240217651003,"Frederick County, Maryland, 765100, 3",Frederick County,2018,observed,4.0,7.69,3.0,5.77,1.0,1.92,-1.346255221701867
240217668001,"Frederick County, Maryland, 766800, 1",Frederick County,2018,observed,15.0,15.31,9.0,9.18,6.0,6.12,-0.396829485969909
240217668002,"Frederick County, Maryland, 766800, 2",Frederick County,2018,observed,7.0,3.5,7.0,3.5,3.0,1.5,-1.2048691644404341
240217668004,"Frederick County, Maryland, 766800, 4",Frederick County,2018,observed,20.0,10.58,7.0,3.7,1.0,0.53,-1.431466420004294
240217707001,"Frederick County, Maryland, 770700, 1",Frederick County,2018,observed,1.0,5.56,1.0,5.56,1.0,5.56,-0.8001284082640003
240217722001,"Frederick County, Maryland, 772200, 1",Frederick County,2018,observed,26.0,17.33,6.0,4.0,3.0,2.0,-1.1315853947029477
240217722002,"Frederick County, Maryland, 772200, 2",Frederick County,2018,observed,40.0,18.43,28.0,12.9,9.0,4.15,-0.25348575235984927
240217735001,"Frederick County, Maryland, 773500, 1",Frederick County,2018,observed,6.0,13.33,3.0,6.67,0.0,0.0,-1.7305282004531815
240217735002,"Frederick County, Maryland, 773500, 2",Frederick County,2018,observed,4.0,1.7,3.0,1.28,2.0,0.85,-1.3871650340236703
240217735003,"Frederick County, Maryland, 773500, 3",Frederick County,2018,observed,2.0,3.03,2.0,3.03,1.0,1.52,-1.3769355104150187
240217753021,"Frederick County, Maryland, 775302, 1",Frederick County,2018,observed,1.0,1.54,1.0,1.54,1.0,1.54,-1.3684927955844681
240217753025,"Frederick County, Maryland, 775302, 5",Frederick County,2018,observed,1.0,1.45,1.0,1.45,0.0,0.0,-1.6565469989277937
240217754001,"Frederick County, Maryland, 775400, 1",Frederick County,2018,observed,2.0,2.82,2.0,2.82,2.0,2.82,-1.1219146048580726
240217754002,"Frederick County, Maryland, 775400, 2",Frederick County,2018,observed,3.0,17.65,2.0,11.76,0.0,0.0,-1.829706572569532
240217754003,"Frederick County, Maryland, 775400, 3",Frederick County,2018,observed,5.0,4.55,5.0,4.55,3.0,2.73,-1.062284708972596
240217756002,"Frederick County, Maryland, 775600, 2",Frederick County,2018,observed,10.0,11.24,8.0,8.99,6.0,6.74,-0.30943725287807455
240230001001,"Garrett County, Maryland, 100, 1",Garrett County,2018,observed,25.0,20.83,10.0,8.33,1.0,0.83,-1.431048047388222
240230001002,"Garrett County, Maryland, 100, 2",Garrett County,2018,observed,7.0,5.34,7.0,5.34,4.0,3.05,-0.9414693481471488
240230001003,"Garrett County, Maryland, 100, 3",Garrett County,2018,observed,1.0,1.64,1.0,1.64,0.0,0.0,-1.6593935296598703
240230002001,"Garrett County, Maryland, 200, 1",Garrett County,2018,observed,10.0,4.29,9.0,3.86,3.0,1.29,-1.2064437215218964
240230003001,"Garrett County, Maryland, 300, 1",Garrett County,2018,observed,1.0,1.79,1.0,1.79,1.0,1.79,-1.333146751596877
240230005002,"Garrett County, Maryland, 500, 2",Garrett County,2018,observed,12.0,4.53,12.0,4.53,2.0,0.75,-1.3011368575217765
240230005003,"Garrett County, Maryland, 500, 3",Garrett County,2018,observed,1.0,0.98,1.0,0.98,0.0,0.0,-1.649505580801078
240230006001,"Garrett County, Maryland, 600, 1",Garrett County,2018,observed,3.0,18.75,3.0,18.75,1.0,6.25,-0.8558302912712631
240230006003,"Garrett County, Maryland, 600, 3",Garrett County,2018,observed,7.0,6.8,6.0,5.83,1.0,0.97,-1.438007607758382
240230006004,"Garrett County, Maryland, 600, 4",Garrett County,2018,observed,16.0,5.32,13.0,4.32,4.0,1.33,-1.083133513225469
240230007002,"Garrett County, Maryland, 700, 2",Garrett County,2018,observed,15.0,3.82,12.0,3.05,6.0,1.53,-0.9510275059340002
240230007003,"Garrett County, Maryland, 700, 3",Garrett County,2018,observed,9.0,9.47,6.0,6.32,1.0,1.05,-1.4368280476595354
240253011021,"Harford County, Maryland, 301102, 1",Harford County,2018,observed,5.0,19.23,5.0,19.23,2.0,7.69,-0.5552407641873565
240253011051,"Harford County, Maryland, 301105, 1",Harford County,2018,observed,3.0,16.67,2.0,11.11,0.0,0.0,-1.8176508171505936
240253011052,"Harford County, Maryland, 301105, 2",Harford County,2018,observed,4.0,3.1,4.0,3.1,0.0,0.0,-1.6302446796604202
240253011061,"Harford County, Maryland, 301106, 1",Harford County,2018,observed,3.0,3.49,2.0,2.33,0.0,0.0,-1.6552094809526283
240253011071,"Harford County, Maryland, 301107, 1",Harford County,2018,observed,7.0,8.64,3.0,3.7,0.0,0.0,-1.6682918414997199
240253011072,"Harford County, Maryland, 301107, 2",Harford County,2018,observed,215.0,23.45,115.0,12.54,27.0,2.94,2.377502023338923
240253012012,"Harford County, Maryland, 301201, 2",Harford County,2018,observed,1.0,2.44,1.0,2.44,0.0,0.0,-1.6713789222159825
240253012021,"Harford County, Maryland, 301202, 1",Harford County,2018,observed,1.0,1.19,1.0,1.19,0.0,0.0,-1.6526517463470571
240253012022,"Harford County, Maryland, 301202, 2",Harford County,2018,observed,69.0,18.02,42.0,10.97,10.0,2.61,-0.10443423187737387
240253012023,"Harford County, Maryland, 301202, 3",Harford County,2018,observed,4.0,3.15,3.0,2.36,0.0,0.0,-1.6360529879510426
240253012024,"Harford County, Maryland, 301202, 4",Harford County,2018,observed,2.0,1.44,2.0,1.44,1.0,0.72,-1.47820727602615
240253012041,"Harford County, Maryland, 301204, 1",Harford County,2018,observed,51.0,14.13,30.0,8.31,5.0,1.39,-0.7277599231372407
240253012052,"Harford County, Maryland, 301205, 2",Harford County,2018,observed,18.0,10.78,10.0,5.99,3.0,1.8,-1.1325955790147735
240253012053,"Harford County, Maryland, 301205, 3",Harford County,2018,observed,16.0,32.0,7.0,14.0,4.0,8.0,-0.37266811948820444
240253013011,"Harford County, Maryland, 301301, 1",Harford County,2018,observed,114.0,175.38,60.0,92.31,0.0,0.0,-2.2920746771777805
240253013012,"Harford County, Maryland, 301301, 2",Harford County,2018,observed,5.0,17.86,4.0,14.29,2.0,7.14,-0.6036512418604836
240253013013,"Harford County, Maryland, 301301, 3",Harford County,2018,observed,1.0,9.09,1.0,9.09,0.0,0.0,-1.7710074978386638
240253013021,"Harford County, Maryland, 301302, 1",Harford County,2018,observed,283.0,48.38,133.0,22.74,43.0,7.35,4.177572179335802
240253013022,"Harford County, Maryland, 301302, 2",Harford County,2018,observed,225.0,72.58,121.0,39.03,31.0,10.0,3.244660018002178
240253013023,"Harford County, Maryland, 301302, 3",Harford County,2018,observed,126.0,68.11,65.0,35.14,13.0,7.03,0.7719918680662662
240253013024,"Harford County, Maryland, 301302, 4",Harford County,2018,observed,94.0,61.84,46.0,30.26,5.0,3.29,-0.5154676617482812
240253014011,"Harford County, Maryland, 301401, 1",Harford County,2018,observed,21.0,8.17,17.0,6.61,4.0,1.56,-1.011720035629271
240253014012,"Harford County, Maryland, 301401, 2",Harford County,2018,observed,68.0,27.76,38.0,15.51,12.0,4.9,0.19525754358172598
240253014013,"Harford County, Maryland, 301401, 3",Harford County,2018,observed,44.0,11.17,24.0,6.09,1.0,0.25,-1.1696619359654765
240253014021,"Harford County, Maryland, 301402, 1",Harford County,2018,observed,1.0,3.85,1.0,3.85,0.0,0.0,-1.6925031765961298
240253014022,"Harford County, Maryland, 301402, 2",Harford County,2018,observed,2.0,3.51,2.0,3.51,0.0,0.0,-1.670401987621664
240253016011,"Harford County, Maryland, 301601, 1",Harford County,2018,observed,1.0,6.25,1.0,6.25,0.0,0.0,-1.728459354264466
240253016012,"Harford County, Maryland, 301601, 2",Harford County,2018,observed,376.0,116.77,182.0,56.52,53.0,16.46,6.421343320476055
240253016013,"Harford County, Maryland, 301601, 3",Harford County,2018,observed,232.0,234.34,83.0,83.84,23.0,23.23,3.040362270888407
240253016014,"Harford County, Maryland, 301601, 4",Harford County,2018,observed,78.0,520.0,41.0,273.33,7.0,46.67,1.0653666207456172
240253016015,"Harford County, Maryland, 301601, 5",Harford County,2018,observed,216.0,73.72,78.0,26.62,32.0,10.92,2.989026959706866
240253016021,"Harford County, Maryland, 301602, 1",Harford County,2018,observed,76.0,64.96,44.0,37.61,3.0,2.56,-0.9318093734044469
240253016022,"Harford County, Maryland, 301602, 2",Harford County,2018,observed,22.0,11.11,12.0,6.06,3.0,1.52,-1.1339162659133635
240253016023,"Harford County, Maryland, 301602, 3",Harford County,2018,observed,66.0,115.79,22.0,38.6,3.0,5.26,-1.1807172842702398
240253017021,"Harford County, Maryland, 301702, 1",Harford County,2018,observed,98.0,31.31,34.0,10.86,6.0,1.92,-0.4257921469627022
240253017022,"Harford County, Maryland, 301702, 2",Harford County,2018,observed,32.0,42.11,13.0,17.11,2.0,2.63,-1.2466532193829036
240253017023,"Harford County, Maryland, 301702, 3",Harford County,2018,observed,2.0,1.45,1.0,0.72,0.0,0.0,-1.6450763413114131
240253017024,"Harford County, Maryland, 301702, 4",Harford County,2018,observed,3.0,4.23,3.0,4.23,0.0,0.0,-1.6641814437840468
240253017025,"Harford County, Maryland, 301702, 5",Harford County,2018,observed,78.0,29.89,39.0,14.94,14.0,5.36,0.42191624183839704
240253017031,"Harford County, Maryland, 301703, 1",Harford County,2018,observed,2.0,4.17,2.0,4.17,0.0,0.0,-1.6802899364804564
240253017032,"Harford County, Maryland, 301703, 2",Harford County,2018,observed,23.0,34.33,12.0,17.91,2.0,2.99,-1.204382872326336
240253017041,"Harford County, Maryland, 301704, 1",Harford County,2018,observed,9.0,10.71,4.0,4.76,1.0,1.19,-1.433923082230129
240253017042,"Harford County, Maryland, 301704, 2",Harford County,2018,observed,74.0,17.09,36.0,8.31,12.0,2.77,0.005708863410872983
240253021002,"Harford County, Maryland, 302100, 2",Harford County,2018,observed,2.0,18.18,1.0,9.09,0.0,0.0,-1.829186651429543
240253022001,"Harford County, Maryland, 302200, 1",Harford County,2018,observed,4.0,30.77,3.0,23.08,1.0,7.69,-0.7438811179997328
240253022002,"Harford County, Maryland, 302200, 2",Harford County,2018,observed,16.0,6.15,10.0,3.85,3.0,1.15,-1.1960066775460911
240253024001,"Harford County, Maryland, 302400, 1",Harford County,2018,observed,58.0,58.0,38.0,38.0,3.0,3.0,-0.9872060498195194
240253024002,"Harford County, Maryland, 302400, 2",Harford County,2018,observed,51.0,16.5,40.0,12.94,16.0,5.18,0.4594286371423181
240253024003,"Harford County, Maryland, 302400, 3",Harford County,2018,observed,7.0,6.09,6.0,5.22,1.0,0.87,-1.443803027305837
240253028011,"Harford County, Maryland, 302801, 1",Harford County,2018,observed,17.0,34.69,14.0,28.57,1.0,2.04,-1.5001689592462857
240253028013,"Harford County, Maryland, 302801, 3",Harford County,2018,observed,7.0,12.73,4.0,7.27,1.0,1.82,-1.380897107548799
240253028021,"Harford County, Maryland, 302802, 1",Harford County,2018,observed,42.0,34.15,18.0,14.63,2.0,1.63,-1.2140365691128623
240253028022,"Harford County, Maryland, 302802, 2",Harford County,2018,observed,13.0,23.21,8.0,14.29,2.0,3.57,-1.1087781682181077
240253028023,"Harford County, Maryland, 302802, 3",Harford County,2018,observed,11.0,2.23,9.0,1.83,3.0,0.61,-1.2764880660935223
240253028024,"Harford County, Maryland, 302802, 4",Harford County,2018,observed,147.0,27.27,66.0,12.24,23.0,4.27,1.4257131884398493
240253029011,"Harford County, Maryland, 302901, 1",Harford County,2018,observed,124.0,95.38,62.0,47.69,11.0,8.46,0.5616347718972048
240253029012,"Harford County, Maryland, 302901, 2",Harford County,2018,observed,137.0,38.27,56.0,15.64,4.0,1.12,-0.2646088400750925
240253029021,"Harford County, Maryland, 302902, 1",Harford County,2018,observed,55.0,25.58,31.0,14.42,8.0,3.72,-0.3126820442515736
240253029022,"Harford County, Maryland, 302902, 2",Harford County,2018,observed,167.0,74.89,69.0,30.94,11.0,4.93,0.6097161014469855
240253029023,"Harford County, Maryland, 302902, 3",Harford County,2018,observed,76.0,37.62,34.0,16.83,7.0,3.47,-0.3511935197985856
240253031015,"Harford County, Maryland, 303101, 5",Harford County,2018,observed,9.0,6.62,5.0,3.68,1.0,0.74,-1.4556213798588993
240253031021,"Harford County, Maryland, 303102, 1",Harford County,2018,observed,2.0,7.41,1.0,3.7,0.0,0.0,-1.7106507753161153
240253032014,"Harford County, Maryland, 303201, 4",Harford County,2018,observed,9.0,23.08,6.0,15.38,1.0,2.56,-1.3684052025570168
240253032033,"Harford County, Maryland, 303203, 3",Harford County,2018,observed,5.0,26.32,4.0,21.05,0.0,0.0,-1.930517825534176
240253032041,"Harford County, Maryland, 303204, 1",Harford County,2018,observed,14.0,12.07,5.0,4.31,1.0,0.86,-1.4518430623835372
240253032043,"Harford County, Maryland, 303204, 3",Harford County,2018,observed,13.0,5.35,6.0,2.47,2.0,0.82,-1.3419738124555791
240253032061,"Harford County, Maryland, 303206, 1",Harford County,2018,observed,9.0,18.37,5.0,10.2,0.0,0.0,-1.754342984207729
240253034003,"Harford County, Maryland, 303400, 3",Harford County,2018,observed,1.0,2.08,1.0,2.08,0.0,0.0,-1.6659854955657318
240253035011,"Harford County, Maryland, 303501, 1",Harford County,2018,observed,3.0,1.35,2.0,0.9,0.0,0.0,-1.6287991886778528
240253035012,"Harford County, Maryland, 303501, 2",Harford County,2018,observed,14.0,2.53,9.0,1.63,3.0,0.54,-1.2709663274401832
240253035022,"Harford County, Maryland, 303502, 2",Harford County,2018,observed,1.0,2.17,1.0,2.17,0.0,0.0,-1.6673338522282946
240253035024,"Harford County, Maryland, 303502, 4",Harford County,2018,observed,10.0,125.0,3.0,37.5,0.0,0.0,-2.737519498800909
240253036031,"Harford County, Maryland, 303603, 1",Harford County,2018,observed,1.0,3.03,1.0,3.03,1.0,3.03,-1.1578303734184243
240253036032,"Harford County, Maryland, 303603, 2",Harford County,2018,observed,3.0,6.0,1.0,2.0,0.0,0.0,-1.681557663935986
240253036034,"Harford County, Maryland, 303603, 4",Harford County,2018,observed,3.0,5.26,2.0,3.51,1.0,1.75,-1.3547921632005029
240253036051,"Harford County, Maryland, 303605, 1",Harford County,2018,observed,23.0,41.07,5.0,8.93,0.0,0.0,-1.8244080220956438
240253036052,"Harford County, Maryland, 303605, 2",Harford County,2018,observed,209.0,27.07,107.0,13.86,22.0,2.85,1.9597673415154004
240253037001,"Harford County, Maryland, 303700, 1",Harford County,2018,observed,4.0,3.36,3.0,2.52,1.0,0.84,-1.4588548032547608
240253037002,"Harford County, Maryland, 303700, 2",Harford County,2018,observed,6.0,85.71,3.0,42.86,0.0,0.0,-2.526883491268677
240253038011,"Harford County, Maryland, 303801, 1",Harford County,2018,observed,27.0,20.0,9.0,6.67,1.0,0.74,-1.4261053067581042
240253038012,"Harford County, Maryland, 303801, 2",Harford County,2018,observed,7.0,4.38,6.0,3.75,2.0,1.25,-1.3120762270835356
240253038021,"Harford County, Maryland, 303802, 1",Harford County,2018,observed,18.0,8.41,8.0,3.74,2.0,0.93,-1.3053743761321415
240253038031,"Harford County, Maryland, 303803, 1",Harford County,2018,observed,85.0,21.41,36.0,9.07,11.0,2.77,-0.01700918179125753
240253038032,"Harford County, Maryland, 303803, 2",Harford County,2018,observed,90.0,51.14,33.0,18.75,2.0,1.14,-1.0008488999854182
240253038033,"Harford County, Maryland, 303803, 3",Harford County,2018,observed,2.0,2.63,1.0,1.32,0.0,0.0,-1.6581387854282446
240253038034,"Harford County, Maryland, 303803, 4",Harford County,2018,observed,3.0,12.0,2.0,8.0,0.0,0.0,-1.7601015630169734
240253039001,"Harford County, Maryland, 303900, 1",Harford County,2018,observed,119.0,31.9,54.0,14.48,9.0,2.41,0.10947919268296145
240253041012,"Harford County, Maryland, 304101, 2",Harford County,2018,observed,1.0,3.57,1.0,3.57,0.0,0.0,-1.6883082892014907
240253041023,"Harford County, Maryland, 304102, 3",Harford County,2018,observed,2.0,6.9,2.0,6.9,0.0,0.0,-1.7211900885781888
240253042021,"Harford County, Maryland, 304202, 1",Harford County,2018,observed,1.0,0.83,1.0,0.83,0.0,0.0,-1.6472583196968067
240253052002,"Harford County, Maryland, 305200, 2",Harford County,2018,observed,1.0,1.33,1.0,1.33,0.0,0.0,-1.6547491900443765
